DIRECTED	paperref-cites
cat=NOTEXIST,EXIST:exists
77226	paperref:3811	|	paperref:5430	|	exists=EXIST:P=0.0,1.0
74937	paperref:3029	|	paperref:511	|	exists=NOTEXIST:P=1.0,0.0
64099	paperref:1591	|	paperref:878	|
59791	paperref:2500	|	paperref:5601	|	exists=EXIST:P=0.0,1.0
61917	paperref:2455	|	paperref:5638	|	exists=NOTEXIST:P=1.0,0.0
64230	paperref:4330	|	paperref:649	|	exists=NOTEXIST:P=1.0,0.0
49420	paperref:1174	|	paperref:1639	|	exists=EXIST:P=0.0,1.0
67713	paperref:4754	|	paperref:586	|
75096	paperref:3816	|	paperref:740	|
66741	paperref:3667	|	paperref:1059	|
52860	paperref:3606	|	paperref:3724	|	exists=NOTEXIST:P=1.0,0.0
63758	paperref:6	|	paperref:2531	|
65972	paperref:1948	|	paperref:4583	|	exists=EXIST:P=0.0,1.0
54308	paperref:5054	|	paperref:4752	|
54780	paperref:3104	|	paperref:3831	|	exists=EXIST:P=0.0,1.0
62814	paperref:1942	|	paperref:3839	|	exists=EXIST:P=0.0,1.0
77554	paperref:5085	|	paperref:3719	|	exists=NOTEXIST:P=1.0,0.0
55496	paperref:1133	|	paperref:4541	|	exists=EXIST:P=0.0,1.0
52635	paperref:638	|	paperref:3263	|	exists=NOTEXIST:P=1.0,0.0
63545	paperref:1636	|	paperref:1287	|	exists=NOTEXIST:P=1.0,0.0
67004	paperref:123	|	paperref:1672	|	exists=EXIST:P=0.0,1.0
57173	paperref:4344	|	paperref:2375	|	exists=EXIST:P=0.0,1.0
57804	paperref:4190	|	paperref:1052	|	exists=EXIST:P=0.0,1.0
75725	paperref:2988	|	paperref:1520	|	exists=EXIST:P=0.0,1.0
53865	paperref:3414	|	paperref:1952	|	exists=EXIST:P=0.0,1.0
76784	paperref:2662	|	paperref:1521	|	exists=EXIST:P=0.0,1.0
59726	paperref:5115	|	paperref:2482	|
50296	paperref:4881	|	paperref:3664	|
50740	paperref:3126	|	paperref:1702	|
56979	paperref:3431	|	paperref:4757	|
58850	paperref:4142	|	paperref:1037	|	exists=EXIST:P=0.0,1.0
55819	paperref:1227	|	paperref:762	|	exists=NOTEXIST:P=1.0,0.0
62877	paperref:2845	|	paperref:2285	|	exists=EXIST:P=0.0,1.0
61418	paperref:712	|	paperref:1228	|	exists=EXIST:P=0.0,1.0
72228	paperref:1457	|	paperref:1255	|	exists=NOTEXIST:P=1.0,0.0
67643	paperref:3839	|	paperref:207	|
64544	paperref:4975	|	paperref:4253	|	exists=NOTEXIST:P=1.0,0.0
54166	paperref:5164	|	paperref:2495	|	exists=EXIST:P=0.0,1.0
65984	paperref:5479	|	paperref:4123	|	exists=EXIST:P=0.0,1.0
53706	paperref:5184	|	paperref:1243	|	exists=EXIST:P=0.0,1.0
57763	paperref:2616	|	paperref:220	|	exists=EXIST:P=0.0,1.0
72604	paperref:4245	|	paperref:4800	|	exists=EXIST:P=0.0,1.0
53070	paperref:3965	|	paperref:3959	|	exists=NOTEXIST:P=1.0,0.0
76245	paperref:4614	|	paperref:3474	|	exists=NOTEXIST:P=1.0,0.0
68004	paperref:4121	|	paperref:4989	|	exists=EXIST:P=0.0,1.0
58056	paperref:189	|	paperref:2233	|	exists=NOTEXIST:P=1.0,0.0
57996	paperref:988	|	paperref:1012	|	exists=NOTEXIST:P=1.0,0.0
53131	paperref:175	|	paperref:4724	|	exists=EXIST:P=0.0,1.0
68977	paperref:3527	|	paperref:1645	|	exists=EXIST:P=0.0,1.0
55336	paperref:4359	|	paperref:1918	|	exists=EXIST:P=0.0,1.0
64122	paperref:5623	|	paperref:5473	|	exists=EXIST:P=0.0,1.0
50419	paperref:1927	|	paperref:2448	|	exists=NOTEXIST:P=1.0,0.0
77142	paperref:640	|	paperref:1048	|	exists=EXIST:P=0.0,1.0
59291	paperref:943	|	paperref:4541	|
65692	paperref:465	|	paperref:5587	|	exists=EXIST:P=0.0,1.0
66031	paperref:2462	|	paperref:1852	|	exists=NOTEXIST:P=1.0,0.0
63194	paperref:3425	|	paperref:4087	|	exists=EXIST:P=0.0,1.0
74402	paperref:5436	|	paperref:856	|
69148	paperref:1531	|	paperref:2267	|	exists=EXIST:P=0.0,1.0
69028	paperref:2146	|	paperref:1243	|	exists=EXIST:P=0.0,1.0
64479	paperref:2977	|	paperref:3635	|	exists=EXIST:P=0.0,1.0
50148	paperref:2221	|	paperref:5123	|	exists=EXIST:P=0.0,1.0
75804	paperref:2466	|	paperref:2322	|	exists=EXIST:P=0.0,1.0
55260	paperref:1997	|	paperref:2180	|
66811	paperref:3486	|	paperref:4054	|	exists=NOTEXIST:P=1.0,0.0
67819	paperref:1469	|	paperref:4726	|
62901	paperref:4071	|	paperref:5031	|	exists=NOTEXIST:P=1.0,0.0
53614	paperref:3605	|	paperref:1402	|	exists=NOTEXIST:P=1.0,0.0
65313	paperref:1240	|	paperref:2913	|	exists=EXIST:P=0.0,1.0
77310	paperref:2027	|	paperref:3832	|	exists=EXIST:P=0.0,1.0
68845	paperref:4536	|	paperref:457	|
72158	paperref:4653	|	paperref:5506	|
75309	paperref:632	|	paperref:3851	|	exists=EXIST:P=0.0,1.0
67127	paperref:940	|	paperref:3620	|
63691	paperref:1939	|	paperref:1534	|	exists=EXIST:P=0.0,1.0
60528	paperref:2859	|	paperref:1418	|	exists=NOTEXIST:P=1.0,0.0
57222	paperref:1603	|	paperref:2880	|	exists=EXIST:P=0.0,1.0
73456	paperref:2860	|	paperref:4756	|	exists=EXIST:P=0.0,1.0
68745	paperref:2444	|	paperref:1236	|
65308	paperref:1240	|	paperref:1718	|
74291	paperref:1032	|	paperref:4643	|	exists=NOTEXIST:P=1.0,0.0
55966	paperref:4845	|	paperref:4193	|	exists=EXIST:P=0.0,1.0
74951	paperref:5549	|	paperref:4908	|
77958	paperref:3823	|	paperref:5001	|
57388	paperref:3662	|	paperref:1052	|	exists=EXIST:P=0.0,1.0
55097	paperref:3874	|	paperref:3247	|	exists=EXIST:P=0.0,1.0
52897	paperref:2923	|	paperref:4201	|	exists=EXIST:P=0.0,1.0
71563	paperref:1301	|	paperref:605	|	exists=EXIST:P=0.0,1.0
52759	paperref:560	|	paperref:187	|	exists=NOTEXIST:P=1.0,0.0
68565	paperref:5064	|	paperref:1298	|	exists=EXIST:P=0.0,1.0
75384	paperref:3900	|	paperref:1062	|
56740	paperref:2535	|	paperref:5028	|	exists=NOTEXIST:P=1.0,0.0
75294	paperref:4833	|	paperref:464	|
57088	paperref:1297	|	paperref:600	|	exists=EXIST:P=0.0,1.0
75398	paperref:3608	|	paperref:3736	|	exists=EXIST:P=0.0,1.0
73310	paperref:5171	|	paperref:814	|
69862	paperref:3937	|	paperref:118	|	exists=NOTEXIST:P=1.0,0.0
50362	paperref:3833	|	paperref:3774	|
75363	paperref:226	|	paperref:656	|	exists=EXIST:P=0.0,1.0
72148	paperref:5195	|	paperref:506	|	exists=EXIST:P=0.0,1.0
62461	paperref:2571	|	paperref:5389	|	exists=EXIST:P=0.0,1.0
56692	paperref:252	|	paperref:5456	|	exists=NOTEXIST:P=1.0,0.0
52602	paperref:2067	|	paperref:3611	|	exists=NOTEXIST:P=1.0,0.0
64942	paperref:1532	|	paperref:2097	|	exists=EXIST:P=0.0,1.0
50462	paperref:2570	|	paperref:107	|	exists=EXIST:P=0.0,1.0
53515	paperref:2878	|	paperref:3867	|	exists=NOTEXIST:P=1.0,0.0
70563	paperref:497	|	paperref:1876	|	exists=EXIST:P=0.0,1.0
53055	paperref:3219	|	paperref:1425	|	exists=NOTEXIST:P=1.0,0.0
54236	paperref:2644	|	paperref:2491	|
66712	paperref:3659	|	paperref:3585	|	exists=EXIST:P=0.0,1.0
51716	paperref:1127	|	paperref:3973	|	exists=EXIST:P=0.0,1.0
58648	paperref:4587	|	paperref:2105	|	exists=EXIST:P=0.0,1.0
56955	paperref:5633	|	paperref:253	|
56074	paperref:2774	|	paperref:1791	|	exists=NOTEXIST:P=1.0,0.0
49536	paperref:1375	|	paperref:1536	|	exists=NOTEXIST:P=1.0,0.0
50518	paperref:1653	|	paperref:5405	|	exists=NOTEXIST:P=1.0,0.0
52962	paperref:1300	|	paperref:3420	|	exists=EXIST:P=0.0,1.0
64899	paperref:1532	|	paperref:3618	|	exists=EXIST:P=0.0,1.0
75856	paperref:1082	|	paperref:698	|
76352	paperref:585	|	paperref:919	|	exists=EXIST:P=0.0,1.0
58654	paperref:5137	|	paperref:2709	|	exists=EXIST:P=0.0,1.0
73777	paperref:2381	|	paperref:4252	|	exists=EXIST:P=0.0,1.0
53689	paperref:3394	|	paperref:2046	|	exists=NOTEXIST:P=1.0,0.0
74942	paperref:2220	|	paperref:5592	|	exists=NOTEXIST:P=1.0,0.0
66320	paperref:3552	|	paperref:1497	|	exists=EXIST:P=0.0,1.0
67685	paperref:2107	|	paperref:2708	|	exists=EXIST:P=0.0,1.0
68944	paperref:1833	|	paperref:2044	|	exists=NOTEXIST:P=1.0,0.0
74147	paperref:1941	|	paperref:3840	|	exists=EXIST:P=0.0,1.0
53106	paperref:4051	|	paperref:4266	|
49448	paperref:2110	|	paperref:898	|	exists=EXIST:P=0.0,1.0
56277	paperref:4783	|	paperref:4247	|	exists=EXIST:P=0.0,1.0
70977	paperref:3876	|	paperref:752	|	exists=EXIST:P=0.0,1.0
76442	paperref:5507	|	paperref:5313	|	exists=EXIST:P=0.0,1.0
62398	paperref:1841	|	paperref:4593	|
59732	paperref:4862	|	paperref:1159	|	exists=EXIST:P=0.0,1.0
76260	paperref:2605	|	paperref:2488	|	exists=EXIST:P=0.0,1.0
51631	paperref:1404	|	paperref:1137	|	exists=EXIST:P=0.0,1.0
77515	paperref:1515	|	paperref:3370	|	exists=EXIST:P=0.0,1.0
78207	paperref:2105	|	paperref:3022	|	exists=EXIST:P=0.0,1.0
62958	paperref:1601	|	paperref:602	|	exists=EXIST:P=0.0,1.0
65863	paperref:2113	|	paperref:2705	|	exists=EXIST:P=0.0,1.0
71380	paperref:3857	|	paperref:1055	|
68251	paperref:1138	|	paperref:3911	|	exists=EXIST:P=0.0,1.0
54853	paperref:421	|	paperref:2060	|
70657	paperref:497	|	paperref:1543	|	exists=EXIST:P=0.0,1.0
55931	paperref:2769	|	paperref:5179	|	exists=EXIST:P=0.0,1.0
53501	paperref:4493	|	paperref:252	|	exists=NOTEXIST:P=1.0,0.0
61413	paperref:2150	|	paperref:3364	|	exists=NOTEXIST:P=1.0,0.0
49930	paperref:1937	|	paperref:3842	|
70795	paperref:1728	|	paperref:3969	|	exists=EXIST:P=0.0,1.0
58481	paperref:1134	|	paperref:651	|	exists=EXIST:P=0.0,1.0
49179	paperref:4119	|	paperref:1933	|	exists=EXIST:P=0.0,1.0
70120	paperref:5508	|	paperref:2414	|	exists=EXIST:P=0.0,1.0
63362	paperref:5577	|	paperref:5437	|
61420	paperref:712	|	paperref:239	|
63943	paperref:3871	|	paperref:3822	|	exists=NOTEXIST:P=1.0,0.0
57530	paperref:5224	|	paperref:4255	|	exists=EXIST:P=0.0,1.0
70650	paperref:497	|	paperref:1700	|	exists=EXIST:P=0.0,1.0
78194	paperref:2105	|	paperref:2627	|	exists=EXIST:P=0.0,1.0
60388	paperref:5629	|	paperref:3838	|	exists=EXIST:P=0.0,1.0
73846	paperref:2381	|	paperref:1632	|	exists=EXIST:P=0.0,1.0
77256	paperref:2168	|	paperref:1397	|
66344	paperref:1298	|	paperref:605	|
78163	paperref:4288	|	paperref:2584	|	exists=EXIST:P=0.0,1.0
67856	paperref:1496	|	paperref:4755	|
72326	paperref:1339	|	paperref:4599	|	exists=NOTEXIST:P=1.0,0.0
50289	paperref:3223	|	paperref:4391	|	exists=EXIST:P=0.0,1.0
66293	paperref:2172	|	paperref:4963	|	exists=NOTEXIST:P=1.0,0.0
51160	paperref:1074	|	paperref:3316	|
67107	paperref:940	|	paperref:3908	|	exists=EXIST:P=0.0,1.0
50980	paperref:2443	|	paperref:1239	|	exists=EXIST:P=0.0,1.0
57696	paperref:3934	|	paperref:904	|	exists=NOTEXIST:P=1.0,0.0
52314	paperref:2830	|	paperref:391	|
78095	paperref:5600	|	paperref:4250	|
62807	paperref:1942	|	paperref:766	|	exists=EXIST:P=0.0,1.0
49769	paperref:3858	|	paperref:3250	|
65054	paperref:4418	|	paperref:3459	|	exists=EXIST:P=0.0,1.0
63912	paperref:3312	|	paperref:2316	|
72782	paperref:2915	|	paperref:5387	|
68954	paperref:3893	|	paperref:2948	|	exists=EXIST:P=0.0,1.0
52546	paperref:3875	|	paperref:2296	|	exists=EXIST:P=0.0,1.0
77322	paperref:2027	|	paperref:4804	|	exists=EXIST:P=0.0,1.0
60921	paperref:2021	|	paperref:3832	|	exists=EXIST:P=0.0,1.0
62733	paperref:4951	|	paperref:463	|	exists=EXIST:P=0.0,1.0
67057	paperref:3783	|	paperref:3891	|
49159	paperref:1010	|	paperref:2283	|	exists=NOTEXIST:P=1.0,0.0
67245	paperref:335	|	paperref:4592	|	exists=EXIST:P=0.0,1.0
62502	paperref:4738	|	paperref:445	|	exists=EXIST:P=0.0,1.0
53548	paperref:5567	|	paperref:2127	|	exists=EXIST:P=0.0,1.0
55580	paperref:4884	|	paperref:3663	|
66348	paperref:1298	|	paperref:3422	|
50736	paperref:3126	|	paperref:565	|
50903	paperref:3762	|	paperref:3782	|	exists=EXIST:P=0.0,1.0
57745	paperref:2933	|	paperref:3571	|	exists=NOTEXIST:P=1.0,0.0
55792	paperref:3541	|	paperref:4398	|	exists=NOTEXIST:P=1.0,0.0
59733	paperref:4862	|	paperref:2126	|	exists=NOTEXIST:P=1.0,0.0
66179	paperref:5253	|	paperref:4030	|	exists=EXIST:P=0.0,1.0
76691	paperref:1244	|	paperref:1715	|	exists=EXIST:P=0.0,1.0
57586	paperref:2850	|	paperref:4791	|
62395	paperref:3861	|	paperref:3615	|
57847	paperref:4190	|	paperref:3009	|
76353	paperref:585	|	paperref:4747	|	exists=EXIST:P=0.0,1.0
75471	paperref:3992	|	paperref:4197	|	exists=EXIST:P=0.0,1.0
77905	paperref:5010	|	paperref:5248	|	exists=EXIST:P=0.0,1.0
55603	paperref:5341	|	paperref:4427	|	exists=EXIST:P=0.0,1.0
57094	paperref:1297	|	paperref:607	|	exists=EXIST:P=0.0,1.0
60730	paperref:1401	|	paperref:651	|	exists=EXIST:P=0.0,1.0
51562	paperref:4695	|	paperref:4165	|
51329	paperref:4103	|	paperref:652	|	exists=EXIST:P=0.0,1.0
54870	paperref:2534	|	paperref:260	|	exists=EXIST:P=0.0,1.0
52194	paperref:4259	|	paperref:2319	|	exists=NOTEXIST:P=1.0,0.0
55433	paperref:2727	|	paperref:3444	|	exists=EXIST:P=0.0,1.0
67309	paperref:1219	|	paperref:693	|	exists=EXIST:P=0.0,1.0
63970	paperref:3871	|	paperref:599	|	exists=EXIST:P=0.0,1.0
51451	paperref:1318	|	paperref:3808	|	exists=NOTEXIST:P=1.0,0.0
72235	paperref:103	|	paperref:5389	|	exists=EXIST:P=0.0,1.0
51358	paperref:4103	|	paperref:654	|	exists=EXIST:P=0.0,1.0
63494	paperref:3878	|	paperref:3249	|	exists=EXIST:P=0.0,1.0
69907	paperref:5460	|	paperref:3588	|	exists=NOTEXIST:P=1.0,0.0
72707	paperref:286	|	paperref:1092	|	exists=EXIST:P=0.0,1.0
55927	paperref:2769	|	paperref:3978	|	exists=EXIST:P=0.0,1.0
74438	paperref:835	|	paperref:606	|	exists=EXIST:P=0.0,1.0
75023	paperref:1111	|	paperref:4712	|
65877	paperref:4228	|	paperref:4194	|
74185	paperref:3386	|	paperref:4672	|	exists=EXIST:P=0.0,1.0
72053	paperref:2267	|	paperref:3834	|	exists=EXIST:P=0.0,1.0
60458	paperref:184	|	paperref:3817	|	exists=EXIST:P=0.0,1.0
78217	paperref:1462	|	paperref:4608	|	exists=EXIST:P=0.0,1.0
76713	paperref:4170	|	paperref:4423	|	exists=NOTEXIST:P=1.0,0.0
77035	paperref:1708	|	paperref:561	|	exists=EXIST:P=0.0,1.0
75778	paperref:5659	|	paperref:3339	|	exists=NOTEXIST:P=1.0,0.0
61808	paperref:2626	|	paperref:1098	|	exists=EXIST:P=0.0,1.0
58879	paperref:4729	|	paperref:5197	|	exists=NOTEXIST:P=1.0,0.0
57929	paperref:4190	|	paperref:612	|
58099	paperref:4247	|	paperref:649	|	exists=EXIST:P=0.0,1.0
74223	paperref:4948	|	paperref:2941	|	exists=NOTEXIST:P=1.0,0.0
70227	paperref:1400	|	paperref:4246	|	exists=EXIST:P=0.0,1.0
65987	paperref:5479	|	paperref:5424	|	exists=EXIST:P=0.0,1.0
61708	paperref:4819	|	paperref:666	|	exists=EXIST:P=0.0,1.0
73512	paperref:327	|	paperref:302	|
53017	paperref:173	|	paperref:3980	|
59649	paperref:4168	|	paperref:4685	|	exists=NOTEXIST:P=1.0,0.0
59102	paperref:2396	|	paperref:1170	|	exists=EXIST:P=0.0,1.0
72936	paperref:1623	|	paperref:603	|	exists=EXIST:P=0.0,1.0
72963	paperref:3178	|	paperref:2052	|	exists=NOTEXIST:P=1.0,0.0
49253	paperref:1495	|	paperref:2852	|
61197	paperref:704	|	paperref:745	|	exists=NOTEXIST:P=1.0,0.0
51257	paperref:5491	|	paperref:3444	|	exists=EXIST:P=0.0,1.0
60000	paperref:5485	|	paperref:5042	|	exists=EXIST:P=0.0,1.0
53105	paperref:4051	|	paperref:1182	|	exists=NOTEXIST:P=1.0,0.0
73224	paperref:4555	|	paperref:2708	|
64222	paperref:941	|	paperref:1754	|	exists=EXIST:P=0.0,1.0
55523	paperref:1133	|	paperref:1184	|
53814	paperref:1938	|	paperref:4599	|	exists=EXIST:P=0.0,1.0
61719	paperref:4819	|	paperref:665	|	exists=EXIST:P=0.0,1.0
78186	paperref:4135	|	paperref:3659	|	exists=NOTEXIST:P=1.0,0.0
51980	paperref:2306	|	paperref:3012	|	exists=NOTEXIST:P=1.0,0.0
68297	paperref:245	|	paperref:2455	|
50314	paperref:4881	|	paperref:1055	|
65860	paperref:2113	|	paperref:2698	|	exists=EXIST:P=0.0,1.0
66170	paperref:4411	|	paperref:32	|
62207	paperref:1664	|	paperref:1711	|
63851	paperref:2309	|	paperref:1747	|	exists=EXIST:P=0.0,1.0
57575	paperref:3582	|	paperref:4112	|
70071	paperref:1013	|	paperref:2019	|
74934	paperref:3029	|	paperref:1854	|	exists=EXIST:P=0.0,1.0
69548	paperref:5197	|	paperref:4193	|	exists=EXIST:P=0.0,1.0
67368	paperref:1219	|	paperref:5069	|
60664	paperref:2191	|	paperref:902	|	exists=NOTEXIST:P=1.0,0.0
73974	paperref:1483	|	paperref:1949	|	exists=EXIST:P=0.0,1.0
68841	paperref:4536	|	paperref:3623	|	exists=EXIST:P=0.0,1.0
52933	paperref:203	|	paperref:3839	|	exists=EXIST:P=0.0,1.0
57911	paperref:4190	|	paperref:1133	|	exists=EXIST:P=0.0,1.0
73635	paperref:1952	|	paperref:1092	|	exists=EXIST:P=0.0,1.0
72151	paperref:4894	|	paperref:1156	|	exists=NOTEXIST:P=1.0,0.0
67195	paperref:4730	|	paperref:5420	|
53018	paperref:173	|	paperref:3386	|	exists=NOTEXIST:P=1.0,0.0
62403	paperref:1841	|	paperref:4590	|	exists=EXIST:P=0.0,1.0
70138	paperref:3622	|	paperref:1755	|	exists=EXIST:P=0.0,1.0
77088	paperref:1708	|	paperref:2297	|	exists=EXIST:P=0.0,1.0
54390	paperref:2777	|	paperref:1720	|	exists=NOTEXIST:P=1.0,0.0
58285	paperref:407	|	paperref:1932	|
49918	paperref:1937	|	paperref:1536	|	exists=EXIST:P=0.0,1.0
61245	paperref:3782	|	paperref:4588	|	exists=NOTEXIST:P=1.0,0.0
62348	paperref:3742	|	paperref:807	|	exists=EXIST:P=0.0,1.0
69197	paperref:1513	|	paperref:3551	|
57018	paperref:4157	|	paperref:4434	|
74915	paperref:2768	|	paperref:3967	|	exists=EXIST:P=0.0,1.0
50412	paperref:964	|	paperref:1109	|	exists=NOTEXIST:P=1.0,0.0
64442	paperref:4246	|	paperref:4797	|	exists=EXIST:P=0.0,1.0
51994	paperref:639	|	paperref:3692	|	exists=EXIST:P=0.0,1.0
77232	paperref:1822	|	paperref:394	|	exists=EXIST:P=0.0,1.0
51800	paperref:2006	|	paperref:4582	|
53102	paperref:5483	|	paperref:964	|	exists=NOTEXIST:P=1.0,0.0
68868	paperref:2204	|	paperref:4942	|	exists=EXIST:P=0.0,1.0
69021	paperref:1199	|	paperref:978	|
66241	paperref:2781	|	paperref:1422	|	exists=NOTEXIST:P=1.0,0.0
67237	paperref:3899	|	paperref:2456	|	exists=NOTEXIST:P=1.0,0.0
66434	paperref:1540	|	paperref:709	|	exists=NOTEXIST:P=1.0,0.0
56301	paperref:4783	|	paperref:3169	|	exists=EXIST:P=0.0,1.0
76492	paperref:2041	|	paperref:3839	|	exists=NOTEXIST:P=1.0,0.0
58248	paperref:4101	|	paperref:3382	|	exists=EXIST:P=0.0,1.0
61113	paperref:2521	|	paperref:2535	|	exists=EXIST:P=0.0,1.0
73567	paperref:4708	|	paperref:350	|
49665	paperref:3865	|	paperref:3095	|	exists=NOTEXIST:P=1.0,0.0
73754	paperref:2381	|	paperref:2105	|
51749	paperref:2510	|	paperref:985	|	exists=EXIST:P=0.0,1.0
76307	paperref:4650	|	paperref:1032	|	exists=EXIST:P=0.0,1.0
66551	paperref:4812	|	paperref:4438	|	exists=NOTEXIST:P=1.0,0.0
68324	paperref:980	|	paperref:3552	|	exists=EXIST:P=0.0,1.0
72478	paperref:1137	|	paperref:552	|
76578	paperref:1405	|	paperref:4247	|
50975	paperref:2829	|	paperref:4788	|	exists=NOTEXIST:P=1.0,0.0
73340	paperref:819	|	paperref:2105	|	exists=EXIST:P=0.0,1.0
65236	paperref:3969	|	paperref:3040	|	exists=EXIST:P=0.0,1.0
70432	paperref:497	|	paperref:3897	|	exists=EXIST:P=0.0,1.0
74655	paperref:1807	|	paperref:1867	|	exists=NOTEXIST:P=1.0,0.0
71596	paperref:5349	|	paperref:3260	|	exists=EXIST:P=0.0,1.0
69547	paperref:5197	|	paperref:2208	|
50282	paperref:269	|	paperref:944	|
68058	paperref:70	|	paperref:653	|	exists=EXIST:P=0.0,1.0
65410	paperref:3621	|	paperref:1438	|	exists=NOTEXIST:P=1.0,0.0
62102	paperref:3302	|	paperref:2558	|
61272	paperref:4858	|	paperref:5504	|	exists=EXIST:P=0.0,1.0
73849	paperref:2381	|	paperref:611	|	exists=EXIST:P=0.0,1.0
