UNDIRECTED	coref
cat=NOTEXIST,EXIST:exists
627263	paperref:506443	paperref:505859	|	exists=NOTEXIST:P=1.0,0.0
584558	paperref:510223	paperref:507313	|	exists=NOTEXIST:P=1.0,0.0
626020	paperref:510330	paperref:508477	|	exists=NOTEXIST:P=1.0,0.0
615965	paperref:507279	paperref:509620	|	exists=NOTEXIST:P=1.0,0.0
616680	paperref:506421	paperref:509627	|	exists=NOTEXIST:P=1.0,0.0
621288	paperref:508346	paperref:509120	|
589068	paperref:507008	paperref:510585	|	exists=NOTEXIST:P=1.0,0.0
595768	paperref:506713	paperref:509452	|
584601	paperref:509756	paperref:506487	|	exists=NOTEXIST:P=1.0,0.0
622141	paperref:509272	paperref:509274	|
607382	paperref:509340	paperref:510182	|	exists=NOTEXIST:P=1.0,0.0
624224	paperref:511014	paperref:509031	|
608009	paperref:509213	paperref:506396	|	exists=NOTEXIST:P=1.0,0.0
603131	paperref:509663	paperref:510673	|	exists=NOTEXIST:P=1.0,0.0
585038	paperref:509757	paperref:511153	|	exists=NOTEXIST:P=1.0,0.0
589421	paperref:510586	paperref:510037	|
617644	paperref:509319	paperref:507309	|	exists=NOTEXIST:P=1.0,0.0
616645	paperref:507277	paperref:507320	|	exists=NOTEXIST:P=1.0,0.0
624621	paperref:509406	paperref:507191	|	exists=NOTEXIST:P=1.0,0.0
623331	paperref:509635	paperref:509695	|	exists=NOTEXIST:P=1.0,0.0
586272	paperref:508493	paperref:507793	|
603580	paperref:506390	paperref:509093	|
603284	paperref:506338	paperref:506444	|	exists=NOTEXIST:P=1.0,0.0
625758	paperref:509629	paperref:509691	|	exists=NOTEXIST:P=1.0,0.0
590406	paperref:506924	paperref:509979	|	exists=NOTEXIST:P=1.0,0.0
623507	paperref:506961	paperref:508718	|
606068	paperref:509667	paperref:510041	|	exists=NOTEXIST:P=1.0,0.0
598554	paperref:508084	paperref:511391	|	exists=NOTEXIST:P=1.0,0.0
626244	paperref:509135	paperref:507301	|	exists=NOTEXIST:P=1.0,0.0
616959	paperref:506398	paperref:509619	|	exists=NOTEXIST:P=1.0,0.0
603363	paperref:506338	paperref:506286	|	exists=NOTEXIST:P=1.0,0.0
600919	paperref:510034	paperref:509687	|
621377	paperref:509407	paperref:507193	|
614515	paperref:511295	paperref:511292	|	exists=EXIST:P=0.0,1.0
614443	paperref:507808	paperref:510573	|	exists=NOTEXIST:P=1.0,0.0
589377	paperref:509638	paperref:510586	|	exists=NOTEXIST:P=1.0,0.0
595627	paperref:509765	paperref:506487	|	exists=NOTEXIST:P=1.0,0.0
629921	paperref:506228	paperref:508472	|	exists=NOTEXIST:P=1.0,0.0
601026	paperref:506339	paperref:505994	|	exists=NOTEXIST:P=1.0,0.0
609003	paperref:506977	paperref:507488	|
627598	paperref:508480	paperref:509617	|	exists=NOTEXIST:P=1.0,0.0
625330	paperref:509692	paperref:509411	|	exists=NOTEXIST:P=1.0,0.0
595095	paperref:507811	paperref:510156	|	exists=NOTEXIST:P=1.0,0.0
610903	paperref:509635	paperref:510041	|
603402	paperref:508126	paperref:510978	|	exists=NOTEXIST:P=1.0,0.0
622257	paperref:506243	paperref:507321	|	exists=NOTEXIST:P=1.0,0.0
611833	paperref:509207	paperref:506393	|	exists=NOTEXIST:P=1.0,0.0
625934	paperref:510325	paperref:509690	|	exists=NOTEXIST:P=1.0,0.0
624626	paperref:507191	paperref:509280	|	exists=NOTEXIST:P=1.0,0.0
629351	paperref:507752	paperref:507753	|
608024	paperref:509213	paperref:506219	|	exists=NOTEXIST:P=1.0,0.0
620712	paperref:510774	paperref:506259	|	exists=NOTEXIST:P=1.0,0.0
614279	paperref:505995	paperref:507233	|	exists=NOTEXIST:P=1.0,0.0
628138	paperref:508347	paperref:506747	|	exists=NOTEXIST:P=1.0,0.0
594842	paperref:509038	paperref:509456	|	exists=NOTEXIST:P=1.0,0.0
621722	paperref:507970	paperref:508345	|	exists=NOTEXIST:P=1.0,0.0
621915	paperref:510494	paperref:510491	|	exists=EXIST:P=0.0,1.0
611136	paperref:509616	paperref:508913	|	exists=NOTEXIST:P=1.0,0.0
606469	paperref:509033	paperref:509666	|	exists=NOTEXIST:P=1.0,0.0
616390	paperref:507541	paperref:506731	|	exists=NOTEXIST:P=1.0,0.0
588243	paperref:506849	paperref:506401	|	exists=NOTEXIST:P=1.0,0.0
615599	paperref:505889	paperref:509633	|	exists=NOTEXIST:P=1.0,0.0
584858	paperref:507086	paperref:510734	|	exists=NOTEXIST:P=1.0,0.0
624832	paperref:508230	paperref:507504	|	exists=NOTEXIST:P=1.0,0.0
620515	paperref:509952	paperref:506444	|	exists=NOTEXIST:P=1.0,0.0
612150	paperref:507995	paperref:510641	|	exists=NOTEXIST:P=1.0,0.0
603955	paperref:508516	paperref:506254	|	exists=NOTEXIST:P=1.0,0.0
617990	paperref:509623	paperref:506389	|	exists=NOTEXIST:P=1.0,0.0
601055	paperref:506339	paperref:507193	|	exists=NOTEXIST:P=1.0,0.0
611294	paperref:508590	paperref:510133	|	exists=NOTEXIST:P=1.0,0.0
592431	paperref:509410	paperref:510591	|
629618	paperref:508478	paperref:509700	|	exists=NOTEXIST:P=1.0,0.0
608477	paperref:506394	paperref:509212	|	exists=NOTEXIST:P=1.0,0.0
594253	paperref:508170	paperref:508345	|	exists=NOTEXIST:P=1.0,0.0
597408	paperref:508083	paperref:511396	|
587497	paperref:508607	paperref:507263	|
589383	paperref:510590	paperref:510586	|	exists=EXIST:P=0.0,1.0
626359	paperref:509632	paperref:506594	|	exists=NOTEXIST:P=1.0,0.0
593101	paperref:510768	paperref:507727	|	exists=NOTEXIST:P=1.0,0.0
620418	paperref:505992	paperref:506957	|	exists=NOTEXIST:P=1.0,0.0
619161	paperref:509036	paperref:507116	|	exists=NOTEXIST:P=1.0,0.0
585064	paperref:511276	paperref:509163	|	exists=NOTEXIST:P=1.0,0.0
601845	paperref:510049	paperref:509661	|	exists=NOTEXIST:P=1.0,0.0
594740	paperref:508517	paperref:511376	|	exists=NOTEXIST:P=1.0,0.0
621438	paperref:507086	paperref:507390	|	exists=NOTEXIST:P=1.0,0.0
598966	paperref:505867	paperref:505866	|	exists=EXIST:P=0.0,1.0
584901	paperref:506840	paperref:509037	|	exists=NOTEXIST:P=1.0,0.0
618087	paperref:510051	paperref:508347	|	exists=NOTEXIST:P=1.0,0.0
601428	paperref:508896	paperref:510032	|	exists=NOTEXIST:P=1.0,0.0
598742	paperref:510599	paperref:508826	|
594707	paperref:508310	paperref:506626	|	exists=NOTEXIST:P=1.0,0.0
596937	paperref:508080	paperref:507041	|	exists=NOTEXIST:P=1.0,0.0
587690	paperref:510162	paperref:509619	|	exists=NOTEXIST:P=1.0,0.0
595088	paperref:510156	paperref:506976	|
613516	paperref:510045	paperref:510050	|	exists=EXIST:P=0.0,1.0
610560	paperref:505892	paperref:505893	|	exists=EXIST:P=0.0,1.0
599355	paperref:508310	paperref:508987	|	exists=NOTEXIST:P=1.0,0.0
593271	paperref:506624	paperref:510670	|
610092	paperref:509284	paperref:509892	|	exists=NOTEXIST:P=1.0,0.0
591372	paperref:510594	paperref:509699	|	exists=NOTEXIST:P=1.0,0.0
585550	paperref:508495	paperref:509979	|	exists=NOTEXIST:P=1.0,0.0
594007	paperref:509653	paperref:507323	|
608751	paperref:507811	paperref:507732	|	exists=NOTEXIST:P=1.0,0.0
631600	paperref:509631	paperref:509700	|
612253	paperref:511391	paperref:510047	|	exists=NOTEXIST:P=1.0,0.0
607126	paperref:506976	paperref:506388	|	exists=NOTEXIST:P=1.0,0.0
588966	paperref:509620	paperref:510384	|	exists=NOTEXIST:P=1.0,0.0
595873	paperref:509039	paperref:509658	|	exists=NOTEXIST:P=1.0,0.0
591779	paperref:506393	paperref:507039	|
588128	paperref:507073	paperref:507264	|	exists=NOTEXIST:P=1.0,0.0
589086	paperref:510585	paperref:507816	|	exists=NOTEXIST:P=1.0,0.0
626801	paperref:509288	paperref:509617	|
601986	paperref:510907	paperref:509091	|	exists=NOTEXIST:P=1.0,0.0
627236	paperref:506443	paperref:510573	|	exists=NOTEXIST:P=1.0,0.0
626848	paperref:511124	paperref:509626	|	exists=NOTEXIST:P=1.0,0.0
589023	paperref:506135	paperref:506134	|	exists=EXIST:P=0.0,1.0
603846	paperref:509664	paperref:506389	|	exists=NOTEXIST:P=1.0,0.0
630656	paperref:509627	paperref:509621	|
609258	paperref:506433	paperref:507320	|	exists=NOTEXIST:P=1.0,0.0
602191	paperref:508986	paperref:510541	|
592214	paperref:506340	paperref:509689	|	exists=NOTEXIST:P=1.0,0.0
620399	paperref:505992	paperref:509617	|	exists=NOTEXIST:P=1.0,0.0
626612	paperref:510257	paperref:508723	|	exists=NOTEXIST:P=1.0,0.0
617263	paperref:508129	paperref:510286	|	exists=NOTEXIST:P=1.0,0.0
600148	paperref:508627	paperref:506444	|	exists=NOTEXIST:P=1.0,0.0
586909	paperref:506410	paperref:508643	|
623198	paperref:509636	paperref:509696	|	exists=NOTEXIST:P=1.0,0.0
615259	paperref:506392	paperref:509617	|
598321	paperref:506400	paperref:507042	|	exists=NOTEXIST:P=1.0,0.0
632128	paperref:506610	paperref:508811	|	exists=NOTEXIST:P=1.0,0.0
612239	paperref:506719	paperref:510047	|	exists=NOTEXIST:P=1.0,0.0
596245	paperref:506555	paperref:509627	|	exists=NOTEXIST:P=1.0,0.0
621581	paperref:506244	paperref:510572	|	exists=NOTEXIST:P=1.0,0.0
590756	paperref:510595	paperref:509412	|	exists=NOTEXIST:P=1.0,0.0
605151	paperref:506398	paperref:506542	|	exists=NOTEXIST:P=1.0,0.0
622806	paperref:505859	paperref:509418	|
609473	paperref:507707	paperref:508826	|
611182	paperref:509038	paperref:509208	|
630203	paperref:506220	paperref:509034	|	exists=NOTEXIST:P=1.0,0.0
596363	paperref:509454	paperref:506388	|
600137	paperref:509396	paperref:507764	|	exists=NOTEXIST:P=1.0,0.0
625016	paperref:509038	paperref:511011	|	exists=NOTEXIST:P=1.0,0.0
623550	paperref:509499	paperref:509500	|
608970	paperref:506977	paperref:509033	|	exists=NOTEXIST:P=1.0,0.0
591625	paperref:507189	paperref:506927	|	exists=NOTEXIST:P=1.0,0.0
604086	paperref:506337	paperref:509634	|	exists=NOTEXIST:P=1.0,0.0
606168	paperref:510415	paperref:506397	|
593368	paperref:508170	paperref:507728	|
618774	paperref:508293	paperref:508643	|	exists=NOTEXIST:P=1.0,0.0
594866	paperref:510672	paperref:509456	|
608639	paperref:505896	paperref:508548	|	exists=NOTEXIST:P=1.0,0.0
589384	paperref:510586	paperref:506926	|	exists=NOTEXIST:P=1.0,0.0
619332	paperref:509686	paperref:510326	|	exists=NOTEXIST:P=1.0,0.0
622862	paperref:507984	paperref:506964	|	exists=NOTEXIST:P=1.0,0.0
599789	paperref:508984	paperref:507827	|	exists=NOTEXIST:P=1.0,0.0
591641	paperref:509695	paperref:506927	|	exists=NOTEXIST:P=1.0,0.0
629231	paperref:507303	paperref:511001	|	exists=NOTEXIST:P=1.0,0.0
619168	paperref:508347	paperref:507116	|	exists=NOTEXIST:P=1.0,0.0
630792	paperref:509629	paperref:509623	|	exists=EXIST:P=0.0,1.0
601313	paperref:510032	paperref:508478	|	exists=NOTEXIST:P=1.0,0.0
595065	paperref:509457	paperref:506317	|
616314	paperref:509563	paperref:506396	|	exists=NOTEXIST:P=1.0,0.0
623980	paperref:509631	paperref:510339	|	exists=NOTEXIST:P=1.0,0.0
607279	paperref:506436	paperref:508474	|	exists=NOTEXIST:P=1.0,0.0
620609	paperref:509032	paperref:507117	|
619672	paperref:508703	paperref:507501	|	exists=NOTEXIST:P=1.0,0.0
598479	paperref:508084	paperref:509038	|	exists=NOTEXIST:P=1.0,0.0
623424	paperref:509694	paperref:509411	|
605078	paperref:507534	paperref:507537	|	exists=EXIST:P=0.0,1.0
613509	paperref:510045	paperref:509617	|
597480	paperref:509450	paperref:510047	|	exists=NOTEXIST:P=1.0,0.0
622020	paperref:508711	paperref:508712	|	exists=EXIST:P=0.0,1.0
622056	paperref:508343	paperref:510572	|
602582	paperref:510751	paperref:509448	|	exists=NOTEXIST:P=1.0,0.0
597248	paperref:507413	paperref:509665	|	exists=NOTEXIST:P=1.0,0.0
621907	paperref:508346	paperref:506746	|	exists=NOTEXIST:P=1.0,0.0
620908	paperref:508229	paperref:507501	|	exists=NOTEXIST:P=1.0,0.0
608609	paperref:506432	paperref:507380	|	exists=NOTEXIST:P=1.0,0.0
606612	paperref:510308	paperref:506496	|
630797	paperref:509629	paperref:506713	|
618677	paperref:507336	paperref:511393	|	exists=NOTEXIST:P=1.0,0.0
627822	paperref:509596	paperref:507845	|	exists=NOTEXIST:P=1.0,0.0
630744	paperref:509623	paperref:509628	|
624397	paperref:511013	paperref:509031	|	exists=NOTEXIST:P=1.0,0.0
590631	paperref:506012	paperref:508607	|
625970	paperref:506399	paperref:506716	|	exists=NOTEXIST:P=1.0,0.0
629983	paperref:508472	paperref:508471	|
596002	paperref:509634	paperref:509658	|
589724	paperref:509029	paperref:506546	|	exists=NOTEXIST:P=1.0,0.0
611966	paperref:510798	paperref:508591	|	exists=NOTEXIST:P=1.0,0.0
607994	paperref:509213	paperref:507087	|	exists=NOTEXIST:P=1.0,0.0
593461	paperref:507729	paperref:510371	|	exists=NOTEXIST:P=1.0,0.0
588190	paperref:506917	paperref:507702	|
609635	paperref:506234	paperref:510040	|	exists=NOTEXIST:P=1.0,0.0
626971	paperref:510482	paperref:510483	|
603169	paperref:510037	paperref:509288	|	exists=NOTEXIST:P=1.0,0.0
608281	paperref:506385	paperref:511394	|	exists=NOTEXIST:P=1.0,0.0
590690	paperref:510595	paperref:507816	|	exists=NOTEXIST:P=1.0,0.0
621505	paperref:508456	paperref:508452	|	exists=EXIST:P=0.0,1.0
613225	paperref:510751	paperref:506685	|	exists=NOTEXIST:P=1.0,0.0
620873	paperref:508451	paperref:507379	|	exists=NOTEXIST:P=1.0,0.0
627504	paperref:509616	paperref:506233	|	exists=NOTEXIST:P=1.0,0.0
610754	paperref:508057	paperref:509631	|	exists=NOTEXIST:P=1.0,0.0
615450	paperref:509954	paperref:506391	|	exists=NOTEXIST:P=1.0,0.0
611683	paperref:507189	paperref:509891	|	exists=NOTEXIST:P=1.0,0.0
587860	paperref:506918	paperref:507816	|	exists=NOTEXIST:P=1.0,0.0
627376	paperref:509619	paperref:506442	|	exists=NOTEXIST:P=1.0,0.0
599112	paperref:508086	paperref:509035	|	exists=NOTEXIST:P=1.0,0.0
629197	paperref:508131	paperref:506837	|	exists=NOTEXIST:P=1.0,0.0
624884	paperref:510334	paperref:510326	|	exists=EXIST:P=0.0,1.0
608149	paperref:507320	paperref:506435	|	exists=NOTEXIST:P=1.0,0.0
620967	paperref:509035	paperref:509121	|	exists=NOTEXIST:P=1.0,0.0
585937	paperref:506847	paperref:506390	|	exists=NOTEXIST:P=1.0,0.0
615697	paperref:507278	paperref:509632	|
596403	paperref:509454	paperref:506313	|	exists=NOTEXIST:P=1.0,0.0
616696	paperref:509631	paperref:506421	|	exists=NOTEXIST:P=1.0,0.0
606470	paperref:507086	paperref:509666	|	exists=NOTEXIST:P=1.0,0.0
620252	paperref:507428	paperref:506315	|
603314	paperref:506338	paperref:507541	|	exists=NOTEXIST:P=1.0,0.0
613572	paperref:507438	paperref:507706	|
597600	paperref:506551	paperref:509632	|	exists=NOTEXIST:P=1.0,0.0
625385	paperref:507321	paperref:509037	|	exists=NOTEXIST:P=1.0,0.0
592710	paperref:510883	paperref:509290	|	exists=NOTEXIST:P=1.0,0.0
606578	paperref:509666	paperref:510046	|
600910	paperref:509629	paperref:510034	|
627491	paperref:509616	paperref:509621	|	exists=EXIST:P=0.0,1.0
607317	paperref:506436	paperref:509411	|
598917	paperref:508087	paperref:511011	|	exists=NOTEXIST:P=1.0,0.0
590038	paperref:510593	paperref:508475	|	exists=NOTEXIST:P=1.0,0.0
593905	paperref:507030	paperref:510113	|	exists=NOTEXIST:P=1.0,0.0
626000	paperref:506399	paperref:509635	|
619189	paperref:508642	paperref:506616	|	exists=NOTEXIST:P=1.0,0.0
621743	paperref:510494	paperref:510493	|
598965	paperref:511019	paperref:505866	|
610347	paperref:506393	paperref:510042	|	exists=NOTEXIST:P=1.0,0.0
591781	paperref:507039	paperref:508081	|	exists=NOTEXIST:P=1.0,0.0
599145	paperref:508086	paperref:510051	|	exists=NOTEXIST:P=1.0,0.0
614758	paperref:507124	paperref:507630	|	exists=NOTEXIST:P=1.0,0.0
595162	paperref:509454	paperref:510156	|	exists=NOTEXIST:P=1.0,0.0
627049	paperref:506258	paperref:506262	|
584464	paperref:508176	paperref:509047	|	exists=NOTEXIST:P=1.0,0.0
608551	paperref:506432	paperref:506433	|	exists=EXIST:P=0.0,1.0
626822	paperref:509288	paperref:509639	|
595500	paperref:509659	paperref:507430	|	exists=NOTEXIST:P=1.0,0.0
597377	paperref:508348	paperref:508083	|
598353	paperref:506783	paperref:507786	|	exists=NOTEXIST:P=1.0,0.0
630380	paperref:506685	paperref:506612	|	exists=NOTEXIST:P=1.0,0.0
585149	paperref:510961	paperref:509635	|	exists=NOTEXIST:P=1.0,0.0
623263	paperref:506303	paperref:507018	|	exists=NOTEXIST:P=1.0,0.0
594692	paperref:510230	paperref:510064	|	exists=NOTEXIST:P=1.0,0.0
619528	paperref:508481	paperref:509687	|	exists=NOTEXIST:P=1.0,0.0
617559	paperref:509954	paperref:509618	|	exists=NOTEXIST:P=1.0,0.0
588677	paperref:510385	paperref:506554	|
620920	paperref:506716	paperref:508229	|	exists=NOTEXIST:P=1.0,0.0
608210	paperref:506385	paperref:509617	|	exists=NOTEXIST:P=1.0,0.0
601517	paperref:509660	paperref:509031	|	exists=NOTEXIST:P=1.0,0.0
623631	paperref:507982	paperref:507978	|	exists=EXIST:P=0.0,1.0
610843	paperref:506393	paperref:510041	|	exists=NOTEXIST:P=1.0,0.0
600024	paperref:506099	paperref:507793	|	exists=NOTEXIST:P=1.0,0.0
618051	paperref:509036	paperref:510051	|
616491	paperref:509616	paperref:509191	|	exists=NOTEXIST:P=1.0,0.0
585229	paperref:509647	paperref:506841	|	exists=NOTEXIST:P=1.0,0.0
584269	paperref:509645	paperref:509634	|	exists=NOTEXIST:P=1.0,0.0
631578	paperref:509154	paperref:509155	|	exists=EXIST:P=0.0,1.0
