UNDIRECTED	coref
cat=NOTEXIST,EXIST:exists
114813	paperref:3622	paperref:3898	|	exists=NOTEXIST:P=1.0,0.0
99576	paperref:4244	paperref:457	|	exists=NOTEXIST:P=1.0,0.0
77590	paperref:1403	paperref:3849	|
113796	paperref:3850	paperref:2700	|
97379	paperref:646	paperref:3837	|	exists=NOTEXIST:P=1.0,0.0
78901	paperref:2743	paperref:4223	|	exists=NOTEXIST:P=1.0,0.0
95432	paperref:5480	paperref:2005	|	exists=NOTEXIST:P=1.0,0.0
96272	paperref:3609	paperref:5255	|	exists=NOTEXIST:P=1.0,0.0
81197	paperref:4552	paperref:1700	|
117740	paperref:1546	paperref:3665	|
129394	paperref:2708	paperref:2627	|	exists=NOTEXIST:P=1.0,0.0
125442	paperref:4367	paperref:2187	|	exists=NOTEXIST:P=1.0,0.0
81444	paperref:1135	paperref:3617	|	exists=NOTEXIST:P=1.0,0.0
127079	paperref:1250	paperref:3126	|
105755	paperref:1097	paperref:907	|
82180	paperref:223	paperref:591	|	exists=NOTEXIST:P=1.0,0.0
118525	paperref:3423	paperref:1253	|
110956	paperref:1532	paperref:2269	|	exists=NOTEXIST:P=1.0,0.0
108132	paperref:2724	paperref:837	|
122766	paperref:957	paperref:1326	|
86178	paperref:221	paperref:1478	|	exists=NOTEXIST:P=1.0,0.0
132480	paperref:4394	paperref:3551	|	exists=NOTEXIST:P=1.0,0.0
111525	paperref:1533	paperref:4599	|	exists=NOTEXIST:P=1.0,0.0
89936	paperref:5069	paperref:4591	|
84757	paperref:443	paperref:2555	|
117351	paperref:1915	paperref:4359	|
107099	paperref:3329	paperref:3244	|
103289	paperref:643	paperref:3105	|
128510	paperref:419	paperref:5242	|
93731	paperref:1867	paperref:4638	|
115905	paperref:2108	paperref:919	|	exists=NOTEXIST:P=1.0,0.0
82943	paperref:2829	paperref:22	|
134151	paperref:258	paperref:260	|	exists=EXIST:P=0.0,1.0
82969	paperref:1051	paperref:524	|	exists=NOTEXIST:P=1.0,0.0
114445	paperref:4784	paperref:3012	|
77554	paperref:1403	paperref:3835	|	exists=NOTEXIST:P=1.0,0.0
129572	paperref:4261	paperref:2298	|	exists=NOTEXIST:P=1.0,0.0
103118	paperref:3907	paperref:604	|	exists=NOTEXIST:P=1.0,0.0
97017	paperref:3906	paperref:454	|	exists=NOTEXIST:P=1.0,0.0
125431	paperref:1252	paperref:4367	|
101503	paperref:3842	paperref:543	|
102621	paperref:650	paperref:3623	|
121065	paperref:609	paperref:4254	|	exists=NOTEXIST:P=1.0,0.0
97171	paperref:801	paperref:3837	|
118180	paperref:3858	paperref:5116	|	exists=NOTEXIST:P=1.0,0.0
86262	paperref:3907	paperref:3827	|
114988	paperref:1166	paperref:921	|	exists=NOTEXIST:P=1.0,0.0
132707	paperref:1634	paperref:1055	|	exists=NOTEXIST:P=1.0,0.0
131254	paperref:1640	paperref:2110	|
91555	paperref:4538	paperref:4800	|	exists=NOTEXIST:P=1.0,0.0
100894	paperref:3899	paperref:3843	|
98457	paperref:2381	paperref:608	|
122554	paperref:3247	paperref:600	|
121571	paperref:3245	paperref:4262	|	exists=NOTEXIST:P=1.0,0.0
121140	paperref:3244	paperref:1052	|
79109	paperref:429	paperref:930	|	exists=NOTEXIST:P=1.0,0.0
120397	paperref:566	paperref:1187	|	exists=NOTEXIST:P=1.0,0.0
103977	paperref:3850	paperref:3909	|	exists=NOTEXIST:P=1.0,0.0
106917	paperref:3623	paperref:3495	|
79565	paperref:1489	paperref:3834	|	exists=NOTEXIST:P=1.0,0.0
105885	paperref:2507	paperref:4743	|	exists=NOTEXIST:P=1.0,0.0
132770	paperref:955	paperref:2291	|	exists=NOTEXIST:P=1.0,0.0
117996	paperref:3872	paperref:1543	|
106280	paperref:3901	paperref:644	|	exists=NOTEXIST:P=1.0,0.0
96603	paperref:3847	paperref:455	|	exists=NOTEXIST:P=1.0,0.0
81695	paperref:5561	paperref:919	|
88455	paperref:1755	paperref:1137	|
81538	paperref:3617	paperref:452	|
98883	paperref:5464	paperref:5463	|	exists=EXIST:P=0.0,1.0
115506	paperref:1335	paperref:4979	|	exists=NOTEXIST:P=1.0,0.0
81067	paperref:4884	paperref:527	|	exists=NOTEXIST:P=1.0,0.0
117758	paperref:4251	paperref:1546	|	exists=NOTEXIST:P=1.0,0.0
127249	paperref:1713	paperref:1718	|	exists=EXIST:P=0.0,1.0
107282	paperref:205	paperref:1938	|	exists=NOTEXIST:P=1.0,0.0
132280	paperref:1307	paperref:2110	|
133699	paperref:2752	paperref:4825	|	exists=NOTEXIST:P=1.0,0.0
121449	paperref:1329	paperref:608	|
132034	paperref:1635	paperref:1708	|	exists=NOTEXIST:P=1.0,0.0
94887	paperref:3196	paperref:4753	|
108096	paperref:203	paperref:2686	|
89122	paperref:1755	paperref:3497	|
85598	paperref:5645	paperref:3547	|	exists=NOTEXIST:P=1.0,0.0
75804	paperref:3175	paperref:3174	|
95098	paperref:646	paperref:4540	|	exists=NOTEXIST:P=1.0,0.0
113619	paperref:3851	paperref:760	|	exists=NOTEXIST:P=1.0,0.0
111705	paperref:1473	paperref:2615	|
110610	paperref:1197	paperref:1953	|	exists=NOTEXIST:P=1.0,0.0
107157	paperref:1880	paperref:3329	|	exists=NOTEXIST:P=1.0,0.0
96447	paperref:1751	paperref:1752	|	exists=EXIST:P=0.0,1.0
88204	paperref:1136	paperref:4537	|	exists=NOTEXIST:P=1.0,0.0
115206	paperref:1166	paperref:1968	|	exists=NOTEXIST:P=1.0,0.0
93850	paperref:257	paperref:5321	|
86880	paperref:602	paperref:3828	|
119302	paperref:3773	paperref:3422	|	exists=NOTEXIST:P=1.0,0.0
79737	paperref:3352	paperref:5333	|
114945	paperref:4406	paperref:1915	|
79964	paperref:1486	paperref:203	|	exists=NOTEXIST:P=1.0,0.0
89138	paperref:1755	paperref:648	|	exists=NOTEXIST:P=1.0,0.0
121254	paperref:3073	paperref:70	|	exists=NOTEXIST:P=1.0,0.0
133281	paperref:4942	paperref:4945	|
114290	paperref:4555	paperref:5224	|
130587	paperref:3875	paperref:1167	|
104644	paperref:646	paperref:3840	|
99169	paperref:3838	paperref:605	|
77958	paperref:3550	paperref:4391	|	exists=NOTEXIST:P=1.0,0.0
103034	paperref:5268	paperref:3844	|	exists=NOTEXIST:P=1.0,0.0
92771	paperref:2929	paperref:1632	|	exists=NOTEXIST:P=1.0,0.0
110328	paperref:3846	paperref:4247	|	exists=NOTEXIST:P=1.0,0.0
114072	paperref:1906	paperref:2571	|	exists=NOTEXIST:P=1.0,0.0
129680	paperref:1171	paperref:4260	|
102661	paperref:650	paperref:4799	|	exists=NOTEXIST:P=1.0,0.0
113535	paperref:4257	paperref:3851	|
88659	paperref:2309	paperref:2440	|	exists=NOTEXIST:P=1.0,0.0
121953	paperref:607	paperref:2556	|	exists=NOTEXIST:P=1.0,0.0
113487	paperref:3851	paperref:3244	|
75398	paperref:5330	paperref:267	|	exists=NOTEXIST:P=1.0,0.0
106001	paperref:5364	paperref:1461	|
106329	paperref:578	paperref:4795	|
104732	paperref:610	paperref:3331	|	exists=NOTEXIST:P=1.0,0.0
123580	paperref:4883	paperref:3666	|
114365	paperref:4702	paperref:1903	|	exists=NOTEXIST:P=1.0,0.0
80571	paperref:5335	paperref:4598	|	exists=NOTEXIST:P=1.0,0.0
133044	paperref:2192	paperref:1638	|	exists=NOTEXIST:P=1.0,0.0
80512	paperref:2021	paperref:546	|
105279	paperref:3873	paperref:4881	|	exists=NOTEXIST:P=1.0,0.0
128923	paperref:3665	paperref:2555	|	exists=NOTEXIST:P=1.0,0.0
87375	paperref:3829	paperref:4805	|
92800	paperref:2929	paperref:597	|
121339	paperref:753	paperref:601	|
109222	paperref:5213	paperref:5646	|
103321	paperref:785	paperref:1745	|
125822	paperref:69	paperref:67	|	exists=EXIST:P=0.0,1.0
102205	paperref:547	paperref:3905	|	exists=NOTEXIST:P=1.0,0.0
129979	paperref:5420	paperref:1452	|	exists=NOTEXIST:P=1.0,0.0
124312	paperref:4251	paperref:959	|	exists=NOTEXIST:P=1.0,0.0
83601	paperref:4170	paperref:645	|
105709	paperref:3900	paperref:544	|	exists=NOTEXIST:P=1.0,0.0
97607	paperref:3834	paperref:1539	|	exists=NOTEXIST:P=1.0,0.0
98878	paperref:5464	paperref:4747	|
123669	paperref:4600	paperref:5171	|	exists=NOTEXIST:P=1.0,0.0
75856	paperref:3972	paperref:1147	|	exists=NOTEXIST:P=1.0,0.0
125377	paperref:4694	paperref:4367	|
76352	paperref:2179	paperref:3871	|
123127	paperref:4190	paperref:1938	|	exists=NOTEXIST:P=1.0,0.0
130827	paperref:3947	paperref:3450	|	exists=NOTEXIST:P=1.0,0.0
99006	paperref:2559	paperref:599	|
89038	paperref:106	paperref:4651	|
95015	paperref:4754	paperref:5463	|
118449	paperref:3423	paperref:3243	|
108975	paperref:3851	paperref:549	|	exists=NOTEXIST:P=1.0,0.0
133034	paperref:2193	paperref:2187	|	exists=EXIST:P=0.0,1.0
97497	paperref:4336	paperref:1274	|
119885	paperref:4592	paperref:761	|
110098	paperref:1717	paperref:1239	|	exists=NOTEXIST:P=1.0,0.0
117747	paperref:497	paperref:1546	|	exists=NOTEXIST:P=1.0,0.0
131044	paperref:4798	paperref:4799	|	exists=EXIST:P=0.0,1.0
111076	paperref:1532	paperref:2187	|	exists=NOTEXIST:P=1.0,0.0
104573	paperref:3125	paperref:3840	|	exists=NOTEXIST:P=1.0,0.0
76442	paperref:1076	paperref:1964	|
108094	paperref:1253	paperref:203	|	exists=NOTEXIST:P=1.0,0.0
124897	paperref:5223	paperref:1329	|	exists=NOTEXIST:P=1.0,0.0
103488	paperref:3908	paperref:3621	|
121767	paperref:752	paperref:1637	|
77515	paperref:4242	paperref:1403	|	exists=NOTEXIST:P=1.0,0.0
116790	paperref:576	paperref:4294	|	exists=NOTEXIST:P=1.0,0.0
93012	paperref:4165	paperref:2686	|
108518	paperref:4636	paperref:1919	|
105604	paperref:1128	paperref:3037	|	exists=NOTEXIST:P=1.0,0.0
94465	paperref:4542	paperref:549	|
84364	paperref:5567	paperref:4257	|	exists=NOTEXIST:P=1.0,0.0
85102	paperref:4654	paperref:1903	|	exists=NOTEXIST:P=1.0,0.0
126937	paperref:4244	paperref:70	|
108662	paperref:4871	paperref:1277	|	exists=NOTEXIST:P=1.0,0.0
115584	paperref:3250	paperref:2558	|	exists=NOTEXIST:P=1.0,0.0
133641	paperref:2700	paperref:2703	|	exists=EXIST:P=0.0,1.0
111976	paperref:2692	paperref:2027	|	exists=NOTEXIST:P=1.0,0.0
80698	paperref:2923	paperref:4545	|
91475	paperref:4971	paperref:5282	|
125880	paperref:4259	paperref:1057	|	exists=NOTEXIST:P=1.0,0.0
81754	paperref:222	paperref:2804	|
84772	paperref:4257	paperref:443	|	exists=NOTEXIST:P=1.0,0.0
91990	paperref:4798	paperref:4537	|
90234	paperref:1133	paperref:3495	|
98091	paperref:3835	paperref:3246	|	exists=NOTEXIST:P=1.0,0.0
86374	paperref:3124	paperref:3827	|
78194	paperref:4	paperref:3611	|
82140	paperref:20	paperref:2797	|	exists=NOTEXIST:P=1.0,0.0
78163	paperref:5270	paperref:3898	|
132987	paperref:1307	paperref:1632	|	exists=NOTEXIST:P=1.0,0.0
78931	paperref:1933	paperref:3063	|
127946	paperref:1712	paperref:256	|
95601	paperref:3	paperref:3530	|	exists=NOTEXIST:P=1.0,0.0
80744	paperref:4545	paperref:2687	|
118827	paperref:3240	paperref:1304	|	exists=NOTEXIST:P=1.0,0.0
98396	paperref:5135	paperref:1475	|
113716	paperref:840	paperref:4296	|	exists=NOTEXIST:P=1.0,0.0
81588	paperref:5456	paperref:3902	|	exists=NOTEXIST:P=1.0,0.0
79780	paperref:4543	paperref:2773	|	exists=NOTEXIST:P=1.0,0.0
125340	paperref:4254	paperref:3877	|
105381	paperref:4880	paperref:1058	|	exists=NOTEXIST:P=1.0,0.0
90554	paperref:3831	paperref:4800	|	exists=NOTEXIST:P=1.0,0.0
128642	paperref:610	paperref:612	|	exists=EXIST:P=0.0,1.0
125128	paperref:4255	paperref:4260	|
77322	paperref:3976	paperref:773	|
107665	paperref:4367	paperref:3494	|
102438	paperref:3845	paperref:4245	|	exists=NOTEXIST:P=1.0,0.0
134065	paperref:1380	paperref:2706	|
99404	paperref:3838	paperref:5116	|	exists=NOTEXIST:P=1.0,0.0
117683	paperref:896	paperref:822	|
112926	paperref:622	paperref:1006	|	exists=NOTEXIST:P=1.0,0.0
134514	paperref:2759	paperref:2757	|
90591	paperref:3831	paperref:452	|	exists=NOTEXIST:P=1.0,0.0
130129	paperref:797	paperref:1037	|
93960	paperref:4541	paperref:4804	|
116979	paperref:808	paperref:5474	|
122922	paperref:2707	paperref:3023	|
103885	paperref:3107	paperref:1940	|	exists=NOTEXIST:P=1.0,0.0
88843	paperref:597	paperref:5064	|
134383	paperref:4244	paperref:3897	|	exists=NOTEXIST:P=1.0,0.0
119056	paperref:757	paperref:1708	|	exists=NOTEXIST:P=1.0,0.0
119918	paperref:564	paperref:565	|	exists=EXIST:P=0.0,1.0
122298	paperref:3420	paperref:2204	|
88447	paperref:650	paperref:1137	|	exists=NOTEXIST:P=1.0,0.0
84746	paperref:3851	paperref:443	|	exists=NOTEXIST:P=1.0,0.0
115967	paperref:1880	paperref:2559	|	exists=NOTEXIST:P=1.0,0.0
125281	paperref:3664	paperref:4254	|
81864	paperref:3618	paperref:4539	|
106451	paperref:206	paperref:3851	|
100399	paperref:597	paperref:3328	|
75471	paperref:4103	paperref:3104	|	exists=NOTEXIST:P=1.0,0.0
90307	paperref:1133	paperref:2692	|	exists=NOTEXIST:P=1.0,0.0
77905	paperref:2804	paperref:2870	|	exists=NOTEXIST:P=1.0,0.0
84597	paperref:2944	paperref:4653	|	exists=NOTEXIST:P=1.0,0.0
94290	paperref:302	paperref:1617	|	exists=NOTEXIST:P=1.0,0.0
95312	paperref:2380	paperref:5638	|	exists=NOTEXIST:P=1.0,0.0
83827	paperref:4550	paperref:3127	|
86013	paperref:1050	paperref:5450	|	exists=NOTEXIST:P=1.0,0.0
105942	paperref:3900	paperref:3902	|	exists=EXIST:P=0.0,1.0
91334	paperref:3830	paperref:2688	|	exists=NOTEXIST:P=1.0,0.0
88904	paperref:1499	paperref:1138	|	exists=NOTEXIST:P=1.0,0.0
79749	paperref:4543	paperref:3904	|
124582	paperref:979	paperref:1199	|	exists=NOTEXIST:P=1.0,0.0
85462	paperref:274	paperref:3304	|	exists=NOTEXIST:P=1.0,0.0
99102	paperref:2297	paperref:599	|
108058	paperref:1170	paperref:203	|	exists=NOTEXIST:P=1.0,0.0
88161	paperref:1136	paperref:546	|	exists=NOTEXIST:P=1.0,0.0
80391	paperref:4	paperref:1408	|
76713	paperref:1188	paperref:4316	|
127316	paperref:419	paperref:1716	|	exists=NOTEXIST:P=1.0,0.0
112473	paperref:4248	paperref:2690	|	exists=NOTEXIST:P=1.0,0.0
77035	paperref:421	paperref:1075	|	exists=NOTEXIST:P=1.0,0.0
112368	paperref:3039	paperref:1919	|
96085	paperref:4999	paperref:5001	|	exists=EXIST:P=0.0,1.0
116372	paperref:296	paperref:5487	|	exists=NOTEXIST:P=1.0,0.0
99762	paperref:598	paperref:2188	|	exists=NOTEXIST:P=1.0,0.0
121008	paperref:609	paperref:3662	|
121733	paperref:4261	paperref:752	|	exists=NOTEXIST:P=1.0,0.0
105431	paperref:4880	paperref:990	|	exists=NOTEXIST:P=1.0,0.0
126829	paperref:5024	paperref:5224	|
102110	paperref:803	paperref:1641	|	exists=NOTEXIST:P=1.0,0.0
114725	paperref:4783	paperref:1939	|	exists=NOTEXIST:P=1.0,0.0
88839	paperref:5064	paperref:598	|
84737	paperref:602	paperref:443	|	exists=NOTEXIST:P=1.0,0.0
112555	paperref:3878	paperref:4136	|	exists=NOTEXIST:P=1.0,0.0
91118	paperref:664	paperref:3531	|
107403	paperref:3419	paperref:4257	|
82960	paperref:603	paperref:524	|
89712	paperref:759	paperref:3832	|	exists=NOTEXIST:P=1.0,0.0
92297	paperref:5326	paperref:5325	|
129130	paperref:1041	paperref:2819	|
130787	paperref:1996	paperref:762	|	exists=NOTEXIST:P=1.0,0.0
78186	paperref:3839	paperref:5270	|
128374	paperref:495	paperref:3367	|
111546	paperref:1533	paperref:3849	|
134445	paperref:2292	paperref:2181	|	exists=NOTEXIST:P=1.0,0.0
134437	paperref:2296	paperref:5224	|	exists=NOTEXIST:P=1.0,0.0
99273	paperref:3838	paperref:4253	|
83786	paperref:3839	paperref:1490	|
131337	paperref:5072	paperref:1853	|
128292	paperref:4589	paperref:1998	|
123108	paperref:4694	paperref:1938	|
125630	paperref:2333	paperref:2334	|
130165	paperref:3334	paperref:2181	|	exists=NOTEXIST:P=1.0,0.0
94171	paperref:1312	paperref:596	|	exists=NOTEXIST:P=1.0,0.0
81589	paperref:4541	paperref:5456	|
82782	paperref:3845	paperref:3399	|
77088	paperref:3171	paperref:1133	|	exists=NOTEXIST:P=1.0,0.0
130365	paperref:3874	paperref:5607	|
94946	paperref:3531	paperref:1521	|
124476	paperref:4893	paperref:256	|	exists=NOTEXIST:P=1.0,0.0
119449	paperref:3579	paperref:3241	|
77232	paperref:1098	paperref:5054	|	exists=NOTEXIST:P=1.0,0.0
104025	paperref:1531	paperref:3909	|	exists=NOTEXIST:P=1.0,0.0
115163	paperref:5448	paperref:2086	|	exists=NOTEXIST:P=1.0,0.0
93826	paperref:3983	paperref:5083	|	exists=NOTEXIST:P=1.0,0.0
109873	paperref:5589	paperref:2813	|	exists=NOTEXIST:P=1.0,0.0
81930	paperref:3618	paperref:647	|
113818	paperref:3850	paperref:4262	|
93630	paperref:941	paperref:4243	|
91686	paperref:5328	paperref:3905	|
124454	paperref:1422	paperref:262	|	exists=NOTEXIST:P=1.0,0.0
134267	paperref:255	paperref:257	|
132855	paperref:2197	paperref:1175	|	exists=NOTEXIST:P=1.0,0.0
121837	paperref:3870	paperref:3421	|
85751	paperref:1219	paperref:1187	|	exists=NOTEXIST:P=1.0,0.0
79295	paperref:3874	paperref:1878	|	exists=NOTEXIST:P=1.0,0.0
105065	paperref:2586	paperref:5419	|	exists=NOTEXIST:P=1.0,0.0
100474	paperref:653	paperref:545	|
94718	paperref:595	paperref:2297	|
76578	paperref:4102	paperref:3832	|
120700	paperref:3243	paperref:3334	|	exists=NOTEXIST:P=1.0,0.0
98170	paperref:3835	paperref:3493	|	exists=NOTEXIST:P=1.0,0.0
87986	paperref:940	paperref:1136	|
131945	paperref:2540	paperref:145	|
100625	paperref:428	paperref:610	|	exists=NOTEXIST:P=1.0,0.0
114796	paperref:3622	paperref:552	|
122600	paperref:3247	paperref:3875	|
86689	paperref:3549	paperref:4391	|	exists=NOTEXIST:P=1.0,0.0
99837	paperref:3839	paperref:3907	|
98241	paperref:3835	paperref:3871	|	exists=NOTEXIST:P=1.0,0.0
93145	paperref:1869	paperref:2587	|	exists=NOTEXIST:P=1.0,0.0
93920	paperref:4222	paperref:5075	|	exists=NOTEXIST:P=1.0,0.0
85969	paperref:5120	paperref:5116	|	exists=EXIST:P=0.0,1.0
95696	paperref:3139	paperref:3698	|
102523	paperref:3106	paperref:3898	|	exists=NOTEXIST:P=1.0,0.0
94114	paperref:3424	paperref:596	|	exists=NOTEXIST:P=1.0,0.0
108890	paperref:4695	paperref:2267	|	exists=NOTEXIST:P=1.0,0.0
129649	paperref:1567	paperref:1568	|
126582	paperref:5479	paperref:1942	|	exists=NOTEXIST:P=1.0,0.0
90347	paperref:1537	paperref:3831	|
124399	paperref:1619	paperref:3773	|	exists=NOTEXIST:P=1.0,0.0
83267	paperref:1491	paperref:4374	|
94858	paperref:4648	paperref:4781	|
130334	paperref:1244	paperref:3119	|	exists=NOTEXIST:P=1.0,0.0
88816	paperref:5064	paperref:3417	|	exists=NOTEXIST:P=1.0,0.0
117216	paperref:5009	paperref:1962	|
119424	paperref:5603	paperref:3241	|
92943	paperref:4535	paperref:3849	|
102687	paperref:3906	paperref:2553	|
107732	paperref:112	paperref:1346	|
106320	paperref:3783	paperref:4795	|	exists=NOTEXIST:P=1.0,0.0
76617	paperref:4102	paperref:2797	|
120413	paperref:3424	paperref:1703	|	exists=NOTEXIST:P=1.0,0.0
107527	paperref:548	paperref:2686	|
122431	paperref:606	paperref:2293	|	exists=NOTEXIST:P=1.0,0.0
119655	paperref:756	paperref:5225	|
92809	paperref:4535	paperref:3843	|	exists=NOTEXIST:P=1.0,0.0
82269	paperref:3619	paperref:4802	|	exists=NOTEXIST:P=1.0,0.0
128917	paperref:1708	paperref:2555	|
85906	paperref:1219	paperref:4952	|	exists=NOTEXIST:P=1.0,0.0
91341	paperref:3873	paperref:3830	|
95152	paperref:593	paperref:592	|	exists=EXIST:P=0.0,1.0
87170	paperref:484	paperref:2672	|
91533	paperref:4538	paperref:70	|
91094	paperref:4245	paperref:1134	|
81962	paperref:3618	paperref:645	|	exists=NOTEXIST:P=1.0,0.0
92498	paperref:5213	paperref:1497	|
113723	paperref:1175	paperref:4070	|	exists=NOTEXIST:P=1.0,0.0
127175	paperref:2838	paperref:4247	|	exists=NOTEXIST:P=1.0,0.0
132297	paperref:1634	paperref:2110	|	exists=NOTEXIST:P=1.0,0.0
110675	paperref:3847	paperref:3247	|
103927	paperref:3107	paperref:649	|
89188	paperref:3833	paperref:801	|
90638	paperref:1538	paperref:5068	|
127427	paperref:550	paperref:3897	|
108756	paperref:464	paperref:5584	|	exists=NOTEXIST:P=1.0,0.0
104340	paperref:3244	paperref:3332	|
84427	paperref:5319	paperref:3823	|	exists=NOTEXIST:P=1.0,0.0
132949	paperref:2106	paperref:1170	|	exists=NOTEXIST:P=1.0,0.0
83059	paperref:3668	paperref:927	|
78858	paperref:373	paperref:375	|
75392	paperref:2175	paperref:2176	|
125300	paperref:4254	paperref:2291	|
124446	paperref:4021	paperref:2109	|
118088	paperref:4243	paperref:644	|
125918	paperref:4259	paperref:2298	|	exists=NOTEXIST:P=1.0,0.0
77145	paperref:1514	paperref:5643	|
97235	paperref:4600	paperref:3837	|
78240	paperref:3405	paperref:376	|
87094	paperref:3828	paperref:4979	|	exists=NOTEXIST:P=1.0,0.0
112861	paperref:4135	paperref:2558	|	exists=NOTEXIST:P=1.0,0.0
109255	paperref:464	paperref:5585	|
77626	paperref:3064	paperref:4993	|
111909	paperref:3849	paperref:4801	|	exists=NOTEXIST:P=1.0,0.0
122573	paperref:3247	paperref:4260	|	exists=NOTEXIST:P=1.0,0.0
116628	paperref:2685	paperref:3138	|
104822	paperref:4789	paperref:4790	|	exists=EXIST:P=0.0,1.0
91389	paperref:3838	paperref:3830	|	exists=EXIST:P=0.0,1.0
117598	paperref:897	paperref:1723	|	exists=NOTEXIST:P=1.0,0.0
113659	paperref:805	paperref:3851	|
