UNDIRECTED	coref
cat=NOTEXIST,EXIST:exists
466534	paperref:361399	paperref:357306	|	exists=NOTEXIST:P=1.0,0.0
454403	paperref:358478	paperref:359233	|
446761	paperref:356965	paperref:357351	|	exists=NOTEXIST:P=1.0,0.0
465608	paperref:361107	paperref:360154	|	exists=NOTEXIST:P=1.0,0.0
442640	paperref:357308	paperref:359541	|	exists=NOTEXIST:P=1.0,0.0
458781	paperref:360728	paperref:362461	|	exists=NOTEXIST:P=1.0,0.0
451375	paperref:357907	paperref:357606	|
440140	paperref:358875	paperref:358106	|	exists=NOTEXIST:P=1.0,0.0
463539	paperref:360683	paperref:359121	|	exists=NOTEXIST:P=1.0,0.0
450255	paperref:360685	paperref:357992	|	exists=NOTEXIST:P=1.0,0.0
463319	paperref:357159	paperref:360333	|	exists=NOTEXIST:P=1.0,0.0
443774	paperref:358391	paperref:361833	|	exists=NOTEXIST:P=1.0,0.0
456850	paperref:360723	paperref:357463	|	exists=NOTEXIST:P=1.0,0.0
456383	paperref:361113	paperref:360724	|	exists=NOTEXIST:P=1.0,0.0
471642	paperref:360765	paperref:357404	|	exists=NOTEXIST:P=1.0,0.0
462378	paperref:360687	paperref:358024	|	exists=NOTEXIST:P=1.0,0.0
449652	paperref:361044	paperref:357815	|	exists=NOTEXIST:P=1.0,0.0
447741	paperref:360956	paperref:360755	|	exists=NOTEXIST:P=1.0,0.0
471909	paperref:357377	paperref:357681	|	exists=NOTEXIST:P=1.0,0.0
439337	paperref:361140	paperref:359060	|	exists=NOTEXIST:P=1.0,0.0
445893	paperref:360477	paperref:361101	|	exists=NOTEXIST:P=1.0,0.0
446557	paperref:358386	paperref:360764	|	exists=NOTEXIST:P=1.0,0.0
462154	paperref:357795	paperref:357797	|
439185	paperref:360103	paperref:359410	|
447857	paperref:360956	paperref:357507	|	exists=NOTEXIST:P=1.0,0.0
439941	paperref:360101	paperref:360097	|	exists=EXIST:P=0.0,1.0
451275	paperref:357906	paperref:357606	|	exists=NOTEXIST:P=1.0,0.0
465345	paperref:358490	paperref:358488	|	exists=EXIST:P=0.0,1.0
473149	paperref:357163	paperref:357161	|	exists=EXIST:P=0.0,1.0
467202	paperref:359045	paperref:360701	|	exists=NOTEXIST:P=1.0,0.0
443766	paperref:358851	paperref:358391	|	exists=NOTEXIST:P=1.0,0.0
448271	paperref:358572	paperref:357128	|	exists=NOTEXIST:P=1.0,0.0
448579	paperref:360182	paperref:359149	|
446245	paperref:360566	paperref:361247	|	exists=NOTEXIST:P=1.0,0.0
446847	paperref:359233	paperref:360520	|	exists=NOTEXIST:P=1.0,0.0
467757	paperref:357459	paperref:359058	|
462885	paperref:358258	paperref:357797	|	exists=NOTEXIST:P=1.0,0.0
455666	paperref:361115	paperref:358987	|	exists=NOTEXIST:P=1.0,0.0
447425	paperref:360188	paperref:361112	|	exists=NOTEXIST:P=1.0,0.0
465821	paperref:359513	paperref:361076	|	exists=NOTEXIST:P=1.0,0.0
443304	paperref:362489	paperref:361750	|	exists=NOTEXIST:P=1.0,0.0
456445	paperref:360696	paperref:359044	|	exists=NOTEXIST:P=1.0,0.0
452966	paperref:360462	paperref:362103	|	exists=NOTEXIST:P=1.0,0.0
444897	paperref:360477	paperref:360473	|	exists=EXIST:P=0.0,1.0
443496	paperref:359545	paperref:360957	|	exists=NOTEXIST:P=1.0,0.0
454959	paperref:360729	paperref:361737	|
470103	paperref:359517	paperref:358263	|
467209	paperref:360701	paperref:359043	|	exists=NOTEXIST:P=1.0,0.0
445336	paperref:356947	paperref:361826	|	exists=NOTEXIST:P=1.0,0.0
445595	paperref:360352	paperref:360476	|	exists=NOTEXIST:P=1.0,0.0
454512	paperref:358247	paperref:358095	|	exists=NOTEXIST:P=1.0,0.0
456152	paperref:358256	paperref:357401	|	exists=NOTEXIST:P=1.0,0.0
461986	paperref:360686	paperref:357614	|
451118	paperref:361107	paperref:360095	|	exists=NOTEXIST:P=1.0,0.0
462287	paperref:362076	paperref:358455	|	exists=NOTEXIST:P=1.0,0.0
444467	paperref:359298	paperref:358565	|	exists=NOTEXIST:P=1.0,0.0
458849	paperref:360704	paperref:360345	|	exists=NOTEXIST:P=1.0,0.0
457685	paperref:361114	paperref:359050	|
465403	paperref:360406	paperref:362000	|	exists=NOTEXIST:P=1.0,0.0
457095	paperref:360704	paperref:361113	|
475051	paperref:358963	paperref:358960	|	exists=EXIST:P=0.0,1.0
446676	paperref:357120	paperref:362454	|
449542	paperref:360762	paperref:357991	|
445178	paperref:357309	paperref:360471	|	exists=NOTEXIST:P=1.0,0.0
469340	paperref:360264	paperref:359244	|	exists=NOTEXIST:P=1.0,0.0
458198	paperref:356924	paperref:360347	|	exists=NOTEXIST:P=1.0,0.0
464385	paperref:360218	paperref:357029	|	exists=NOTEXIST:P=1.0,0.0
439467	paperref:360186	paperref:360102	|
473609	paperref:360429	paperref:360427	|	exists=EXIST:P=0.0,1.0
458536	paperref:360348	paperref:358608	|	exists=NOTEXIST:P=1.0,0.0
455936	paperref:360700	paperref:361951	|	exists=NOTEXIST:P=1.0,0.0
453682	paperref:361584	paperref:360936	|	exists=NOTEXIST:P=1.0,0.0
450189	paperref:357402	paperref:357992	|
445872	paperref:360477	paperref:358255	|
463738	paperref:360336	paperref:360703	|
459254	paperref:358341	paperref:360695	|	exists=NOTEXIST:P=1.0,0.0
456880	paperref:360723	paperref:360682	|
454111	paperref:358520	paperref:359235	|	exists=NOTEXIST:P=1.0,0.0
458746	paperref:359783	paperref:360728	|
459617	paperref:361547	paperref:360690	|	exists=NOTEXIST:P=1.0,0.0
474565	paperref:360758	paperref:361397	|	exists=NOTEXIST:P=1.0,0.0
453325	paperref:360251	paperref:360681	|	exists=NOTEXIST:P=1.0,0.0
443653	paperref:357397	paperref:357988	|	exists=NOTEXIST:P=1.0,0.0
462954	paperref:357449	paperref:358166	|
474192	paperref:357751	paperref:359877	|	exists=NOTEXIST:P=1.0,0.0
467272	paperref:360701	paperref:361396	|
474727	paperref:357509	paperref:357506	|	exists=EXIST:P=0.0,1.0
449630	paperref:361044	paperref:358106	|	exists=NOTEXIST:P=1.0,0.0
465982	paperref:358132	paperref:361728	|	exists=NOTEXIST:P=1.0,0.0
470916	paperref:357689	paperref:358476	|
446799	paperref:357121	paperref:362453	|	exists=NOTEXIST:P=1.0,0.0
463121	paperref:360685	paperref:360753	|	exists=NOTEXIST:P=1.0,0.0
451185	paperref:361557	paperref:361507	|
462517	paperref:357794	paperref:361393	|	exists=NOTEXIST:P=1.0,0.0
472897	paperref:361444	paperref:361449	|
458377	paperref:358023	paperref:360729	|	exists=NOTEXIST:P=1.0,0.0
449211	paperref:361655	paperref:357990	|
445171	paperref:358026	paperref:360471	|	exists=NOTEXIST:P=1.0,0.0
448458	paperref:356924	paperref:359962	|	exists=NOTEXIST:P=1.0,0.0
443563	paperref:357505	paperref:359545	|	exists=NOTEXIST:P=1.0,0.0
467098	paperref:360276	paperref:357450	|
439370	paperref:358028	paperref:358959	|	exists=NOTEXIST:P=1.0,0.0
464110	paperref:358562	paperref:360703	|	exists=NOTEXIST:P=1.0,0.0
456369	paperref:357465	paperref:360724	|	exists=NOTEXIST:P=1.0,0.0
454246	paperref:358769	paperref:357322	|
467572	paperref:357368	paperref:359470	|	exists=NOTEXIST:P=1.0,0.0
442275	paperref:359542	paperref:357403	|	exists=NOTEXIST:P=1.0,0.0
474677	paperref:358852	paperref:358850	|
449673	paperref:358028	paperref:361044	|	exists=NOTEXIST:P=1.0,0.0
445119	paperref:360515	paperref:358455	|	exists=NOTEXIST:P=1.0,0.0
449766	paperref:361044	paperref:357485	|
449862	paperref:359960	paperref:358794	|
458406	paperref:361107	paperref:360729	|	exists=NOTEXIST:P=1.0,0.0
458107	paperref:360692	paperref:360336	|	exists=NOTEXIST:P=1.0,0.0
459293	paperref:360695	paperref:360691	|	exists=EXIST:P=0.0,1.0
458009	paperref:360692	paperref:356937	|
445926	paperref:359752	paperref:359753	|	exists=EXIST:P=0.0,1.0
470063	paperref:361445	paperref:357620	|	exists=NOTEXIST:P=1.0,0.0
454687	paperref:358073	paperref:358522	|	exists=NOTEXIST:P=1.0,0.0
473592	paperref:361454	paperref:361444	|	exists=EXIST:P=0.0,1.0
468550	paperref:359035	paperref:362459	|	exists=NOTEXIST:P=1.0,0.0
441427	paperref:357498	paperref:357506	|	exists=EXIST:P=0.0,1.0
466874	paperref:360704	paperref:357501	|
454081	paperref:360271	paperref:359235	|
459449	paperref:357812	paperref:360726	|
450206	paperref:361097	paperref:357992	|	exists=NOTEXIST:P=1.0,0.0
451472	paperref:361372	paperref:359255	|	exists=NOTEXIST:P=1.0,0.0
444614	paperref:360472	paperref:361394	|
452404	paperref:360731	paperref:360275	|	exists=NOTEXIST:P=1.0,0.0
448045	paperref:360351	paperref:360957	|	exists=NOTEXIST:P=1.0,0.0
441573	paperref:357420	paperref:359978	|
463380	paperref:360682	paperref:357306	|	exists=NOTEXIST:P=1.0,0.0
439089	paperref:357658	paperref:358488	|
469571	paperref:359122	paperref:361878	|	exists=NOTEXIST:P=1.0,0.0
454467	paperref:361735	paperref:358157	|	exists=NOTEXIST:P=1.0,0.0
441349	paperref:357498	paperref:359542	|	exists=NOTEXIST:P=1.0,0.0
467962	paperref:360272	paperref:357457	|
460006	paperref:362055	paperref:362296	|
460582	paperref:361637	paperref:357403	|	exists=NOTEXIST:P=1.0,0.0
443900	paperref:359544	paperref:361100	|	exists=NOTEXIST:P=1.0,0.0
468305	paperref:357465	paperref:359783	|	exists=NOTEXIST:P=1.0,0.0
463606	paperref:358681	paperref:359520	|
463652	paperref:362290	paperref:361549	|	exists=NOTEXIST:P=1.0,0.0
441323	paperref:357498	paperref:357991	|	exists=NOTEXIST:P=1.0,0.0
461029	paperref:362489	paperref:361747	|
447570	paperref:360628	paperref:360099	|
466389	paperref:357813	paperref:357454	|	exists=NOTEXIST:P=1.0,0.0
450864	paperref:362246	paperref:361558	|
449468	paperref:357453	paperref:358183	|	exists=NOTEXIST:P=1.0,0.0
462624	paperref:358705	paperref:358704	|	exists=EXIST:P=0.0,1.0
460274	paperref:360821	paperref:361649	|	exists=NOTEXIST:P=1.0,0.0
458782	paperref:358837	paperref:360728	|	exists=NOTEXIST:P=1.0,0.0
458693	paperref:358608	paperref:358257	|
446585	paperref:358386	paperref:361102	|	exists=NOTEXIST:P=1.0,0.0
458731	paperref:361295	paperref:359622	|	exists=NOTEXIST:P=1.0,0.0
466108	paperref:357397	paperref:361096	|	exists=NOTEXIST:P=1.0,0.0
440536	paperref:358876	paperref:361044	|	exists=NOTEXIST:P=1.0,0.0
455247	paperref:362076	paperref:358105	|	exists=NOTEXIST:P=1.0,0.0
445602	paperref:360476	paperref:357506	|
438668	paperref:360552	paperref:359605	|	exists=NOTEXIST:P=1.0,0.0
471814	paperref:357402	paperref:360757	|	exists=NOTEXIST:P=1.0,0.0
440465	paperref:360100	paperref:359411	|	exists=NOTEXIST:P=1.0,0.0
441079	paperref:359539	paperref:358874	|	exists=NOTEXIST:P=1.0,0.0
473412	paperref:357504	paperref:357403	|	exists=NOTEXIST:P=1.0,0.0
460755	paperref:362219	paperref:362220	|	exists=EXIST:P=0.0,1.0
457700	paperref:360693	paperref:361114	|	exists=NOTEXIST:P=1.0,0.0
472629	paperref:361652	paperref:357504	|	exists=NOTEXIST:P=1.0,0.0
469253	paperref:361816	paperref:358323	|	exists=NOTEXIST:P=1.0,0.0
473276	paperref:361395	paperref:360764	|
470962	paperref:357972	paperref:357242	|	exists=NOTEXIST:P=1.0,0.0
458802	paperref:360687	paperref:360728	|	exists=NOTEXIST:P=1.0,0.0
467532	paperref:361106	paperref:360702	|	exists=NOTEXIST:P=1.0,0.0
439183	paperref:360731	paperref:360103	|
455170	paperref:360025	paperref:360026	|	exists=EXIST:P=0.0,1.0
440041	paperref:357285	paperref:359235	|
471493	paperref:359121	paperref:358029	|	exists=NOTEXIST:P=1.0,0.0
458973	paperref:357466	paperref:360694	|	exists=NOTEXIST:P=1.0,0.0
445192	paperref:360751	paperref:360471	|	exists=NOTEXIST:P=1.0,0.0
447467	paperref:357886	paperref:361384	|
448580	paperref:360182	paperref:357810	|	exists=NOTEXIST:P=1.0,0.0
466546	paperref:357306	paperref:360753	|	exists=NOTEXIST:P=1.0,0.0
467806	paperref:360403	paperref:360407	|	exists=EXIST:P=0.0,1.0
449811	paperref:361044	paperref:357502	|
460386	paperref:361638	paperref:357310	|
438726	paperref:360257	paperref:360682	|	exists=NOTEXIST:P=1.0,0.0
463709	paperref:360336	paperref:361450	|	exists=NOTEXIST:P=1.0,0.0
444494	paperref:358396	paperref:359034	|	exists=NOTEXIST:P=1.0,0.0
469222	paperref:357693	paperref:357694	|	exists=EXIST:P=0.0,1.0
444286	paperref:358385	paperref:360752	|	exists=NOTEXIST:P=1.0,0.0
453373	paperref:360833	paperref:360832	|	exists=EXIST:P=0.0,1.0
444946	paperref:360517	paperref:360521	|	exists=EXIST:P=0.0,1.0
454468	paperref:361735	paperref:361734	|	exists=EXIST:P=0.0,1.0
462606	paperref:362456	paperref:359150	|	exists=NOTEXIST:P=1.0,0.0
469787	paperref:357399	paperref:361102	|	exists=NOTEXIST:P=1.0,0.0
468415	paperref:362351	paperref:362471	|
461477	paperref:357367	paperref:357443	|	exists=NOTEXIST:P=1.0,0.0
463741	paperref:362063	paperref:358352	|
466706	paperref:360764	paperref:357307	|
464273	paperref:359146	paperref:360273	|	exists=NOTEXIST:P=1.0,0.0
455554	paperref:361739	paperref:358858	|	exists=NOTEXIST:P=1.0,0.0
459562	paperref:359413	paperref:359148	|	exists=NOTEXIST:P=1.0,0.0
463094	paperref:360685	paperref:360764	|	exists=NOTEXIST:P=1.0,0.0
459850	paperref:357406	paperref:360691	|	exists=NOTEXIST:P=1.0,0.0
444698	paperref:360517	paperref:360518	|	exists=EXIST:P=0.0,1.0
448451	paperref:358104	paperref:359962	|	exists=NOTEXIST:P=1.0,0.0
458054	paperref:360692	paperref:357456	|	exists=NOTEXIST:P=1.0,0.0
469642	paperref:357466	paperref:362077	|	exists=NOTEXIST:P=1.0,0.0
442788	paperref:357984	paperref:361638	|	exists=NOTEXIST:P=1.0,0.0
442137	paperref:357060	paperref:359543	|	exists=NOTEXIST:P=1.0,0.0
446379	paperref:359295	paperref:358569	|
465389	paperref:358092	paperref:358094	|	exists=EXIST:P=0.0,1.0
474543	paperref:362489	paperref:362054	|	exists=NOTEXIST:P=1.0,0.0
455120	paperref:360723	paperref:358104	|	exists=NOTEXIST:P=1.0,0.0
473298	paperref:361392	paperref:357404	|
474605	paperref:356878	paperref:357972	|	exists=NOTEXIST:P=1.0,0.0
438482	paperref:360252	paperref:360251	|	exists=EXIST:P=0.0,1.0
464982	paperref:359148	paperref:360272	|	exists=NOTEXIST:P=1.0,0.0
455216	paperref:358408	paperref:362209	|	exists=NOTEXIST:P=1.0,0.0
442206	paperref:361655	paperref:359543	|
470339	paperref:359239	paperref:360865	|	exists=NOTEXIST:P=1.0,0.0
446796	paperref:357189	paperref:358188	|	exists=NOTEXIST:P=1.0,0.0
452987	paperref:361259	paperref:358774	|	exists=NOTEXIST:P=1.0,0.0
447980	paperref:360957	paperref:357398	|	exists=NOTEXIST:P=1.0,0.0
451015	paperref:357458	paperref:357913	|
461571	paperref:358797	paperref:362333	|	exists=NOTEXIST:P=1.0,0.0
440921	paperref:358175	paperref:359619	|	exists=NOTEXIST:P=1.0,0.0
472924	paperref:361390	paperref:360760	|
442542	paperref:358445	paperref:359297	|	exists=NOTEXIST:P=1.0,0.0
473870	paperref:360974	paperref:360975	|
464476	paperref:359860	paperref:358553	|	exists=NOTEXIST:P=1.0,0.0
455309	paperref:361335	paperref:360416	|	exists=NOTEXIST:P=1.0,0.0
454622	paperref:357458	paperref:358106	|	exists=NOTEXIST:P=1.0,0.0
459861	paperref:360691	paperref:360703	|
468756	paperref:359707	paperref:359706	|	exists=EXIST:P=0.0,1.0
465247	paperref:359798	paperref:359479	|	exists=NOTEXIST:P=1.0,0.0
447547	paperref:359454	paperref:358032	|	exists=NOTEXIST:P=1.0,0.0
458267	paperref:361490	paperref:362474	|
457986	paperref:359000	paperref:359767	|
471665	paperref:359041	paperref:359046	|	exists=EXIST:P=0.0,1.0
460920	paperref:360228	paperref:360164	|	exists=NOTEXIST:P=1.0,0.0
472576	paperref:361020	paperref:361019	|	exists=EXIST:P=0.0,1.0
443091	paperref:358390	paperref:358393	|	exists=EXIST:P=0.0,1.0
438586	paperref:360258	paperref:360706	|	exists=NOTEXIST:P=1.0,0.0
438222	paperref:361140	paperref:359211	|	exists=NOTEXIST:P=1.0,0.0
460961	paperref:361347	paperref:357189	|	exists=NOTEXIST:P=1.0,0.0
457007	paperref:360353	paperref:360697	|	exists=NOTEXIST:P=1.0,0.0
443709	paperref:357988	paperref:359408	|
465858	paperref:357611	paperref:357606	|	exists=EXIST:P=0.0,1.0
439920	paperref:360101	paperref:360270	|	exists=NOTEXIST:P=1.0,0.0
471594	paperref:361396	paperref:357401	|	exists=NOTEXIST:P=1.0,0.0
460705	paperref:357223	paperref:357225	|
439678	paperref:358607	paperref:357499	|	exists=NOTEXIST:P=1.0,0.0
470326	paperref:359519	paperref:358261	|
459672	paperref:360690	paperref:360684	|
456123	paperref:361111	paperref:357449	|	exists=NOTEXIST:P=1.0,0.0
473371	paperref:360763	paperref:358257	|	exists=NOTEXIST:P=1.0,0.0
456605	paperref:361113	paperref:361112	|	exists=EXIST:P=0.0,1.0
444017	paperref:361248	paperref:361247	|	exists=EXIST:P=0.0,1.0
469862	paperref:357465	paperref:358166	|	exists=NOTEXIST:P=1.0,0.0
438494	paperref:357659	paperref:358486	|	exists=NOTEXIST:P=1.0,0.0
467695	paperref:360531	paperref:360406	|	exists=NOTEXIST:P=1.0,0.0
453981	paperref:358493	paperref:359235	|	exists=NOTEXIST:P=1.0,0.0
451527	paperref:358858	paperref:357773	|	exists=NOTEXIST:P=1.0,0.0
445055	paperref:360516	paperref:361737	|
464080	paperref:361548	paperref:358562	|	exists=NOTEXIST:P=1.0,0.0
457862	paperref:360699	paperref:360702	|	exists=EXIST:P=0.0,1.0
461376	paperref:358817	paperref:361862	|
441211	paperref:361664	paperref:357980	|	exists=NOTEXIST:P=1.0,0.0
448577	paperref:360989	paperref:360182	|
442951	paperref:360744	paperref:361001	|
454104	paperref:357380	paperref:359235	|	exists=NOTEXIST:P=1.0,0.0
441905	paperref:361580	paperref:359183	|	exists=NOTEXIST:P=1.0,0.0
454682	paperref:358073	paperref:359876	|	exists=NOTEXIST:P=1.0,0.0
462037	paperref:361394	paperref:360686	|
453105	paperref:361299	paperref:362492	|	exists=NOTEXIST:P=1.0,0.0
459958	paperref:362358	paperref:359612	|	exists=NOTEXIST:P=1.0,0.0
450458	paperref:360097	paperref:357453	|	exists=NOTEXIST:P=1.0,0.0
470594	paperref:361101	paperref:361399	|	exists=NOTEXIST:P=1.0,0.0
469089	paperref:357310	paperref:361654	|	exists=NOTEXIST:P=1.0,0.0
463632	paperref:361102	paperref:358353	|	exists=NOTEXIST:P=1.0,0.0
471147	paperref:361397	paperref:359777	|
440898	paperref:357282	paperref:358385	|	exists=NOTEXIST:P=1.0,0.0
444656	paperref:360230	paperref:359437	|	exists=NOTEXIST:P=1.0,0.0
441508	paperref:361114	paperref:357284	|	exists=NOTEXIST:P=1.0,0.0
451148	paperref:361106	paperref:360095	|	exists=NOTEXIST:P=1.0,0.0
446008	paperref:357306	paperref:360474	|	exists=NOTEXIST:P=1.0,0.0
462391	paperref:357465	paperref:360687	|	exists=NOTEXIST:P=1.0,0.0
469766	paperref:357399	paperref:361221	|
467034	paperref:360275	paperref:357450	|	exists=NOTEXIST:P=1.0,0.0
454124	paperref:359235	paperref:361109	|
473096	paperref:361024	paperref:361023	|	exists=EXIST:P=0.0,1.0
467979	paperref:357458	paperref:357457	|	exists=EXIST:P=0.0,1.0
445837	paperref:360477	paperref:361044	|	exists=NOTEXIST:P=1.0,0.0
466869	paperref:360704	paperref:359249	|	exists=NOTEXIST:P=1.0,0.0
441393	paperref:357498	paperref:358385	|
469949	paperref:356924	paperref:357398	|
470534	paperref:360353	paperref:358258	|	exists=NOTEXIST:P=1.0,0.0
442741	paperref:361292	paperref:358444	|	exists=NOTEXIST:P=1.0,0.0
454455	paperref:361735	paperref:362078	|	exists=NOTEXIST:P=1.0,0.0
447370	paperref:357466	paperref:361479	|
473885	paperref:357608	paperref:360272	|	exists=NOTEXIST:P=1.0,0.0
473157	paperref:357405	paperref:360761	|	exists=NOTEXIST:P=1.0,0.0
441043	paperref:358795	paperref:358874	|
444161	paperref:357656	paperref:360703	|	exists=NOTEXIST:P=1.0,0.0
455813	paperref:361116	paperref:361113	|	exists=EXIST:P=0.0,1.0
460252	paperref:361853	paperref:362487	|
452774	paperref:358032	paperref:361771	|
458564	paperref:360693	paperref:360756	|	exists=NOTEXIST:P=1.0,0.0
458284	paperref:358607	paperref:360757	|	exists=NOTEXIST:P=1.0,0.0
440829	paperref:357282	paperref:357606	|
463114	paperref:360685	paperref:361389	|	exists=NOTEXIST:P=1.0,0.0
447271	paperref:360098	paperref:362077	|	exists=NOTEXIST:P=1.0,0.0
455990	paperref:360725	paperref:362461	|
461795	paperref:361350	paperref:359193	|	exists=NOTEXIST:P=1.0,0.0
464093	paperref:358559	paperref:358562	|	exists=NOTEXIST:P=1.0,0.0
453015	paperref:360310	paperref:360312	|	exists=EXIST:P=0.0,1.0
462096	paperref:360710	paperref:360685	|	exists=NOTEXIST:P=1.0,0.0
440486	paperref:358876	paperref:359541	|
457912	paperref:360699	paperref:357509	|	exists=NOTEXIST:P=1.0,0.0
472405	paperref:361097	paperref:360754	|	exists=NOTEXIST:P=1.0,0.0
447646	paperref:360099	paperref:362079	|	exists=NOTEXIST:P=1.0,0.0
438945	paperref:361605	paperref:361613	|
471113	paperref:360592	paperref:356886	|	exists=NOTEXIST:P=1.0,0.0
444975	paperref:360517	paperref:361737	|	exists=NOTEXIST:P=1.0,0.0
451940	paperref:360729	paperref:360730	|	exists=EXIST:P=0.0,1.0
461919	paperref:360689	paperref:360682	|	exists=EXIST:P=0.0,1.0
461753	paperref:358796	paperref:361221	|
453399	paperref:360825	paperref:360832	|	exists=EXIST:P=0.0,1.0
450342	paperref:359556	paperref:359560	|
449184	paperref:357990	paperref:361389	|	exists=NOTEXIST:P=1.0,0.0
454390	paperref:360277	paperref:359233	|
459518	paperref:358794	paperref:359169	|	exists=NOTEXIST:P=1.0,0.0
455076	paperref:358104	paperref:362483	|
439759	paperref:357464	paperref:358732	|	exists=NOTEXIST:P=1.0,0.0
452200	paperref:360732	paperref:361221	|
