DIRECTED	paperref-cites
cat=NOTEXIST,EXIST:exists
448170	paperref:382645	|	paperref:380085	|	exists=EXIST:P=0.0,1.0
451275	paperref:380929	|	paperref:379780	|	exists=NOTEXIST:P=1.0,0.0
443766	paperref:379694	|	paperref:384209	|	exists=EXIST:P=0.0,1.0
448271	paperref:383254	|	paperref:380630	|	exists=NOTEXIST:P=1.0,0.0
448579	paperref:381015	|	paperref:379693	|	exists=NOTEXIST:P=1.0,0.0
446245	paperref:384681	|	paperref:380360	|	exists=EXIST:P=0.0,1.0
446847	paperref:383389	|	paperref:382938	|	exists=EXIST:P=0.0,1.0
433078	paperref:384970	|	paperref:382135	|	exists=EXIST:P=0.0,1.0
455666	paperref:380844	|	paperref:379532	|	exists=EXIST:P=0.0,1.0
447425	paperref:383200	|	paperref:383973	|	exists=EXIST:P=0.0,1.0
443304	paperref:381900	|	paperref:381153	|
456445	paperref:380016	|	paperref:381699	|
452966	paperref:382209	|	paperref:383012	|	exists=EXIST:P=0.0,1.0
444897	paperref:380738	|	paperref:384277	|
443496	paperref:382357	|	paperref:380169	|
430113	paperref:384840	|	paperref:384414	|	exists=EXIST:P=0.0,1.0
454959	paperref:383996	|	paperref:380169	|
445595	paperref:381825	|	paperref:382969	|	exists=NOTEXIST:P=1.0,0.0
445336	paperref:381746	|	paperref:383482	|	exists=EXIST:P=0.0,1.0
431924	paperref:380273	|	paperref:381158	|	exists=EXIST:P=0.0,1.0
454512	paperref:381168	|	paperref:384712	|	exists=EXIST:P=0.0,1.0
456152	paperref:383920	|	paperref:383643	|	exists=NOTEXIST:P=1.0,0.0
451118	paperref:380705	|	paperref:381244	|
444467	paperref:385162	|	paperref:383067	|	exists=EXIST:P=0.0,1.0
457685	paperref:381835	|	paperref:384116	|	exists=EXIST:P=0.0,1.0
457095	paperref:383376	|	paperref:380578	|
434763	paperref:381227	|	paperref:380126	|
430849	paperref:381482	|	paperref:382536	|	exists=EXIST:P=0.0,1.0
438013	paperref:380646	|	paperref:383494	|	exists=EXIST:P=0.0,1.0
446676	paperref:380054	|	paperref:383822	|	exists=NOTEXIST:P=1.0,0.0
433121	paperref:380656	|	paperref:384062	|	exists=EXIST:P=0.0,1.0
445178	paperref:382856	|	paperref:381194	|	exists=EXIST:P=0.0,1.0
449542	paperref:383765	|	paperref:383424	|	exists=EXIST:P=0.0,1.0
439467	paperref:383961	|	paperref:383457	|	exists=EXIST:P=0.0,1.0
428870	paperref:383886	|	paperref:379723	|
455936	paperref:383988	|	paperref:383386	|	exists=NOTEXIST:P=1.0,0.0
453682	paperref:383025	|	paperref:381556	|	exists=NOTEXIST:P=1.0,0.0
450189	paperref:383806	|	paperref:384194	|
445872	paperref:383269	|	paperref:379914	|	exists=EXIST:P=0.0,1.0
456880	paperref:380707	|	paperref:380399	|	exists=EXIST:P=0.0,1.0
432342	paperref:384917	|	paperref:380685	|	exists=EXIST:P=0.0,1.0
437710	paperref:383910	|	paperref:383068	|	exists=EXIST:P=0.0,1.0
454111	paperref:383561	|	paperref:379864	|	exists=EXIST:P=0.0,1.0
453325	paperref:383018	|	paperref:383710	|
436030	paperref:382700	|	paperref:382999	|	exists=NOTEXIST:P=1.0,0.0
433111	paperref:380656	|	paperref:380064	|	exists=EXIST:P=0.0,1.0
443653	paperref:379654	|	paperref:379908	|
449630	paperref:383728	|	paperref:381760	|	exists=NOTEXIST:P=1.0,0.0
435698	paperref:384352	|	paperref:379986	|	exists=EXIST:P=0.0,1.0
446799	paperref:382945	|	paperref:380284	|	exists=EXIST:P=0.0,1.0
434271	paperref:383853	|	paperref:384042	|	exists=NOTEXIST:P=1.0,0.0
451185	paperref:384797	|	paperref:381121	|	exists=EXIST:P=0.0,1.0
449211	paperref:385167	|	paperref:383882	|	exists=NOTEXIST:P=1.0,0.0
445171	paperref:383661	|	paperref:380557	|
434365	paperref:380583	|	paperref:380662	|	exists=NOTEXIST:P=1.0,0.0
448458	paperref:384650	|	paperref:384298	|	exists=EXIST:P=0.0,1.0
443563	paperref:379635	|	paperref:384243	|	exists=EXIST:P=0.0,1.0
431830	paperref:383761	|	paperref:380068	|
434755	paperref:381227	|	paperref:380474	|	exists=EXIST:P=0.0,1.0
439370	paperref:381228	|	paperref:382588	|	exists=NOTEXIST:P=1.0,0.0
431544	paperref:384761	|	paperref:380763	|	exists=EXIST:P=0.0,1.0
456369	paperref:380016	|	paperref:381959	|	exists=EXIST:P=0.0,1.0
432594	paperref:382059	|	paperref:380422	|
454246	paperref:384488	|	paperref:385115	|	exists=NOTEXIST:P=1.0,0.0
436674	paperref:381554	|	paperref:380815	|	exists=NOTEXIST:P=1.0,0.0
442275	paperref:383189	|	paperref:379676	|	exists=NOTEXIST:P=1.0,0.0
445119	paperref:381014	|	paperref:384327	|	exists=NOTEXIST:P=1.0,0.0
449673	paperref:383391	|	paperref:380275	|
449766	paperref:380996	|	paperref:380804	|
449862	paperref:384018	|	paperref:384973	|	exists=NOTEXIST:P=1.0,0.0
433358	paperref:380770	|	paperref:383351	|	exists=EXIST:P=0.0,1.0
445926	paperref:383138	|	paperref:380069	|	exists=EXIST:P=0.0,1.0
433450	paperref:379975	|	paperref:380174	|	exists=EXIST:P=0.0,1.0
454687	paperref:385153	|	paperref:383207	|	exists=NOTEXIST:P=1.0,0.0
441427	paperref:383487	|	paperref:381436	|
434357	paperref:379710	|	paperref:381647	|	exists=NOTEXIST:P=1.0,0.0
432124	paperref:380020	|	paperref:384065	|
437152	paperref:380919	|	paperref:380170	|	exists=EXIST:P=0.0,1.0
454081	paperref:383764	|	paperref:384318	|	exists=EXIST:P=0.0,1.0
450206	paperref:381398	|	paperref:382630	|	exists=EXIST:P=0.0,1.0
444614	paperref:381050	|	paperref:384058	|
451472	paperref:383212	|	paperref:382448	|
452404	paperref:379538	|	paperref:380684	|
448045	paperref:381093	|	paperref:381373	|	exists=EXIST:P=0.0,1.0
441573	paperref:383709	|	paperref:384636	|
439089	paperref:382793	|	paperref:384983	|	exists=EXIST:P=0.0,1.0
454467	paperref:383869	|	paperref:379706	|	exists=EXIST:P=0.0,1.0
441349	paperref:382915	|	paperref:384978	|	exists=NOTEXIST:P=1.0,0.0
434286	paperref:381321	|	paperref:380191	|	exists=EXIST:P=0.0,1.0
443900	paperref:383792	|	paperref:380413	|	exists=EXIST:P=0.0,1.0
441323	paperref:380438	|	paperref:382219	|	exists=EXIST:P=0.0,1.0
447570	paperref:382106	|	paperref:383452	|	exists=NOTEXIST:P=1.0,0.0
450864	paperref:379990	|	paperref:381907	|	exists=EXIST:P=0.0,1.0
449468	paperref:383889	|	paperref:380089	|
428831	paperref:383886	|	paperref:383774	|	exists=EXIST:P=0.0,1.0
446585	paperref:381539	|	paperref:383364	|	exists=EXIST:P=0.0,1.0
431395	paperref:384555	|	paperref:383549	|	exists=NOTEXIST:P=1.0,0.0
440536	paperref:383393	|	paperref:379948	|	exists=EXIST:P=0.0,1.0
455247	paperref:380146	|	paperref:382534	|	exists=NOTEXIST:P=1.0,0.0
445602	paperref:381116	|	paperref:381625	|	exists=NOTEXIST:P=1.0,0.0
438668	paperref:381776	|	paperref:380914	|	exists=EXIST:P=0.0,1.0
430046	paperref:383226	|	paperref:381143	|	exists=NOTEXIST:P=1.0,0.0
441079	paperref:380944	|	paperref:380621	|	exists=NOTEXIST:P=1.0,0.0
440465	paperref:380921	|	paperref:380172	|
431807	paperref:379953	|	paperref:380231	|
457700	paperref:380287	|	paperref:384720	|	exists=NOTEXIST:P=1.0,0.0
429214	paperref:380924	|	paperref:379974	|
439183	paperref:384188	|	paperref:380047	|	exists=NOTEXIST:P=1.0,0.0
455170	paperref:381681	|	paperref:381622	|
440041	paperref:383491	|	paperref:381433	|	exists=EXIST:P=0.0,1.0
445192	paperref:381729	|	paperref:384152	|	exists=EXIST:P=0.0,1.0
437531	paperref:385148	|	paperref:384115	|	exists=EXIST:P=0.0,1.0
447467	paperref:381854	|	paperref:381088	|	exists=EXIST:P=0.0,1.0
448580	paperref:381015	|	paperref:384267	|	exists=EXIST:P=0.0,1.0
449811	paperref:384919	|	paperref:380281	|	exists=EXIST:P=0.0,1.0
429924	paperref:383335	|	paperref:382827	|	exists=NOTEXIST:P=1.0,0.0
438726	paperref:382740	|	paperref:381066	|	exists=EXIST:P=0.0,1.0
444494	paperref:380422	|	paperref:379534	|	exists=EXIST:P=0.0,1.0
433582	paperref:381205	|	paperref:383357	|
444286	paperref:380920	|	paperref:383761	|	exists=EXIST:P=0.0,1.0
435593	paperref:382019	|	paperref:379851	|	exists=EXIST:P=0.0,1.0
453373	paperref:385027	|	paperref:381368	|	exists=EXIST:P=0.0,1.0
444946	paperref:380462	|	paperref:380068	|	exists=EXIST:P=0.0,1.0
454468	paperref:383869	|	paperref:380586	|	exists=EXIST:P=0.0,1.0
433682	paperref:381997	|	paperref:382509	|
436399	paperref:384742	|	paperref:382762	|	exists=EXIST:P=0.0,1.0
429560	paperref:384943	|	paperref:379824	|	exists=EXIST:P=0.0,1.0
437235	paperref:380562	|	paperref:382685	|	exists=EXIST:P=0.0,1.0
435633	paperref:385004	|	paperref:384265	|
455554	paperref:381886	|	paperref:384792	|	exists=NOTEXIST:P=1.0,0.0
428915	paperref:381849	|	paperref:379821	|
444698	paperref:381565	|	paperref:384059	|	exists=NOTEXIST:P=1.0,0.0
437549	paperref:385148	|	paperref:380473	|	exists=NOTEXIST:P=1.0,0.0
448451	paperref:381593	|	paperref:380623	|	exists=NOTEXIST:P=1.0,0.0
442788	paperref:384157	|	paperref:381386	|	exists=EXIST:P=0.0,1.0
442137	paperref:380030	|	paperref:382932	|	exists=EXIST:P=0.0,1.0
446379	paperref:383255	|	paperref:384769	|
431080	paperref:382624	|	paperref:383368	|
434037	paperref:382823	|	paperref:380827	|
435115	paperref:383497	|	paperref:381377	|	exists=NOTEXIST:P=1.0,0.0
455120	paperref:381828	|	paperref:380080	|	exists=EXIST:P=0.0,1.0
435609	paperref:381030	|	paperref:380498	|
431490	paperref:382713	|	paperref:380188	|	exists=EXIST:P=0.0,1.0
438482	paperref:380769	|	paperref:383364	|	exists=EXIST:P=0.0,1.0
455216	paperref:380742	|	paperref:384366	|	exists=NOTEXIST:P=1.0,0.0
442206	paperref:382282	|	paperref:383273	|
429873	paperref:382344	|	paperref:383028	|	exists=EXIST:P=0.0,1.0
446796	paperref:382945	|	paperref:380486	|
452987	paperref:382626	|	paperref:383368	|	exists=EXIST:P=0.0,1.0
447980	paperref:381002	|	paperref:381468	|
451015	paperref:383678	|	paperref:381398	|
440921	paperref:381347	|	paperref:383955	|	exists=EXIST:P=0.0,1.0
442542	paperref:383388	|	paperref:382410	|	exists=NOTEXIST:P=1.0,0.0
455309	paperref:384423	|	paperref:379598	|
454622	paperref:381382	|	paperref:383504	|	exists=EXIST:P=0.0,1.0
436092	paperref:385141	|	paperref:379932	|	exists=EXIST:P=0.0,1.0
447547	paperref:380755	|	paperref:383675	|	exists=NOTEXIST:P=1.0,0.0
430220	paperref:385095	|	paperref:382564	|
443091	paperref:384891	|	paperref:381176	|	exists=NOTEXIST:P=1.0,0.0
438586	paperref:384164	|	paperref:383499	|	exists=EXIST:P=0.0,1.0
438222	paperref:381317	|	paperref:385026	|	exists=EXIST:P=0.0,1.0
434208	paperref:383395	|	paperref:380128	|	exists=EXIST:P=0.0,1.0
457007	paperref:383397	|	paperref:380271	|	exists=EXIST:P=0.0,1.0
443709	paperref:380754	|	paperref:381235	|	exists=EXIST:P=0.0,1.0
439920	paperref:379695	|	paperref:385024	|	exists=NOTEXIST:P=1.0,0.0
429394	paperref:382107	|	paperref:384604	|	exists=EXIST:P=0.0,1.0
439678	paperref:380655	|	paperref:383421	|
456123	paperref:384523	|	paperref:383013	|	exists=EXIST:P=0.0,1.0
429244	paperref:380924	|	paperref:383421	|	exists=EXIST:P=0.0,1.0
432024	paperref:380065	|	paperref:383011	|
456605	paperref:380016	|	paperref:383678	|	exists=EXIST:P=0.0,1.0
444017	paperref:379589	|	paperref:380167	|
428650	paperref:380226	|	paperref:379928	|	exists=EXIST:P=0.0,1.0
438494	paperref:384460	|	paperref:381263	|	exists=NOTEXIST:P=1.0,0.0
453981	paperref:380691	|	paperref:381160	|
451527	paperref:382983	|	paperref:380544	|	exists=NOTEXIST:P=1.0,0.0
445055	paperref:383186	|	paperref:380570	|	exists=EXIST:P=0.0,1.0
437885	paperref:382870	|	paperref:384697	|	exists=EXIST:P=0.0,1.0
431205	paperref:380901	|	paperref:381988	|
441211	paperref:379808	|	paperref:381633	|
448577	paperref:381015	|	paperref:381007	|	exists=EXIST:P=0.0,1.0
442951	paperref:381735	|	paperref:384463	|	exists=EXIST:P=0.0,1.0
454104	paperref:381471	|	paperref:380603	|	exists=EXIST:P=0.0,1.0
441905	paperref:383793	|	paperref:384697	|	exists=EXIST:P=0.0,1.0
454682	paperref:385153	|	paperref:384416	|
453105	paperref:381880	|	paperref:383049	|
450458	paperref:381383	|	paperref:379608	|	exists=EXIST:P=0.0,1.0
436727	paperref:380822	|	paperref:380115	|	exists=EXIST:P=0.0,1.0
440898	paperref:380964	|	paperref:381279	|	exists=EXIST:P=0.0,1.0
434690	paperref:383394	|	paperref:380271	|	exists=EXIST:P=0.0,1.0
444656	paperref:383770	|	paperref:383391	|	exists=EXIST:P=0.0,1.0
441508	paperref:382923	|	paperref:381845	|	exists=EXIST:P=0.0,1.0
451148	paperref:384597	|	paperref:380178	|	exists=NOTEXIST:P=1.0,0.0
446008	paperref:380672	|	paperref:382778	|	exists=EXIST:P=0.0,1.0
454124	paperref:383462	|	paperref:380214	|
445837	paperref:385073	|	paperref:380209	|	exists=NOTEXIST:P=1.0,0.0
434660	paperref:380554	|	paperref:381224	|	exists=NOTEXIST:P=1.0,0.0
441393	paperref:379739	|	paperref:384611	|	exists=NOTEXIST:P=1.0,0.0
432721	paperref:380706	|	paperref:382937	|	exists=EXIST:P=0.0,1.0
442741	paperref:379604	|	paperref:382747	|	exists=NOTEXIST:P=1.0,0.0
454455	paperref:379876	|	paperref:383498	|	exists=EXIST:P=0.0,1.0
447370	paperref:381376	|	paperref:379595	|	exists=EXIST:P=0.0,1.0
441043	paperref:383628	|	paperref:384990	|	exists=EXIST:P=0.0,1.0
444161	paperref:382030	|	paperref:380504	|
433396	paperref:383712	|	paperref:383339	|	exists=EXIST:P=0.0,1.0
455813	paperref:381218	|	paperref:382821	|	exists=NOTEXIST:P=1.0,0.0
452774	paperref:384543	|	paperref:379724	|	exists=EXIST:P=0.0,1.0
430668	paperref:382088	|	paperref:381183	|	exists=EXIST:P=0.0,1.0
440829	paperref:379613	|	paperref:384015	|	exists=EXIST:P=0.0,1.0
447271	paperref:381459	|	paperref:383369	|	exists=EXIST:P=0.0,1.0
455990	paperref:379749	|	paperref:383466	|
453015	paperref:381916	|	paperref:380929	|	exists=NOTEXIST:P=1.0,0.0
440486	paperref:383759	|	paperref:384883	|	exists=EXIST:P=0.0,1.0
431159	paperref:382896	|	paperref:381860	|
447646	paperref:384303	|	paperref:380171	|	exists=EXIST:P=0.0,1.0
438945	paperref:381960	|	paperref:380754	|	exists=EXIST:P=0.0,1.0
430434	paperref:383779	|	paperref:382749	|	exists=NOTEXIST:P=1.0,0.0
431531	paperref:384818	|	paperref:382555	|	exists=EXIST:P=0.0,1.0
444975	paperref:380462	|	paperref:381274	|	exists=EXIST:P=0.0,1.0
435197	paperref:381626	|	paperref:380416	|
451940	paperref:380099	|	paperref:382143	|
434897	paperref:381227	|	paperref:382074	|
453399	paperref:381424	|	paperref:382997	|	exists=EXIST:P=0.0,1.0
450342	paperref:383375	|	paperref:380577	|	exists=EXIST:P=0.0,1.0
454390	paperref:384755	|	paperref:379844	|	exists=NOTEXIST:P=1.0,0.0
449184	paperref:380376	|	paperref:381140	|
455076	paperref:383213	|	paperref:384510	|	exists=EXIST:P=0.0,1.0
439759	paperref:380440	|	paperref:382222	|	exists=EXIST:P=0.0,1.0
431639	paperref:384803	|	paperref:382598	|	exists=EXIST:P=0.0,1.0
452200	paperref:381541	|	paperref:383011	|	exists=EXIST:P=0.0,1.0
454994	paperref:379891	|	paperref:380278	|	exists=EXIST:P=0.0,1.0
452089	paperref:384302	|	paperref:382691	|
434891	paperref:381227	|	paperref:383771	|	exists=EXIST:P=0.0,1.0
452407	paperref:382182	|	paperref:383954	|
438143	paperref:382507	|	paperref:381041	|	exists=EXIST:P=0.0,1.0
438472	paperref:380769	|	paperref:383371	|
431566	paperref:384338	|	paperref:383044	|	exists=EXIST:P=0.0,1.0
429946	paperref:382912	|	paperref:383166	|	exists=NOTEXIST:P=1.0,0.0
453065	paperref:383301	|	paperref:381438	|
442876	paperref:384708	|	paperref:383239	|	exists=NOTEXIST:P=1.0,0.0
449904	paperref:384233	|	paperref:382980	|	exists=NOTEXIST:P=1.0,0.0
457109	paperref:384400	|	paperref:380115	|	exists=EXIST:P=0.0,1.0
443739	paperref:382199	|	paperref:380326	|
431408	paperref:383464	|	paperref:382969	|	exists=EXIST:P=0.0,1.0
439869	paperref:383339	|	paperref:383557	|	exists=NOTEXIST:P=1.0,0.0
451774	paperref:381051	|	paperref:383772	|	exists=EXIST:P=0.0,1.0
449275	paperref:383911	|	paperref:380499	|
456376	paperref:380016	|	paperref:383184	|	exists=EXIST:P=0.0,1.0
450222	paperref:382134	|	paperref:380993	|
432670	paperref:379642	|	paperref:379572	|	exists=EXIST:P=0.0,1.0
455934	paperref:384093	|	paperref:380698	|	exists=NOTEXIST:P=1.0,0.0
436308	paperref:380872	|	paperref:384517	|	exists=EXIST:P=0.0,1.0
439492	paperref:380284	|	paperref:380937	|	exists=EXIST:P=0.0,1.0
438734	paperref:382740	|	paperref:380478	|	exists=EXIST:P=0.0,1.0
439965	paperref:383178	|	paperref:380212	|	exists=EXIST:P=0.0,1.0
456726	paperref:383640	|	paperref:380366	|
446684	paperref:384475	|	paperref:384675	|	exists=NOTEXIST:P=1.0,0.0
438206	paperref:383534	|	paperref:381379	|
443556	paperref:379612	|	paperref:381595	|	exists=EXIST:P=0.0,1.0
441014	paperref:381441	|	paperref:384781	|	exists=NOTEXIST:P=1.0,0.0
440238	paperref:381440	|	paperref:385180	|	exists=NOTEXIST:P=1.0,0.0
456340	paperref:380016	|	paperref:381185	|	exists=EXIST:P=0.0,1.0
452095	paperref:384302	|	paperref:380459	|
452485	paperref:381435	|	paperref:379838	|	exists=NOTEXIST:P=1.0,0.0
433304	paperref:384123	|	paperref:382104	|
435233	paperref:384657	|	paperref:380270	|	exists=NOTEXIST:P=1.0,0.0
453241	paperref:384941	|	paperref:379826	|	exists=EXIST:P=0.0,1.0
443405	paperref:381900	|	paperref:380124	|
441369	paperref:383299	|	paperref:381434	|	exists=EXIST:P=0.0,1.0
441000	paperref:379684	|	paperref:380230	|	exists=NOTEXIST:P=1.0,0.0
444800	paperref:380772	|	paperref:383778	|
429775	paperref:382384	|	paperref:381763	|	exists=NOTEXIST:P=1.0,0.0
453797	paperref:380619	|	paperref:381510	|	exists=NOTEXIST:P=1.0,0.0
448800	paperref:384752	|	paperref:382271	|	exists=NOTEXIST:P=1.0,0.0
445759	paperref:384625	|	paperref:381640	|	exists=NOTEXIST:P=1.0,0.0
433838	paperref:384629	|	paperref:380567	|	exists=NOTEXIST:P=1.0,0.0
437752	paperref:385139	|	paperref:383155	|
441472	paperref:382893	|	paperref:379890	|
446881	paperref:381483	|	paperref:380796	|
431413	paperref:382241	|	paperref:381633	|
429567	paperref:382689	|	paperref:379544	|	exists=NOTEXIST:P=1.0,0.0
434833	paperref:381227	|	paperref:383182	|	exists=EXIST:P=0.0,1.0
442383	paperref:380807	|	paperref:379526	|	exists=NOTEXIST:P=1.0,0.0
434616	paperref:381387	|	paperref:381163	|	exists=EXIST:P=0.0,1.0
437041	paperref:382767	|	paperref:382939	|	exists=EXIST:P=0.0,1.0
443489	paperref:382357	|	paperref:383366	|	exists=EXIST:P=0.0,1.0
430627	paperref:383291	|	paperref:383097	|	exists=NOTEXIST:P=1.0,0.0
456661	paperref:380016	|	paperref:380150	|	exists=EXIST:P=0.0,1.0
456711	paperref:384479	|	paperref:380623	|
431247	paperref:380758	|	paperref:381237	|	exists=EXIST:P=0.0,1.0
442231	paperref:384683	|	paperref:381217	|	exists=NOTEXIST:P=1.0,0.0
438627	paperref:382419	|	paperref:381823	|
444419	paperref:383392	|	paperref:383781	|	exists=EXIST:P=0.0,1.0
434623	paperref:383781	|	paperref:382968	|	exists=NOTEXIST:P=1.0,0.0
429499	paperref:384271	|	paperref:381067	|
445022	paperref:381942	|	paperref:380623	|	exists=EXIST:P=0.0,1.0
444588	paperref:381050	|	paperref:383389	|	exists=EXIST:P=0.0,1.0
429865	paperref:381240	|	paperref:383656	|	exists=EXIST:P=0.0,1.0
454314	paperref:384576	|	paperref:381277	|	exists=EXIST:P=0.0,1.0
443542	paperref:380279	|	paperref:380935	|	exists=EXIST:P=0.0,1.0
436101	paperref:384081	|	paperref:384573	|	exists=NOTEXIST:P=1.0,0.0
456858	paperref:380729	|	paperref:380011	|	exists=EXIST:P=0.0,1.0
453375	paperref:385027	|	paperref:382199	|
441693	paperref:383261	|	paperref:380326	|	exists=EXIST:P=0.0,1.0
435620	paperref:384547	|	paperref:382545	|	exists=EXIST:P=0.0,1.0
456631	paperref:380016	|	paperref:381539	|
445386	paperref:381457	|	paperref:380279	|	exists=EXIST:P=0.0,1.0
445689	paperref:381288	|	paperref:379629	|
440856	paperref:382888	|	paperref:381035	|	exists=EXIST:P=0.0,1.0
430323	paperref:380042	|	paperref:379821	|	exists=EXIST:P=0.0,1.0
455695	paperref:383507	|	paperref:380945	|	exists=EXIST:P=0.0,1.0
451152	paperref:382778	|	paperref:379813	|	exists=EXIST:P=0.0,1.0
448375	paperref:384972	|	paperref:383891	|
439549	paperref:383641	|	paperref:383618	|	exists=EXIST:P=0.0,1.0
435093	paperref:382696	|	paperref:379705	|	exists=NOTEXIST:P=1.0,0.0
456634	paperref:380016	|	paperref:383350	|
441218	paperref:381177	|	paperref:380102	|	exists=NOTEXIST:P=1.0,0.0
442861	paperref:382970	|	paperref:384069	|	exists=NOTEXIST:P=1.0,0.0
456675	paperref:380016	|	paperref:380163	|	exists=EXIST:P=0.0,1.0
447218	paperref:381898	|	paperref:382848	|	exists=EXIST:P=0.0,1.0
438055	paperref:381665	|	paperref:381182	|	exists=EXIST:P=0.0,1.0
455183	paperref:383185	|	paperref:380579	|	exists=EXIST:P=0.0,1.0
438560	paperref:382319	|	paperref:384396	|	exists=EXIST:P=0.0,1.0
455199	paperref:381510	|	paperref:380615	|
453511	paperref:384326	|	paperref:380526	|	exists=NOTEXIST:P=1.0,0.0
446609	paperref:384734	|	paperref:382926	|	exists=NOTEXIST:P=1.0,0.0
433415	paperref:384173	|	paperref:384910	|
