UNDIRECTED	coref
cat=NOTEXIST,EXIST:exists
308094	paperref:164902	paperref:166523	|	exists=NOTEXIST:P=1.0,0.0
303994	paperref:165173	paperref:167477	|	exists=NOTEXIST:P=1.0,0.0
307977	paperref:166796	paperref:162580	|
268947	paperref:166249	paperref:163172	|
297026	paperref:166341	paperref:164795	|
315364	paperref:163518	paperref:163106	|
321077	paperref:164289	paperref:162775	|
302254	paperref:165064	paperref:166705	|	exists=NOTEXIST:P=1.0,0.0
297434	paperref:162741	paperref:163109	|	exists=NOTEXIST:P=1.0,0.0
280233	paperref:168034	paperref:163552	|
314884	paperref:165537	paperref:166002	|
300692	paperref:167370	paperref:166791	|	exists=NOTEXIST:P=1.0,0.0
274201	paperref:167270	paperref:163167	|
318858	paperref:168374	paperref:163942	|
290274	paperref:164818	paperref:167519	|
285738	paperref:165997	paperref:166205	|	exists=NOTEXIST:P=1.0,0.0
279249	paperref:167176	paperref:165164	|
306825	paperref:164951	paperref:168005	|
262128	paperref:167009	paperref:162780	|
308181	paperref:163322	paperref:166534	|
280700	paperref:165978	paperref:166514	|
284350	paperref:163493	paperref:167031	|
266408	paperref:163518	paperref:164440	|
267691	paperref:164755	paperref:163588	|
261629	paperref:163997	paperref:164335	|
320298	paperref:163453	paperref:164128	|	exists=NOTEXIST:P=1.0,0.0
308247	paperref:163523	paperref:163014	|
287339	paperref:164717	paperref:165928	|
263823	paperref:165565	paperref:167901	|
262396	paperref:165143	paperref:163835	|	exists=NOTEXIST:P=1.0,0.0
273405	paperref:165093	paperref:167427	|
288609	paperref:165538	paperref:167937	|
296842	paperref:167667	paperref:167917	|
254901	paperref:164552	paperref:162673	|
258857	paperref:163400	paperref:162757	|
255754	paperref:165452	paperref:163227	|	exists=NOTEXIST:P=1.0,0.0
297822	paperref:166133	paperref:165064	|
271103	paperref:164937	paperref:163323	|
324263	paperref:162836	paperref:166530	|
263062	paperref:167381	paperref:164529	|
291068	paperref:163867	paperref:166000	|
279286	paperref:163594	paperref:162940	|
311222	paperref:162721	paperref:167917	|
313395	paperref:164833	paperref:165731	|
311567	paperref:165878	paperref:163951	|
273984	paperref:166896	paperref:166898	|	exists=EXIST:P=0.0,1.0
276306	paperref:162765	paperref:163643	|
263793	paperref:164658	paperref:164813	|
307598	paperref:167715	paperref:167111	|
314923	paperref:162789	paperref:164584	|
315067	paperref:163820	paperref:163818	|
291677	paperref:164494	paperref:167651	|	exists=NOTEXIST:P=1.0,0.0
278292	paperref:165999	paperref:167512	|
286420	paperref:165961	paperref:166534	|	exists=NOTEXIST:P=1.0,0.0
304661	paperref:166292	paperref:168156	|
306401	paperref:163684	paperref:164856	|
313251	paperref:164254	paperref:163330	|	exists=NOTEXIST:P=1.0,0.0
258268	paperref:166617	paperref:167526	|
271970	paperref:163626	paperref:166151	|
270169	paperref:165793	paperref:166711	|
269696	paperref:165794	paperref:167469	|
293687	paperref:163943	paperref:162940	|
297057	paperref:167689	paperref:166980	|
256094	paperref:165453	paperref:163007	|
255453	paperref:166379	paperref:167564	|
259918	paperref:168114	paperref:164754	|
314886	paperref:163228	paperref:163229	|
269889	paperref:163785	paperref:164649	|
303286	paperref:163871	paperref:164854	|
255571	paperref:163794	paperref:167240	|	exists=NOTEXIST:P=1.0,0.0
299918	paperref:162579	paperref:163644	|
255892	paperref:165803	paperref:167529	|	exists=NOTEXIST:P=1.0,0.0
319671	paperref:163457	paperref:167240	|	exists=NOTEXIST:P=1.0,0.0
266070	paperref:166034	paperref:168383	|	exists=NOTEXIST:P=1.0,0.0
262955	paperref:165144	paperref:167956	|	exists=NOTEXIST:P=1.0,0.0
322050	paperref:163933	paperref:167231	|
289390	paperref:167205	paperref:162833	|
274174	paperref:164546	paperref:162825	|	exists=NOTEXIST:P=1.0,0.0
267813	paperref:163867	paperref:167013	|
281532	paperref:168268	paperref:165497	|
260005	paperref:163238	paperref:167522	|
314808	paperref:166846	paperref:166162	|	exists=NOTEXIST:P=1.0,0.0
309285	paperref:166705	paperref:168223	|
277753	paperref:167595	paperref:166800	|
262947	paperref:165144	paperref:162729	|
278849	paperref:165157	paperref:165741	|	exists=NOTEXIST:P=1.0,0.0
256695	paperref:165080	paperref:165648	|	exists=NOTEXIST:P=1.0,0.0
288021	paperref:163604	paperref:164017	|
280903	paperref:165899	paperref:163952	|
264822	paperref:162895	paperref:165372	|
262667	paperref:166590	paperref:163637	|
312476	paperref:163950	paperref:164965	|
259284	paperref:166487	paperref:164983	|
288202	paperref:165994	paperref:165858	|
285899	paperref:165962	paperref:163043	|	exists=NOTEXIST:P=1.0,0.0
310407	paperref:167270	paperref:162593	|
272050	paperref:165469	paperref:164179	|	exists=NOTEXIST:P=1.0,0.0
256743	paperref:166615	paperref:166819	|
263942	paperref:165295	paperref:166150	|
282067	paperref:168269	paperref:163868	|
284005	paperref:166274	paperref:167657	|
316559	paperref:166436	paperref:167821	|
310764	paperref:163097	paperref:167284	|	exists=NOTEXIST:P=1.0,0.0
312999	paperref:167564	paperref:167760	|
309974	paperref:163095	paperref:166831	|
264975	paperref:163992	paperref:166217	|
295774	paperref:162863	paperref:164387	|	exists=NOTEXIST:P=1.0,0.0
280880	paperref:164536	paperref:164537	|
323890	paperref:168242	paperref:165875	|
317410	paperref:164976	paperref:163349	|	exists=NOTEXIST:P=1.0,0.0
317146	paperref:166117	paperref:163193	|
297634	paperref:165973	paperref:164023	|
290408	paperref:162672	paperref:166636	|	exists=NOTEXIST:P=1.0,0.0
309698	paperref:164145	paperref:167894	|	exists=NOTEXIST:P=1.0,0.0
306144	paperref:166217	paperref:165426	|
264547	paperref:166611	paperref:166470	|	exists=NOTEXIST:P=1.0,0.0
260727	paperref:168052	paperref:164440	|
319412	paperref:168153	paperref:166535	|
296396	paperref:165754	paperref:166342	|
256353	paperref:163567	paperref:163604	|
305198	paperref:165746	paperref:163678	|
301253	paperref:165921	paperref:165819	|
291126	paperref:163867	paperref:164266	|
308803	paperref:166832	paperref:168091	|
279325	paperref:163594	paperref:167477	|
285941	paperref:164686	paperref:166679	|
277057	paperref:165173	paperref:166616	|
309844	paperref:163269	paperref:164909	|
317218	paperref:164822	paperref:163834	|
280784	paperref:166048	paperref:166705	|
315502	paperref:167691	paperref:164470	|	exists=NOTEXIST:P=1.0,0.0
279449	paperref:165980	paperref:165576	|
269314	paperref:163759	paperref:164214	|
311655	paperref:166650	paperref:165650	|
299393	paperref:167948	paperref:164794	|
322243	paperref:166535	paperref:163193	|
273040	paperref:164007	paperref:166790	|
268771	paperref:163586	paperref:165239	|
294253	paperref:163533	paperref:162826	|
323403	paperref:164286	paperref:163250	|	exists=NOTEXIST:P=1.0,0.0
268970	paperref:164286	paperref:163172	|
285332	paperref:162620	paperref:165416	|
292418	paperref:167032	paperref:164900	|
297076	paperref:166980	paperref:166979	|
292139	paperref:166358	paperref:162820	|
256305	paperref:168460	paperref:166994	|
278346	paperref:165999	paperref:166232	|
298119	paperref:164693	paperref:163072	|
287902	paperref:168220	paperref:168079	|
311554	paperref:163951	paperref:165439	|
293947	paperref:166431	paperref:163532	|
302971	paperref:165650	paperref:165483	|
277919	paperref:167270	paperref:166746	|
290638	paperref:166529	paperref:165989	|
281437	paperref:164315	paperref:164321	|
270612	paperref:166960	paperref:164007	|	exists=NOTEXIST:P=1.0,0.0
321354	paperref:164351	paperref:167982	|	exists=NOTEXIST:P=1.0,0.0
320033	paperref:165124	paperref:167838	|	exists=NOTEXIST:P=1.0,0.0
317821	paperref:167925	paperref:162778	|
312256	paperref:167451	paperref:167558	|
322278	paperref:166526	paperref:165662	|
281676	paperref:164181	paperref:164182	|
262832	paperref:163995	paperref:166705	|
306781	paperref:165372	paperref:168005	|
258056	paperref:164666	paperref:163933	|
286129	paperref:168024	paperref:166994	|
270849	paperref:164939	paperref:164938	|
287675	paperref:163084	paperref:164723	|	exists=NOTEXIST:P=1.0,0.0
268704	paperref:163787	paperref:167281	|
305976	paperref:166172	paperref:167268	|
288151	paperref:167541	paperref:164715	|
262687	paperref:168448	paperref:167008	|
318889	paperref:165110	paperref:162707	|
274782	paperref:166473	paperref:164263	|
307227	paperref:166704	paperref:166707	|
281152	paperref:164293	paperref:163324	|
270605	paperref:166960	paperref:163503	|	exists=NOTEXIST:P=1.0,0.0
261517	paperref:163474	paperref:163997	|
304947	paperref:167298	paperref:163477	|
257736	paperref:162759	paperref:162607	|
292832	paperref:166292	paperref:167437	|	exists=NOTEXIST:P=1.0,0.0
261427	paperref:164210	paperref:167901	|
259723	paperref:162756	paperref:163814	|
312851	paperref:167340	paperref:165119	|	exists=NOTEXIST:P=1.0,0.0
304877	paperref:166214	paperref:164642	|
277556	paperref:166617	paperref:164821	|
290759	paperref:165775	paperref:168372	|
284571	paperref:166277	paperref:164459	|
289739	paperref:162738	paperref:166529	|	exists=NOTEXIST:P=1.0,0.0
297428	paperref:162741	paperref:166788	|	exists=NOTEXIST:P=1.0,0.0
274588	paperref:163053	paperref:162837	|
289469	paperref:167687	paperref:164174	|	exists=NOTEXIST:P=1.0,0.0
309969	paperref:163095	paperref:165740	|
256053	paperref:165453	paperref:165962	|
259087	paperref:167179	paperref:167637	|
291748	paperref:165695	paperref:166331	|
271551	paperref:166959	paperref:166962	|
254035	paperref:163701	paperref:163702	|
314850	paperref:165537	paperref:163834	|
319753	paperref:162666	paperref:163250	|
289647	paperref:164468	paperref:168372	|
256891	paperref:164209	paperref:166277	|	exists=NOTEXIST:P=1.0,0.0
311853	paperref:164984	paperref:166244	|
292066	paperref:165246	paperref:164529	|
290150	paperref:167945	paperref:165639	|
314248	paperref:163046	paperref:168146	|
300740	paperref:164163	paperref:164164	|
260491	paperref:163061	paperref:165073	|	exists=NOTEXIST:P=1.0,0.0
263852	paperref:163420	paperref:163338	|
268098	paperref:164356	paperref:167493	|
261064	paperref:166290	paperref:164211	|
268184	paperref:167957	paperref:162913	|
271709	paperref:164936	paperref:166289	|
278095	paperref:164649	paperref:165643	|
281955	paperref:166047	paperref:165736	|	exists=NOTEXIST:P=1.0,0.0
286179	paperref:165173	paperref:166628	|	exists=NOTEXIST:P=1.0,0.0
313830	paperref:167711	paperref:165531	|
272843	paperref:166414	paperref:166807	|	exists=NOTEXIST:P=1.0,0.0
269654	paperref:165794	paperref:163521	|
261944	paperref:165561	paperref:167607	|
273623	paperref:165899	paperref:164545	|
318667	paperref:163664	paperref:166430	|
275298	paperref:163400	paperref:165884	|	exists=NOTEXIST:P=1.0,0.0
265291	paperref:164166	paperref:165220	|	exists=NOTEXIST:P=1.0,0.0
306816	paperref:167995	paperref:168005	|
263335	paperref:164868	paperref:167014	|	exists=NOTEXIST:P=1.0,0.0
254197	paperref:165833	paperref:166252	|	exists=NOTEXIST:P=1.0,0.0
318955	paperref:164642	paperref:166469	|
267844	paperref:167013	paperref:166927	|
296130	paperref:168158	paperref:167666	|
272452	paperref:162764	paperref:164975	|
281818	paperref:165638	paperref:163565	|
277230	paperref:162767	paperref:164505	|
263474	paperref:162897	paperref:167110	|	exists=NOTEXIST:P=1.0,0.0
297689	paperref:165710	paperref:165334	|
307117	paperref:167112	paperref:162580	|
277941	paperref:166746	paperref:165041	|
311678	paperref:166650	paperref:166000	|
286216	paperref:165998	paperref:166789	|	exists=NOTEXIST:P=1.0,0.0
288423	paperref:164058	paperref:164014	|
271358	paperref:163783	paperref:163624	|	exists=NOTEXIST:P=1.0,0.0
292552	paperref:167367	paperref:165591	|
308211	paperref:166795	paperref:164975	|
297909	paperref:163647	paperref:166429	|
309085	paperref:164140	paperref:166555	|
258553	paperref:163413	paperref:167111	|
308556	paperref:165037	paperref:166000	|	exists=NOTEXIST:P=1.0,0.0
287852	paperref:167580	paperref:164786	|
259269	paperref:167172	paperref:164847	|
263801	paperref:165565	paperref:165466	|	exists=NOTEXIST:P=1.0,0.0
303543	paperref:162862	paperref:166642	|
260757	paperref:162754	paperref:163834	|
299203	paperref:166870	paperref:166869	|
260012	paperref:167171	paperref:167168	|
300287	paperref:163433	paperref:166235	|
281011	paperref:163291	paperref:165002	|	exists=NOTEXIST:P=1.0,0.0
286888	paperref:165645	paperref:166275	|
259534	paperref:162755	paperref:167476	|
300708	paperref:163269	paperref:167370	|
274430	paperref:164811	paperref:167754	|
291694	paperref:164511	paperref:164239	|
282943	paperref:164039	paperref:163775	|
319899	paperref:167247	paperref:165230	|
304799	paperref:166214	paperref:167268	|
258271	paperref:163062	paperref:165540	|
287084	paperref:165237	paperref:164010	|
311725	paperref:166650	paperref:166832	|
265358	paperref:165140	paperref:165709	|
270632	paperref:165998	paperref:166960	|
265763	paperref:166535	paperref:162684	|
260368	paperref:168053	paperref:163185	|	exists=NOTEXIST:P=1.0,0.0
256627	paperref:165450	paperref:167915	|
323215	paperref:162787	paperref:167232	|
287360	paperref:164179	paperref:166391	|
288372	paperref:162741	paperref:164014	|
276904	paperref:164180	paperref:164705	|
306320	paperref:164620	paperref:164619	|
291990	paperref:167650	paperref:164493	|
279499	paperref:163743	paperref:163056	|	exists=NOTEXIST:P=1.0,0.0
297905	paperref:163291	paperref:166429	|
303049	paperref:162862	paperref:165483	|
297976	paperref:166205	paperref:165041	|
315129	paperref:164286	paperref:165495	|
279513	paperref:164911	paperref:163056	|
306088	paperref:164484	paperref:165421	|
291865	paperref:165755	paperref:167030	|	exists=NOTEXIST:P=1.0,0.0
286230	paperref:165998	paperref:163527	|	exists=NOTEXIST:P=1.0,0.0
262406	paperref:167778	paperref:165143	|
272389	paperref:168451	paperref:167542	|	exists=NOTEXIST:P=1.0,0.0
303424	paperref:164511	paperref:163253	|	exists=NOTEXIST:P=1.0,0.0
261144	paperref:167269	paperref:166613	|
259344	paperref:166604	paperref:166930	|
256235	paperref:167367	paperref:166599	|
268697	paperref:163787	paperref:163096	|
283853	paperref:166352	paperref:166292	|
320524	paperref:162708	paperref:162706	|
285023	paperref:166276	paperref:166416	|	exists=NOTEXIST:P=1.0,0.0
308269	paperref:165109	paperref:162706	|
292919	paperref:165473	paperref:164755	|
319432	paperref:167087	paperref:167467	|
302958	paperref:164200	paperref:165483	|
271374	paperref:163269	paperref:163783	|	exists=NOTEXIST:P=1.0,0.0
280458	paperref:164357	paperref:167027	|
283764	paperref:164531	paperref:163536	|	exists=NOTEXIST:P=1.0,0.0
323654	paperref:164565	paperref:164564	|
285698	paperref:166120	paperref:166718	|
287365	paperref:164179	paperref:164468	|
282612	paperref:167021	paperref:163019	|
264912	paperref:162895	paperref:165836	|
308993	paperref:167822	paperref:164628	|	exists=NOTEXIST:P=1.0,0.0
303603	paperref:162944	paperref:163742	|
261356	paperref:164998	paperref:165146	|	exists=NOTEXIST:P=1.0,0.0
263283	paperref:164197	paperref:166342	|
268051	paperref:164547	paperref:165901	|
322297	paperref:166526	paperref:162835	|
301040	paperref:164164	paperref:164206	|
284491	paperref:163110	paperref:166277	|
321375	paperref:167243	paperref:168014	|
256081	paperref:165453	paperref:165188	|
275520	paperref:163051	paperref:163860	|
270599	paperref:166960	paperref:166789	|
316324	paperref:167100	paperref:163506	|	exists=NOTEXIST:P=1.0,0.0
317581	paperref:167248	paperref:166664	|
286620	paperref:165960	paperref:165195	|
284182	paperref:164964	paperref:167588	|
295664	paperref:162666	paperref:164387	|
312696	paperref:164566	paperref:168219	|	exists=NOTEXIST:P=1.0,0.0
292162	paperref:162938	paperref:162711	|
305931	paperref:167284	paperref:167268	|
312109	paperref:166792	paperref:163823	|
313901	paperref:164260	paperref:167776	|
267976	paperref:164216	paperref:166004	|
267084	paperref:166967	paperref:166847	|	exists=NOTEXIST:P=1.0,0.0
322282	paperref:166526	paperref:162833	|	exists=NOTEXIST:P=1.0,0.0
261191	paperref:167706	paperref:166613	|
288124	paperref:163269	paperref:164017	|	exists=NOTEXIST:P=1.0,0.0
265580	paperref:164649	paperref:163991	|
302829	paperref:162862	paperref:164512	|
259109	paperref:167853	paperref:165919	|
309622	paperref:166547	paperref:168081	|	exists=NOTEXIST:P=1.0,0.0
305057	paperref:167899	paperref:168156	|
321810	paperref:166733	paperref:166735	|
260572	paperref:162777	paperref:162753	|
259659	paperref:163921	paperref:165466	|	exists=NOTEXIST:P=1.0,0.0
285368	paperref:166996	paperref:166853	|
281465	paperref:165898	paperref:164266	|
267327	paperref:164266	paperref:164217	|
261669	paperref:167499	paperref:167500	|
263069	paperref:167715	paperref:167381	|	exists=NOTEXIST:P=1.0,0.0
316624	paperref:166788	paperref:164059	|
279335	paperref:167319	paperref:167316	|
268996	paperref:163172	paperref:166788	|
292457	paperref:164624	paperref:163762	|
274888	paperref:167214	paperref:166677	|
296574	paperref:167554	paperref:166567	|	exists=NOTEXIST:P=1.0,0.0
266640	paperref:163638	paperref:166402	|
291389	paperref:165773	paperref:163518	|
281581	paperref:168268	paperref:163097	|	exists=NOTEXIST:P=1.0,0.0
264312	paperref:164108	paperref:163052	|	exists=NOTEXIST:P=1.0,0.0
274674	paperref:168045	paperref:163082	|
295733	paperref:165039	paperref:164387	|
281718	paperref:164324	paperref:164326	|
309152	paperref:165538	paperref:162729	|
267748	paperref:167013	paperref:168005	|
307948	paperref:163520	paperref:167064	|
254634	paperref:168374	paperref:164551	|
305132	paperref:163474	paperref:163322	|	exists=NOTEXIST:P=1.0,0.0
286931	paperref:166275	paperref:167151	|	exists=NOTEXIST:P=1.0,0.0
314761	paperref:163186	paperref:168383	|
278144	paperref:162927	paperref:163199	|	exists=NOTEXIST:P=1.0,0.0
282766	paperref:162925	paperref:167363	|
254269	paperref:163175	paperref:162861	|	exists=NOTEXIST:P=1.0,0.0
314033	paperref:165426	paperref:165425	|	exists=EXIST:P=0.0,1.0
268872	paperref:165074	paperref:165712	|
312234	paperref:168217	paperref:166308	|
307254	paperref:168004	paperref:165495	|
293975	paperref:165487	paperref:167112	|
260789	paperref:168112	paperref:166069	|
310620	paperref:166309	paperref:164786	|	exists=NOTEXIST:P=1.0,0.0
288867	paperref:164581	paperref:164812	|
307916	paperref:163814	paperref:167064	|
291080	paperref:163867	paperref:167769	|
272746	paperref:168107	paperref:167916	|	exists=NOTEXIST:P=1.0,0.0
263842	paperref:165565	paperref:164754	|
320618	paperref:164354	paperref:164355	|	exists=EXIST:P=0.0,1.0
285281	paperref:164530	paperref:164344	|
279029	paperref:163059	paperref:165713	|	exists=NOTEXIST:P=1.0,0.0
270810	paperref:166509	paperref:165804	|	exists=NOTEXIST:P=1.0,0.0
323379	paperref:162567	paperref:162568	|	exists=EXIST:P=0.0,1.0
299957	paperref:166837	paperref:166291	|
290603	paperref:163868	paperref:168203	|	exists=NOTEXIST:P=1.0,0.0
267885	paperref:164216	paperref:166962	|	exists=NOTEXIST:P=1.0,0.0
288882	paperref:166125	paperref:166793	|
291674	paperref:167651	paperref:165920	|	exists=NOTEXIST:P=1.0,0.0
258142	paperref:165752	paperref:163289	|	exists=NOTEXIST:P=1.0,0.0
318689	paperref:167351	paperref:165099	|
253728	paperref:165456	paperref:166004	|
275182	paperref:164003	paperref:163759	|
302462	paperref:165063	paperref:165041	|
288616	paperref:167937	paperref:163204	|
307784	paperref:165859	paperref:167240	|	exists=NOTEXIST:P=1.0,0.0
310135	paperref:167270	paperref:166337	|
280583	paperref:168035	paperref:163552	|
298522	paperref:163070	paperref:164690	|
278325	paperref:165999	paperref:167335	|	exists=NOTEXIST:P=1.0,0.0
314399	paperref:167780	paperref:165195	|
259750	paperref:164307	paperref:162756	|
299715	paperref:165967	paperref:163311	|
300311	paperref:165816	paperref:164053	|
263761	paperref:165098	paperref:164658	|	exists=NOTEXIST:P=1.0,0.0
290742	paperref:163942	paperref:165775	|
308372	paperref:168090	paperref:167806	|
279584	paperref:166275	paperref:165943	|
320986	paperref:164755	paperref:167901	|
284101	paperref:166795	paperref:164532	|
288094	paperref:164951	paperref:164017	|
311838	paperref:166923	paperref:167543	|
286111	paperref:166558	paperref:166414	|
304440	paperref:166003	paperref:166215	|
284207	paperref:168333	paperref:166564	|
296197	paperref:164856	paperref:167666	|	exists=NOTEXIST:P=1.0,0.0
315437	paperref:163250	paperref:168381	|
306735	paperref:166794	paperref:162580	|
307371	paperref:167780	paperref:164900	|
294832	paperref:167595	paperref:167995	|	exists=NOTEXIST:P=1.0,0.0
296926	paperref:167934	paperref:167667	|	exists=NOTEXIST:P=1.0,0.0
289480	paperref:164259	paperref:164174	|
266723	paperref:164261	paperref:168257	|	exists=NOTEXIST:P=1.0,0.0
272849	paperref:162675	paperref:166807	|	exists=NOTEXIST:P=1.0,0.0
269561	paperref:163173	paperref:165752	|
276427	paperref:163402	paperref:167349	|
315021	paperref:165020	paperref:168147	|	exists=NOTEXIST:P=1.0,0.0
254503	paperref:163178	paperref:162776	|	exists=NOTEXIST:P=1.0,0.0
283998	paperref:168285	paperref:168282	|
321773	paperref:164761	paperref:164763	|	exists=EXIST:P=0.0,1.0
294962	paperref:167519	paperref:163948	|
278011	paperref:164651	paperref:162834	|
304491	paperref:162579	paperref:164977	|
278368	paperref:165999	paperref:166469	|
295750	paperref:166003	paperref:164387	|
287927	paperref:167500	paperref:167501	|	exists=EXIST:P=0.0,1.0
262644	paperref:164103	paperref:164012	|
257712	paperref:162759	paperref:163141	|
320609	paperref:164354	paperref:165099	|
269293	paperref:165795	paperref:166429	|
295671	paperref:162650	paperref:164387	|
290667	paperref:165989	paperref:163834	|
307670	paperref:165302	paperref:166117	|
320827	paperref:167328	paperref:165584	|
261958	paperref:165538	paperref:165561	|	exists=NOTEXIST:P=1.0,0.0
301846	paperref:168206	paperref:163985	|	exists=NOTEXIST:P=1.0,0.0
276183	paperref:168269	paperref:164005	|	exists=NOTEXIST:P=1.0,0.0
260669	paperref:165840	paperref:167223	|	exists=NOTEXIST:P=1.0,0.0
305331	paperref:162787	paperref:164738	|	exists=NOTEXIST:P=1.0,0.0
269308	paperref:166320	paperref:164214	|
295301	paperref:162712	paperref:163142	|	exists=NOTEXIST:P=1.0,0.0
265784	paperref:165811	paperref:162684	|
289495	paperref:167778	paperref:164174	|	exists=NOTEXIST:P=1.0,0.0
315165	paperref:166003	paperref:165495	|
320675	paperref:162986	paperref:165239	|	exists=NOTEXIST:P=1.0,0.0
289952	paperref:168217	paperref:165540	|
312079	paperref:164690	paperref:164781	|
268954	paperref:165093	paperref:163172	|
273786	paperref:164932	paperref:164290	|
259948	paperref:163284	paperref:165537	|
296598	paperref:162635	paperref:168151	|	exists=NOTEXIST:P=1.0,0.0
256437	paperref:166675	paperref:163567	|
288335	paperref:167875	paperref:166824	|
292659	paperref:163761	paperref:164913	|
319731	paperref:162666	paperref:162665	|
297701	paperref:166660	paperref:165334	|	exists=NOTEXIST:P=1.0,0.0
282964	paperref:163775	paperref:168219	|
297793	paperref:166133	paperref:164908	|
288966	paperref:167944	paperref:165612	|
298900	paperref:165758	paperref:167448	|
255078	paperref:165093	paperref:163177	|	exists=NOTEXIST:P=1.0,0.0
298564	paperref:165098	paperref:166427	|	exists=NOTEXIST:P=1.0,0.0
271499	paperref:166962	paperref:166938	|
309028	paperref:164140	paperref:167780	|
321431	paperref:163190	paperref:166671	|
317110	paperref:166534	paperref:164366	|
312833	paperref:167563	paperref:164411	|	exists=NOTEXIST:P=1.0,0.0
295292	paperref:163142	paperref:166391	|
294629	paperref:165869	paperref:166875	|
307936	paperref:167064	paperref:163679	|
286523	paperref:164013	paperref:166788	|
303744	paperref:162862	paperref:165117	|	exists=NOTEXIST:P=1.0,0.0
291984	paperref:165549	paperref:165246	|
280941	paperref:165685	paperref:165381	|
304400	paperref:168158	paperref:168218	|	exists=NOTEXIST:P=1.0,0.0
277824	paperref:166800	paperref:164059	|
285710	paperref:165997	paperref:164415	|	exists=NOTEXIST:P=1.0,0.0
289939	paperref:166535	paperref:165540	|	exists=NOTEXIST:P=1.0,0.0
296774	paperref:164911	paperref:166198	|
315983	paperref:163739	paperref:163738	|
323480	paperref:164056	paperref:164054	|
284659	paperref:166997	paperref:166995	|
282479	paperref:165008	paperref:165006	|
271512	paperref:166962	paperref:163253	|	exists=NOTEXIST:P=1.0,0.0
304170	paperref:165617	paperref:166465	|
265952	paperref:162607	paperref:166616	|
274408	paperref:164678	paperref:163379	|
319287	paperref:166558	paperref:166556	|
302194	paperref:165638	paperref:165615	|
256203	paperref:163367	paperref:167034	|
254168	paperref:166940	paperref:166252	|
304582	paperref:163805	paperref:163806	|	exists=EXIST:P=0.0,1.0
265379	paperref:165140	paperref:162729	|	exists=NOTEXIST:P=1.0,0.0
