UNDIRECTED	coref
cat=NOTEXIST,EXIST:exists
372612	paperref:256392	paperref:256186	|	exists=NOTEXIST:P=1.0,0.0
369584	paperref:257178	paperref:257177	|
351557	paperref:253337	paperref:254950	|	exists=NOTEXIST:P=1.0,0.0
338892	paperref:256218	paperref:258261	|	exists=NOTEXIST:P=1.0,0.0
372424	paperref:255529	paperref:256667	|	exists=NOTEXIST:P=1.0,0.0
377147	paperref:256538	paperref:255149	|	exists=NOTEXIST:P=1.0,0.0
360967	paperref:256685	paperref:257007	|
340044	paperref:257030	paperref:255109	|
354355	paperref:254551	paperref:255752	|	exists=NOTEXIST:P=1.0,0.0
348779	paperref:257084	paperref:254242	|	exists=NOTEXIST:P=1.0,0.0
349355	paperref:257097	paperref:256081	|
371120	paperref:255132	paperref:256718	|
368797	paperref:254743	paperref:258230	|	exists=NOTEXIST:P=1.0,0.0
345688	paperref:254090	paperref:257101	|	exists=NOTEXIST:P=1.0,0.0
332997	paperref:257231	paperref:254039	|
379156	paperref:255138	paperref:253597	|
343907	paperref:256751	paperref:256744	|	exists=EXIST:P=0.0,1.0
335002	paperref:257819	paperref:254681	|	exists=NOTEXIST:P=1.0,0.0
358075	paperref:253452	paperref:256504	|
342321	paperref:254028	paperref:256499	|	exists=NOTEXIST:P=1.0,0.0
342006	paperref:253974	paperref:256681	|	exists=NOTEXIST:P=1.0,0.0
332617	paperref:257378	paperref:256742	|
376944	paperref:255038	paperref:254009	|	exists=NOTEXIST:P=1.0,0.0
358785	paperref:255397	paperref:257094	|
354359	paperref:253188	paperref:253189	|	exists=EXIST:P=0.0,1.0
345430	paperref:256389	paperref:258485	|	exists=NOTEXIST:P=1.0,0.0
376809	paperref:253484	paperref:253383	|	exists=NOTEXIST:P=1.0,0.0
346836	paperref:255543	paperref:254474	|
348697	paperref:256942	paperref:254242	|
350696	paperref:253880	paperref:255454	|
357981	paperref:257730	paperref:254568	|	exists=NOTEXIST:P=1.0,0.0
351559	paperref:253337	paperref:254807	|	exists=NOTEXIST:P=1.0,0.0
354467	paperref:254328	paperref:254008	|	exists=NOTEXIST:P=1.0,0.0
352379	paperref:256089	paperref:258446	|	exists=NOTEXIST:P=1.0,0.0
349084	paperref:254243	paperref:253491	|	exists=NOTEXIST:P=1.0,0.0
339662	paperref:255517	paperref:257434	|
362560	paperref:256942	paperref:257624	|
348989	paperref:254548	paperref:254138	|
372690	paperref:252910	paperref:258110	|
334648	paperref:253604	paperref:257434	|
366047	paperref:254152	paperref:253443	|
334831	paperref:255397	paperref:253800	|	exists=NOTEXIST:P=1.0,0.0
357223	paperref:258310	paperref:253252	|
354077	paperref:253981	paperref:253818	|	exists=NOTEXIST:P=1.0,0.0
332941	paperref:257379	paperref:256737	|	exists=NOTEXIST:P=1.0,0.0
373396	paperref:256672	paperref:258119	|
346606	paperref:254091	paperref:257534	|
369147	paperref:255347	paperref:255346	|	exists=EXIST:P=0.0,1.0
347536	paperref:256143	paperref:254506	|
352176	paperref:256742	paperref:257010	|
338143	paperref:257233	paperref:254353	|	exists=NOTEXIST:P=1.0,0.0
343471	paperref:257384	paperref:257092	|	exists=NOTEXIST:P=1.0,0.0
332983	paperref:256714	paperref:256624	|	exists=NOTEXIST:P=1.0,0.0
356010	paperref:253445	paperref:256259	|
352944	paperref:252914	paperref:257359	|
341844	paperref:257716	paperref:255858	|	exists=NOTEXIST:P=1.0,0.0
352855	paperref:256674	paperref:256744	|
349822	paperref:256084	paperref:254441	|	exists=NOTEXIST:P=1.0,0.0
374332	paperref:254379	paperref:256671	|
358656	paperref:254558	paperref:253102	|
353773	paperref:257099	paperref:256086	|	exists=NOTEXIST:P=1.0,0.0
367906	paperref:258346	paperref:258342	|
337883	paperref:254011	paperref:255846	|	exists=NOTEXIST:P=1.0,0.0
334783	paperref:253800	paperref:257097	|	exists=NOTEXIST:P=1.0,0.0
357990	paperref:253104	paperref:253105	|	exists=EXIST:P=0.0,1.0
377461	paperref:256316	paperref:256317	|	exists=EXIST:P=0.0,1.0
348382	paperref:256080	paperref:257102	|
374734	paperref:256673	paperref:257429	|
342158	paperref:254844	paperref:255029	|	exists=NOTEXIST:P=1.0,0.0
334028	paperref:253601	paperref:256689	|	exists=NOTEXIST:P=1.0,0.0
372163	paperref:255813	paperref:256823	|	exists=NOTEXIST:P=1.0,0.0
337994	paperref:253894	paperref:256744	|	exists=NOTEXIST:P=1.0,0.0
336123	paperref:254464	paperref:254949	|	exists=NOTEXIST:P=1.0,0.0
336418	paperref:254351	paperref:256550	|
357097	paperref:257097	paperref:257101	|	exists=EXIST:P=0.0,1.0
343949	paperref:256751	paperref:257383	|	exists=NOTEXIST:P=1.0,0.0
376591	paperref:254375	paperref:254378	|	exists=EXIST:P=0.0,1.0
331887	paperref:253392	paperref:253492	|
359948	paperref:253596	paperref:257091	|	exists=NOTEXIST:P=1.0,0.0
376589	paperref:254379	paperref:254375	|	exists=EXIST:P=0.0,1.0
374411	paperref:253044	paperref:254371	|	exists=NOTEXIST:P=1.0,0.0
377151	paperref:255745	paperref:255746	|
354590	paperref:253798	paperref:253449	|	exists=NOTEXIST:P=1.0,0.0
349091	paperref:254243	paperref:256744	|
367842	paperref:254011	paperref:256698	|	exists=NOTEXIST:P=1.0,0.0
378491	paperref:254655	paperref:254978	|
376411	paperref:254372	paperref:255134	|	exists=NOTEXIST:P=1.0,0.0
356375	paperref:255226	paperref:255225	|
355087	paperref:253820	paperref:256393	|	exists=NOTEXIST:P=1.0,0.0
349882	paperref:254778	paperref:257819	|	exists=NOTEXIST:P=1.0,0.0
344730	paperref:257381	paperref:253782	|	exists=NOTEXIST:P=1.0,0.0
378624	paperref:256323	paperref:253599	|	exists=NOTEXIST:P=1.0,0.0
362992	paperref:256949	paperref:253847	|
361861	paperref:258137	paperref:255361	|
340958	paperref:254778	paperref:255948	|
336975	paperref:257476	paperref:256987	|	exists=NOTEXIST:P=1.0,0.0
335056	paperref:254379	paperref:253605	|
335753	paperref:255411	paperref:252948	|
364587	paperref:254592	paperref:253780	|	exists=NOTEXIST:P=1.0,0.0
345585	paperref:256274	paperref:258408	|
337472	paperref:257721	paperref:253893	|	exists=NOTEXIST:P=1.0,0.0
362103	paperref:253889	paperref:258028	|	exists=NOTEXIST:P=1.0,0.0
347471	paperref:254476	paperref:255548	|
361571	paperref:253441	paperref:256090	|
367706	paperref:254076	paperref:255027	|
348849	paperref:256082	paperref:256260	|	exists=NOTEXIST:P=1.0,0.0
336139	paperref:254464	paperref:255108	|	exists=NOTEXIST:P=1.0,0.0
334673	paperref:256673	paperref:254838	|	exists=NOTEXIST:P=1.0,0.0
374523	paperref:256674	paperref:257088	|
370305	paperref:255393	paperref:257085	|
340398	paperref:253490	paperref:255947	|	exists=NOTEXIST:P=1.0,0.0
377568	paperref:256383	paperref:256263	|	exists=NOTEXIST:P=1.0,0.0
366110	paperref:253440	paperref:253443	|	exists=EXIST:P=0.0,1.0
360707	paperref:256239	paperref:256667	|	exists=NOTEXIST:P=1.0,0.0
354867	paperref:254384	paperref:253448	|	exists=NOTEXIST:P=1.0,0.0
356928	paperref:256667	paperref:257098	|
347796	paperref:258051	paperref:253821	|	exists=NOTEXIST:P=1.0,0.0
333196	paperref:257376	paperref:257380	|
339920	paperref:257030	paperref:257645	|
357497	paperref:253451	paperref:256683	|
364681	paperref:256502	paperref:256697	|	exists=NOTEXIST:P=1.0,0.0
373241	paperref:253796	paperref:256710	|
336895	paperref:253819	paperref:254354	|	exists=NOTEXIST:P=1.0,0.0
340078	paperref:257030	paperref:257721	|	exists=NOTEXIST:P=1.0,0.0
365555	paperref:253441	paperref:256264	|	exists=NOTEXIST:P=1.0,0.0
339477	paperref:253897	paperref:257637	|	exists=NOTEXIST:P=1.0,0.0
331491	paperref:254372	paperref:255852	|	exists=NOTEXIST:P=1.0,0.0
333347	paperref:257377	paperref:257641	|	exists=NOTEXIST:P=1.0,0.0
356559	paperref:257099	paperref:254168	|
379426	paperref:257789	paperref:257785	|	exists=EXIST:P=0.0,1.0
336069	paperref:257039	paperref:257042	|	exists=EXIST:P=0.0,1.0
369309	paperref:258011	paperref:257429	|
363187	paperref:256672	paperref:256690	|	exists=EXIST:P=0.0,1.0
362742	paperref:256812	paperref:257477	|
355932	paperref:253445	paperref:254386	|	exists=NOTEXIST:P=1.0,0.0
333570	paperref:257659	paperref:257825	|
342134	paperref:253974	paperref:256667	|	exists=NOTEXIST:P=1.0,0.0
376579	paperref:256322	paperref:254375	|
356256	paperref:254548	paperref:255964	|
368680	paperref:257336	paperref:257335	|
332344	paperref:255393	paperref:255525	|
361006	paperref:257011	paperref:256674	|
349923	paperref:256749	paperref:256740	|
356679	paperref:257848	paperref:255151	|
372887	paperref:254893	paperref:257921	|
376458	paperref:253294	paperref:253491	|
377376	paperref:253486	paperref:254867	|	exists=NOTEXIST:P=1.0,0.0
372755	paperref:257085	paperref:252910	|
350271	paperref:254779	paperref:253212	|
369981	paperref:253484	paperref:255394	|	exists=NOTEXIST:P=1.0,0.0
343005	paperref:254027	paperref:254441	|
375182	paperref:255137	paperref:258444	|
353994	paperref:257639	paperref:253489	|
373145	paperref:256711	paperref:253799	|	exists=NOTEXIST:P=1.0,0.0
376113	paperref:257087	paperref:257086	|	exists=EXIST:P=0.0,1.0
343476	paperref:256679	paperref:257384	|	exists=NOTEXIST:P=1.0,0.0
358327	paperref:257095	paperref:256263	|	exists=NOTEXIST:P=1.0,0.0
370912	paperref:254541	paperref:256263	|
353053	paperref:256088	paperref:257098	|
364406	paperref:253781	paperref:256461	|	exists=NOTEXIST:P=1.0,0.0
362696	paperref:256943	paperref:258109	|	exists=NOTEXIST:P=1.0,0.0
376611	paperref:253401	paperref:253625	|
347590	paperref:253659	paperref:256143	|	exists=NOTEXIST:P=1.0,0.0
373169	paperref:256711	paperref:258444	|
376285	paperref:257433	paperref:254373	|
345643	paperref:254090	paperref:252910	|
375204	paperref:253900	paperref:254953	|	exists=NOTEXIST:P=1.0,0.0
374833	paperref:256818	paperref:256810	|	exists=EXIST:P=0.0,1.0
347724	paperref:258276	paperref:257535	|
345896	paperref:256672	paperref:258165	|	exists=NOTEXIST:P=1.0,0.0
367177	paperref:254867	paperref:256338	|	exists=NOTEXIST:P=1.0,0.0
376539	paperref:254234	paperref:256538	|
340120	paperref:255046	paperref:256215	|
335076	paperref:255346	paperref:258301	|	exists=NOTEXIST:P=1.0,0.0
344421	paperref:253309	paperref:253311	|	exists=EXIST:P=0.0,1.0
336915	paperref:254354	paperref:254338	|	exists=NOTEXIST:P=1.0,0.0
371241	paperref:255166	paperref:253046	|
372993	paperref:254806	paperref:254803	|	exists=EXIST:P=0.0,1.0
345694	paperref:254090	paperref:253043	|
374537	paperref:256704	paperref:256323	|
346601	paperref:254091	paperref:257535	|
356410	paperref:253100	paperref:254075	|	exists=NOTEXIST:P=1.0,0.0
339905	paperref:257030	paperref:256692	|
358286	paperref:257095	paperref:254719	|	exists=NOTEXIST:P=1.0,0.0
347345	paperref:256142	paperref:256710	|	exists=NOTEXIST:P=1.0,0.0
333215	paperref:257376	paperref:254595	|
337610	paperref:258063	paperref:257724	|	exists=NOTEXIST:P=1.0,0.0
378156	paperref:257437	paperref:253834	|	exists=NOTEXIST:P=1.0,0.0
367202	paperref:258082	paperref:257856	|	exists=NOTEXIST:P=1.0,0.0
336846	paperref:253895	paperref:256507	|	exists=NOTEXIST:P=1.0,0.0
364541	paperref:253900	paperref:256505	|	exists=NOTEXIST:P=1.0,0.0
344500	paperref:255763	paperref:257380	|	exists=NOTEXIST:P=1.0,0.0
342050	paperref:253974	paperref:253387	|	exists=NOTEXIST:P=1.0,0.0
362178	paperref:255545	paperref:256691	|
354728	paperref:257575	paperref:253589	|	exists=NOTEXIST:P=1.0,0.0
355012	paperref:257246	paperref:254760	|
374092	paperref:258446	paperref:254382	|	exists=NOTEXIST:P=1.0,0.0
368545	paperref:255167	paperref:254309	|
351715	paperref:253337	paperref:256324	|
331525	paperref:255852	paperref:256688	|
356322	paperref:254548	paperref:255219	|	exists=NOTEXIST:P=1.0,0.0
353904	paperref:256747	paperref:253387	|
370229	paperref:255538	paperref:253646	|
345254	paperref:254693	paperref:257066	|	exists=NOTEXIST:P=1.0,0.0
349006	paperref:254138	paperref:256713	|
356846	paperref:253799	paperref:257098	|	exists=NOTEXIST:P=1.0,0.0
348354	paperref:256080	paperref:253795	|
365723	paperref:256333	paperref:256667	|	exists=NOTEXIST:P=1.0,0.0
341263	paperref:252953	paperref:257725	|	exists=NOTEXIST:P=1.0,0.0
366789	paperref:256241	paperref:256336	|	exists=NOTEXIST:P=1.0,0.0
374945	paperref:256676	paperref:252922	|	exists=NOTEXIST:P=1.0,0.0
347999	paperref:254240	paperref:255913	|
369928	paperref:253643	paperref:254372	|	exists=NOTEXIST:P=1.0,0.0
365493	paperref:258109	paperref:256668	|
375822	paperref:253486	paperref:257083	|	exists=NOTEXIST:P=1.0,0.0
351429	paperref:255530	paperref:257355	|
333990	paperref:257087	paperref:257375	|
342201	paperref:254844	paperref:253662	|
340613	paperref:257642	paperref:256749	|	exists=NOTEXIST:P=1.0,0.0
331426	paperref:258443	paperref:253319	|
359371	paperref:256264	paperref:257092	|	exists=NOTEXIST:P=1.0,0.0
357140	paperref:253450	paperref:257097	|	exists=NOTEXIST:P=1.0,0.0
359697	paperref:253388	paperref:256737	|	exists=NOTEXIST:P=1.0,0.0
336383	paperref:256369	paperref:254246	|	exists=NOTEXIST:P=1.0,0.0
336615	paperref:256368	paperref:257278	|	exists=NOTEXIST:P=1.0,0.0
357315	paperref:253766	paperref:257102	|
342231	paperref:254844	paperref:254090	|
362709	paperref:256943	paperref:256460	|	exists=NOTEXIST:P=1.0,0.0
361657	paperref:257010	paperref:257009	|
361312	paperref:256098	paperref:255227	|
353888	paperref:256747	paperref:253493	|
340808	paperref:252951	paperref:254007	|	exists=NOTEXIST:P=1.0,0.0
355003	paperref:257574	paperref:256901	|
334034	paperref:253601	paperref:256669	|	exists=NOTEXIST:P=1.0,0.0
368190	paperref:256449	paperref:258097	|	exists=NOTEXIST:P=1.0,0.0
347388	paperref:256142	paperref:253451	|	exists=NOTEXIST:P=1.0,0.0
336062	paperref:254084	paperref:254557	|	exists=NOTEXIST:P=1.0,0.0
350724	paperref:256740	paperref:256681	|	exists=NOTEXIST:P=1.0,0.0
334487	paperref:256674	paperref:253603	|
377835	paperref:254743	paperref:254742	|
350396	paperref:256083	paperref:253441	|	exists=NOTEXIST:P=1.0,0.0
354599	paperref:256506	paperref:253449	|	exists=NOTEXIST:P=1.0,0.0
374398	paperref:253044	paperref:253384	|	exists=NOTEXIST:P=1.0,0.0
