DIRECTED	paperref-cites
cat=NOTEXIST,EXIST:exists
202053	paperref:128844	|	paperref:128441	|	exists=EXIST:P=0.0,1.0
176768	paperref:129222	|	paperref:131861	|	exists=NOTEXIST:P=1.0,0.0
202869	paperref:128593	|	paperref:131810	|
186562	paperref:128070	|	paperref:130888	|
194160	paperref:131168	|	paperref:130783	|
192457	paperref:130100	|	paperref:131655	|	exists=EXIST:P=0.0,1.0
181512	paperref:132082	|	paperref:129189	|	exists=EXIST:P=0.0,1.0
187184	paperref:130316	|	paperref:130248	|	exists=NOTEXIST:P=1.0,0.0
204405	paperref:132301	|	paperref:129091	|	exists=EXIST:P=0.0,1.0
191233	paperref:131005	|	paperref:128306	|
204359	paperref:129527	|	paperref:129845	|	exists=EXIST:P=0.0,1.0
200582	paperref:128139	|	paperref:129817	|	exists=EXIST:P=0.0,1.0
183426	paperref:127594	|	paperref:129098	|	exists=NOTEXIST:P=1.0,0.0
191097	paperref:131883	|	paperref:128536	|	exists=NOTEXIST:P=1.0,0.0
182914	paperref:129768	|	paperref:130585	|	exists=NOTEXIST:P=1.0,0.0
181503	paperref:128987	|	paperref:127467	|
182746	paperref:132150	|	paperref:130871	|	exists=EXIST:P=0.0,1.0
187763	paperref:131505	|	paperref:131838	|
184265	paperref:129484	|	paperref:131991	|	exists=EXIST:P=0.0,1.0
195485	paperref:130929	|	paperref:129490	|
192828	paperref:132128	|	paperref:130151	|	exists=EXIST:P=0.0,1.0
204833	paperref:130552	|	paperref:129008	|	exists=NOTEXIST:P=1.0,0.0
201372	paperref:128136	|	paperref:129088	|	exists=EXIST:P=0.0,1.0
189232	paperref:128808	|	paperref:130382	|	exists=EXIST:P=0.0,1.0
179235	paperref:132118	|	paperref:128746	|	exists=EXIST:P=0.0,1.0
203912	paperref:130706	|	paperref:128859	|
181485	paperref:129964	|	paperref:130043	|
176619	paperref:127079	|	paperref:129758	|	exists=EXIST:P=0.0,1.0
188813	paperref:132388	|	paperref:131655	|	exists=EXIST:P=0.0,1.0
197058	paperref:131270	|	paperref:130736	|	exists=EXIST:P=0.0,1.0
202586	paperref:130943	|	paperref:128569	|	exists=NOTEXIST:P=1.0,0.0
187783	paperref:129716	|	paperref:131255	|	exists=NOTEXIST:P=1.0,0.0
190876	paperref:127515	|	paperref:127838	|	exists=NOTEXIST:P=1.0,0.0
176777	paperref:132156	|	paperref:130932	|	exists=EXIST:P=0.0,1.0
203379	paperref:131192	|	paperref:131526	|	exists=EXIST:P=0.0,1.0
193244	paperref:130749	|	paperref:130571	|	exists=NOTEXIST:P=1.0,0.0
181467	paperref:128027	|	paperref:131122	|	exists=NOTEXIST:P=1.0,0.0
202342	paperref:129424	|	paperref:131653	|	exists=EXIST:P=0.0,1.0
195191	paperref:128894	|	paperref:129359	|	exists=EXIST:P=0.0,1.0
199995	paperref:131219	|	paperref:130715	|
185630	paperref:129441	|	paperref:131728	|	exists=EXIST:P=0.0,1.0
185542	paperref:129752	|	paperref:130554	|
179382	paperref:130571	|	paperref:127429	|	exists=EXIST:P=0.0,1.0
177270	paperref:128689	|	paperref:131559	|	exists=EXIST:P=0.0,1.0
203394	paperref:127234	|	paperref:127169	|	exists=EXIST:P=0.0,1.0
185961	paperref:129807	|	paperref:128427	|
198913	paperref:127824	|	paperref:128757	|	exists=EXIST:P=0.0,1.0
184557	paperref:130897	|	paperref:130073	|
181630	paperref:128290	|	paperref:130709	|	exists=NOTEXIST:P=1.0,0.0
177325	paperref:130776	|	paperref:129197	|
179975	paperref:131957	|	paperref:129441	|	exists=EXIST:P=0.0,1.0
202775	paperref:132537	|	paperref:128197	|	exists=EXIST:P=0.0,1.0
198019	paperref:127832	|	paperref:129072	|	exists=EXIST:P=0.0,1.0
188123	paperref:127038	|	paperref:129734	|
181536	paperref:129819	|	paperref:131782	|	exists=NOTEXIST:P=1.0,0.0
201648	paperref:131440	|	paperref:130524	|	exists=EXIST:P=0.0,1.0
188077	paperref:128474	|	paperref:131786	|	exists=EXIST:P=0.0,1.0
203030	paperref:131563	|	paperref:131569	|
201353	paperref:129013	|	paperref:129609	|	exists=EXIST:P=0.0,1.0
179522	paperref:128075	|	paperref:129603	|	exists=EXIST:P=0.0,1.0
203746	paperref:129012	|	paperref:127301	|
181615	paperref:130055	|	paperref:129315	|	exists=EXIST:P=0.0,1.0
198118	paperref:130450	|	paperref:131297	|	exists=EXIST:P=0.0,1.0
186759	paperref:127679	|	paperref:131302	|	exists=EXIST:P=0.0,1.0
187959	paperref:132470	|	paperref:129032	|	exists=EXIST:P=0.0,1.0
197543	paperref:127400	|	paperref:129664	|	exists=EXIST:P=0.0,1.0
199279	paperref:128269	|	paperref:130269	|	exists=NOTEXIST:P=1.0,0.0
179344	paperref:127108	|	paperref:130403	|
198411	paperref:127177	|	paperref:127465	|	exists=EXIST:P=0.0,1.0
190901	paperref:132236	|	paperref:128473	|
189853	paperref:131472	|	paperref:130937	|	exists=EXIST:P=0.0,1.0
203709	paperref:131093	|	paperref:131703	|	exists=EXIST:P=0.0,1.0
179679	paperref:130768	|	paperref:126943	|	exists=EXIST:P=0.0,1.0
192591	paperref:128122	|	paperref:129218	|	exists=EXIST:P=0.0,1.0
202286	paperref:129681	|	paperref:129695	|	exists=NOTEXIST:P=1.0,0.0
184374	paperref:127020	|	paperref:128711	|	exists=NOTEXIST:P=1.0,0.0
184033	paperref:127453	|	paperref:128658	|	exists=EXIST:P=0.0,1.0
181166	paperref:131540	|	paperref:130682	|	exists=EXIST:P=0.0,1.0
184478	paperref:132096	|	paperref:129473	|	exists=NOTEXIST:P=1.0,0.0
189120	paperref:131183	|	paperref:127293	|	exists=NOTEXIST:P=1.0,0.0
183352	paperref:128435	|	paperref:130774	|	exists=EXIST:P=0.0,1.0
178808	paperref:129528	|	paperref:129847	|
194980	paperref:129284	|	paperref:130730	|
196832	paperref:131373	|	paperref:132268	|
200486	paperref:130786	|	paperref:128875	|	exists=EXIST:P=0.0,1.0
179837	paperref:127379	|	paperref:129790	|	exists=NOTEXIST:P=1.0,0.0
194078	paperref:130627	|	paperref:126957	|	exists=EXIST:P=0.0,1.0
196706	paperref:127867	|	paperref:129328	|	exists=NOTEXIST:P=1.0,0.0
204577	paperref:130496	|	paperref:129926	|	exists=NOTEXIST:P=1.0,0.0
183016	paperref:131306	|	paperref:131687	|	exists=NOTEXIST:P=1.0,0.0
178098	paperref:129288	|	paperref:130540	|
195030	paperref:129956	|	paperref:127253	|	exists=NOTEXIST:P=1.0,0.0
203387	paperref:131248	|	paperref:127577	|	exists=EXIST:P=0.0,1.0
197004	paperref:129461	|	paperref:128565	|	exists=EXIST:P=0.0,1.0
194592	paperref:131209	|	paperref:131480	|	exists=NOTEXIST:P=1.0,0.0
191263	paperref:127660	|	paperref:128543	|	exists=EXIST:P=0.0,1.0
191710	paperref:129273	|	paperref:131308	|	exists=EXIST:P=0.0,1.0
179518	paperref:128075	|	paperref:130702	|	exists=NOTEXIST:P=1.0,0.0
178021	paperref:131210	|	paperref:127613	|	exists=EXIST:P=0.0,1.0
204478	paperref:132538	|	paperref:128073	|	exists=NOTEXIST:P=1.0,0.0
200072	paperref:127655	|	paperref:128543	|
176599	paperref:128090	|	paperref:130323	|	exists=EXIST:P=0.0,1.0
188830	paperref:132388	|	paperref:129022	|
195884	paperref:130098	|	paperref:131661	|
202433	paperref:131723	|	paperref:130427	|	exists=EXIST:P=0.0,1.0
186259	paperref:132223	|	paperref:130554	|	exists=NOTEXIST:P=1.0,0.0
183528	paperref:132210	|	paperref:129868	|
188648	paperref:132136	|	paperref:130775	|	exists=NOTEXIST:P=1.0,0.0
179412	paperref:131557	|	paperref:127011	|
180145	paperref:131151	|	paperref:130800	|	exists=EXIST:P=0.0,1.0
195263	paperref:128900	|	paperref:127280	|	exists=EXIST:P=0.0,1.0
198136	paperref:129354	|	paperref:131941	|	exists=NOTEXIST:P=1.0,0.0
195735	paperref:129304	|	paperref:128267	|	exists=EXIST:P=0.0,1.0
184225	paperref:130242	|	paperref:129854	|	exists=EXIST:P=0.0,1.0
186119	paperref:130135	|	paperref:128501	|	exists=EXIST:P=0.0,1.0
185040	paperref:129671	|	paperref:132042	|	exists=EXIST:P=0.0,1.0
196683	paperref:130779	|	paperref:131158	|
176935	paperref:131150	|	paperref:127550	|
181904	paperref:132554	|	paperref:129857	|
197937	paperref:130099	|	paperref:131653	|	exists=EXIST:P=0.0,1.0
180111	paperref:130740	|	paperref:131699	|
186997	paperref:131207	|	paperref:127243	|	exists=NOTEXIST:P=1.0,0.0
201914	paperref:128036	|	paperref:127448	|	exists=EXIST:P=0.0,1.0
200204	paperref:127892	|	paperref:129534	|	exists=NOTEXIST:P=1.0,0.0
185327	paperref:130772	|	paperref:127332	|
192052	paperref:127711	|	paperref:129283	|
184480	paperref:131493	|	paperref:127460	|	exists=NOTEXIST:P=1.0,0.0
203856	paperref:128307	|	paperref:131150	|
200190	paperref:130902	|	paperref:127315	|
176216	paperref:128642	|	paperref:132058	|
182453	paperref:127821	|	paperref:127682	|	exists=EXIST:P=0.0,1.0
196334	paperref:131696	|	paperref:129194	|
193091	paperref:129308	|	paperref:131569	|	exists=EXIST:P=0.0,1.0
190536	paperref:127626	|	paperref:131033	|	exists=EXIST:P=0.0,1.0
187727	paperref:127109	|	paperref:130404	|	exists=EXIST:P=0.0,1.0
190354	paperref:131927	|	paperref:130305	|
192957	paperref:131686	|	paperref:131445	|	exists=EXIST:P=0.0,1.0
192038	paperref:131037	|	paperref:131801	|	exists=NOTEXIST:P=1.0,0.0
191032	paperref:131146	|	paperref:129457	|
202732	paperref:129742	|	paperref:129567	|	exists=NOTEXIST:P=1.0,0.0
196651	paperref:130779	|	paperref:127656	|
190044	paperref:129947	|	paperref:132203	|	exists=EXIST:P=0.0,1.0
185697	paperref:130454	|	paperref:131293	|
203977	paperref:129044	|	paperref:129640	|	exists=NOTEXIST:P=1.0,0.0
186306	paperref:127259	|	paperref:129537	|	exists=EXIST:P=0.0,1.0
180722	paperref:131714	|	paperref:127136	|	exists=NOTEXIST:P=1.0,0.0
189306	paperref:128930	|	paperref:130810	|	exists=EXIST:P=0.0,1.0
180101	paperref:130511	|	paperref:130195	|
183477	paperref:131729	|	paperref:130301	|
193527	paperref:129282	|	paperref:130232	|	exists=EXIST:P=0.0,1.0
196067	paperref:128840	|	paperref:127662	|	exists=EXIST:P=0.0,1.0
202578	paperref:127864	|	paperref:128754	|
178794	paperref:130224	|	paperref:127180	|	exists=EXIST:P=0.0,1.0
179434	paperref:127287	|	paperref:130796	|	exists=NOTEXIST:P=1.0,0.0
204912	paperref:128929	|	paperref:128996	|	exists=EXIST:P=0.0,1.0
185244	paperref:131458	|	paperref:131069	|	exists=EXIST:P=0.0,1.0
194036	paperref:129568	|	paperref:131340	|	exists=EXIST:P=0.0,1.0
184072	paperref:128154	|	paperref:130741	|	exists=EXIST:P=0.0,1.0
190080	paperref:128038	|	paperref:130801	|
198697	paperref:130686	|	paperref:128823	|	exists=EXIST:P=0.0,1.0
192697	paperref:130714	|	paperref:130010	|	exists=NOTEXIST:P=1.0,0.0
195844	paperref:127796	|	paperref:129979	|	exists=NOTEXIST:P=1.0,0.0
179960	paperref:131957	|	paperref:129637	|	exists=EXIST:P=0.0,1.0
181390	paperref:128308	|	paperref:127548	|	exists=EXIST:P=0.0,1.0
178923	paperref:129678	|	paperref:128933	|	exists=NOTEXIST:P=1.0,0.0
187393	paperref:128215	|	paperref:130676	|	exists=EXIST:P=0.0,1.0
190386	paperref:128296	|	paperref:128142	|
184849	paperref:127846	|	paperref:132339	|
177863	paperref:127715	|	paperref:129429	|	exists=EXIST:P=0.0,1.0
203095	paperref:130562	|	paperref:130746	|	exists=EXIST:P=0.0,1.0
200781	paperref:127039	|	paperref:128021	|	exists=EXIST:P=0.0,1.0
176315	paperref:130129	|	paperref:130643	|	exists=EXIST:P=0.0,1.0
202046	paperref:128844	|	paperref:127897	|	exists=EXIST:P=0.0,1.0
191025	paperref:131146	|	paperref:130804	|	exists=EXIST:P=0.0,1.0
196932	paperref:132520	|	paperref:130428	|	exists=EXIST:P=0.0,1.0
181721	paperref:128866	|	paperref:129917	|
193299	paperref:132322	|	paperref:127381	|
188343	paperref:128843	|	paperref:131498	|	exists=EXIST:P=0.0,1.0
195287	paperref:130424	|	paperref:127898	|
180403	paperref:128108	|	paperref:127514	|	exists=NOTEXIST:P=1.0,0.0
191249	paperref:130331	|	paperref:127605	|
187915	paperref:130359	|	paperref:130645	|	exists=NOTEXIST:P=1.0,0.0
189773	paperref:132183	|	paperref:129254	|	exists=EXIST:P=0.0,1.0
186993	paperref:131422	|	paperref:131751	|	exists=EXIST:P=0.0,1.0
193995	paperref:128925	|	paperref:130734	|	exists=EXIST:P=0.0,1.0
194985	paperref:129284	|	paperref:127862	|	exists=EXIST:P=0.0,1.0
188976	paperref:128200	|	paperref:130146	|	exists=EXIST:P=0.0,1.0
198304	paperref:128910	|	paperref:127280	|	exists=NOTEXIST:P=1.0,0.0
191346	paperref:132400	|	paperref:130391	|	exists=EXIST:P=0.0,1.0
201280	paperref:130778	|	paperref:127501	|
188365	paperref:128843	|	paperref:130751	|	exists=EXIST:P=0.0,1.0
178806	paperref:129528	|	paperref:132408	|	exists=EXIST:P=0.0,1.0
179311	paperref:131143	|	paperref:132266	|	exists=EXIST:P=0.0,1.0
177871	paperref:131544	|	paperref:127046	|	exists=NOTEXIST:P=1.0,0.0
193714	paperref:127446	|	paperref:128658	|	exists=EXIST:P=0.0,1.0
176752	paperref:126996	|	paperref:129242	|	exists=EXIST:P=0.0,1.0
178799	paperref:130224	|	paperref:131339	|	exists=EXIST:P=0.0,1.0
202515	paperref:127178	|	paperref:128145	|
190615	paperref:129170	|	paperref:130734	|	exists=EXIST:P=0.0,1.0
197024	paperref:131270	|	paperref:131277	|	exists=EXIST:P=0.0,1.0
197125	paperref:127359	|	paperref:127558	|	exists=EXIST:P=0.0,1.0
189289	paperref:128930	|	paperref:131448	|
205084	paperref:132532	|	paperref:128437	|	exists=EXIST:P=0.0,1.0
194385	paperref:131065	|	paperref:128166	|	exists=NOTEXIST:P=1.0,0.0
200306	paperref:129322	|	paperref:127092	|	exists=NOTEXIST:P=1.0,0.0
204070	paperref:126956	|	paperref:129023	|	exists=NOTEXIST:P=1.0,0.0
193784	paperref:130796	|	paperref:130632	|	exists=EXIST:P=0.0,1.0
203120	paperref:130562	|	paperref:130749	|
196508	paperref:130678	|	paperref:131024	|	exists=EXIST:P=0.0,1.0
197392	paperref:127400	|	paperref:129384	|	exists=EXIST:P=0.0,1.0
204282	paperref:129763	|	paperref:127133	|
197568	paperref:127400	|	paperref:130773	|	exists=EXIST:P=0.0,1.0
200522	paperref:129981	|	paperref:131107	|	exists=NOTEXIST:P=1.0,0.0
190993	paperref:128366	|	paperref:127562	|	exists=NOTEXIST:P=1.0,0.0
177962	paperref:127054	|	paperref:128847	|	exists=NOTEXIST:P=1.0,0.0
191369	paperref:129169	|	paperref:132566	|	exists=NOTEXIST:P=1.0,0.0
176743	paperref:126996	|	paperref:132090	|	exists=EXIST:P=0.0,1.0
179067	paperref:127016	|	paperref:131730	|
181211	paperref:128060	|	paperref:132236	|	exists=NOTEXIST:P=1.0,0.0
197199	paperref:128494	|	paperref:130808	|	exists=EXIST:P=0.0,1.0
192628	paperref:131217	|	paperref:132391	|
180876	paperref:127722	|	paperref:131978	|	exists=EXIST:P=0.0,1.0
194569	paperref:130605	|	paperref:128963	|	exists=NOTEXIST:P=1.0,0.0
176685	paperref:132287	|	paperref:127645	|	exists=NOTEXIST:P=1.0,0.0
192839	paperref:132128	|	paperref:130773	|
186276	paperref:128961	|	paperref:130864	|	exists=EXIST:P=0.0,1.0
195306	paperref:130640	|	paperref:132152	|	exists=EXIST:P=0.0,1.0
193695	paperref:128138	|	paperref:128616	|
202279	paperref:131695	|	paperref:132214	|	exists=NOTEXIST:P=1.0,0.0
197965	paperref:132213	|	paperref:131553	|	exists=NOTEXIST:P=1.0,0.0
187944	paperref:132470	|	paperref:131159	|	exists=EXIST:P=0.0,1.0
194595	paperref:132464	|	paperref:131825	|	exists=NOTEXIST:P=1.0,0.0
183402	paperref:128435	|	paperref:131442	|	exists=EXIST:P=0.0,1.0
194402	paperref:128261	|	paperref:128859	|	exists=EXIST:P=0.0,1.0
197453	paperref:127400	|	paperref:127859	|	exists=EXIST:P=0.0,1.0
192312	paperref:132039	|	paperref:129612	|	exists=EXIST:P=0.0,1.0
182300	paperref:130806	|	paperref:129490	|	exists=NOTEXIST:P=1.0,0.0
178951	paperref:128527	|	paperref:127511	|	exists=EXIST:P=0.0,1.0
204554	paperref:128941	|	paperref:129438	|	exists=EXIST:P=0.0,1.0
201563	paperref:127850	|	paperref:128407	|
197067	paperref:131270	|	paperref:131163	|
204754	paperref:128664	|	paperref:128058	|	exists=EXIST:P=0.0,1.0
178824	paperref:129528	|	paperref:131558	|
181850	paperref:130725	|	paperref:130355	|	exists=EXIST:P=0.0,1.0
194797	paperref:130277	|	paperref:128179	|	exists=EXIST:P=0.0,1.0
192057	paperref:128822	|	paperref:132141	|	exists=NOTEXIST:P=1.0,0.0
188304	paperref:130381	|	paperref:129757	|	exists=EXIST:P=0.0,1.0
177974	paperref:127918	|	paperref:130183	|	exists=NOTEXIST:P=1.0,0.0
176426	paperref:127037	|	paperref:126923	|	exists=EXIST:P=0.0,1.0
200891	paperref:128457	|	paperref:132093	|	exists=EXIST:P=0.0,1.0
195177	paperref:128207	|	paperref:127512	|	exists=EXIST:P=0.0,1.0
185094	paperref:127378	|	paperref:132197	|	exists=NOTEXIST:P=1.0,0.0
199692	paperref:128100	|	paperref:127988	|
196988	paperref:127574	|	paperref:132234	|	exists=NOTEXIST:P=1.0,0.0
191405	paperref:126960	|	paperref:127948	|	exists=NOTEXIST:P=1.0,0.0
188317	paperref:131868	|	paperref:130612	|
195848	paperref:129823	|	paperref:130361	|	exists=EXIST:P=0.0,1.0
198844	paperref:129298	|	paperref:127923	|	exists=EXIST:P=0.0,1.0
195780	paperref:132278	|	paperref:131332	|
193834	paperref:129477	|	paperref:131813	|
189364	paperref:130865	|	paperref:128952	|
177159	paperref:127393	|	paperref:127443	|
193176	paperref:129272	|	paperref:127721	|	exists=NOTEXIST:P=1.0,0.0
189453	paperref:131736	|	paperref:132490	|	exists=EXIST:P=0.0,1.0
180520	paperref:130525	|	paperref:127446	|	exists=EXIST:P=0.0,1.0
182593	paperref:128153	|	paperref:130739	|	exists=EXIST:P=0.0,1.0
179643	paperref:129009	|	paperref:127801	|	exists=EXIST:P=0.0,1.0
204870	paperref:130623	|	paperref:132046	|	exists=EXIST:P=0.0,1.0
201150	paperref:131599	|	paperref:129710	|	exists=NOTEXIST:P=1.0,0.0
196221	paperref:131877	|	paperref:128868	|	exists=NOTEXIST:P=1.0,0.0
204881	paperref:128144	|	paperref:129816	|
198001	paperref:131383	|	paperref:131778	|	exists=EXIST:P=0.0,1.0
200154	paperref:131914	|	paperref:132152	|	exists=EXIST:P=0.0,1.0
181653	paperref:129162	|	paperref:128990	|	exists=EXIST:P=0.0,1.0
176554	paperref:130223	|	paperref:127784	|
198260	paperref:126990	|	paperref:127072	|	exists=NOTEXIST:P=1.0,0.0
177123	paperref:132034	|	paperref:131683	|	exists=EXIST:P=0.0,1.0
186064	paperref:128378	|	paperref:128189	|
179187	paperref:132345	|	paperref:127161	|	exists=EXIST:P=0.0,1.0
191621	paperref:127550	|	paperref:128698	|	exists=NOTEXIST:P=1.0,0.0
189467	paperref:131621	|	paperref:131298	|	exists=NOTEXIST:P=1.0,0.0
190028	paperref:127454	|	paperref:130399	|	exists=EXIST:P=0.0,1.0
194954	paperref:129284	|	paperref:127105	|	exists=EXIST:P=0.0,1.0
190864	paperref:128372	|	paperref:129407	|	exists=EXIST:P=0.0,1.0
184933	paperref:127462	|	paperref:130257	|
179590	paperref:127078	|	paperref:132362	|	exists=EXIST:P=0.0,1.0
187595	paperref:128892	|	paperref:129031	|	exists=EXIST:P=0.0,1.0
192660	paperref:129470	|	paperref:130913	|
200480	paperref:132037	|	paperref:131022	|	exists=EXIST:P=0.0,1.0
181427	paperref:127843	|	paperref:131443	|
202181	paperref:132075	|	paperref:128840	|
196088	paperref:128840	|	paperref:130743	|	exists=EXIST:P=0.0,1.0
192480	paperref:130206	|	paperref:129458	|	exists=EXIST:P=0.0,1.0
187418	paperref:127458	|	paperref:131317	|
204341	paperref:131598	|	paperref:130711	|	exists=NOTEXIST:P=1.0,0.0
189089	paperref:127730	|	paperref:127208	|	exists=EXIST:P=0.0,1.0
195528	paperref:131299	|	paperref:128781	|	exists=EXIST:P=0.0,1.0
183180	paperref:130991	|	paperref:128535	|
204840	paperref:127600	|	paperref:128821	|
202004	paperref:132282	|	paperref:132275	|	exists=EXIST:P=0.0,1.0
197569	paperref:127400	|	paperref:130148	|
186976	paperref:131300	|	paperref:128252	|	exists=NOTEXIST:P=1.0,0.0
179014	paperref:129023	|	paperref:128986	|
200859	paperref:131148	|	paperref:131700	|	exists=EXIST:P=0.0,1.0
193481	paperref:131783	|	paperref:130852	|	exists=NOTEXIST:P=1.0,0.0
195351	paperref:128050	|	paperref:132108	|	exists=NOTEXIST:P=1.0,0.0
184859	paperref:127846	|	paperref:127455	|	exists=EXIST:P=0.0,1.0
199923	paperref:127322	|	paperref:128617	|
196887	paperref:129875	|	paperref:131810	|	exists=NOTEXIST:P=1.0,0.0
195416	paperref:131787	|	paperref:127510	|	exists=EXIST:P=0.0,1.0
200400	paperref:130699	|	paperref:130940	|	exists=NOTEXIST:P=1.0,0.0
186361	paperref:131320	|	paperref:130362	|	exists=EXIST:P=0.0,1.0
183921	paperref:128809	|	paperref:132407	|	exists=EXIST:P=0.0,1.0
190153	paperref:129403	|	paperref:132321	|	exists=EXIST:P=0.0,1.0
203362	paperref:128730	|	paperref:131342	|	exists=EXIST:P=0.0,1.0
204512	paperref:132200	|	paperref:131655	|	exists=EXIST:P=0.0,1.0
185234	paperref:131458	|	paperref:132205	|	exists=EXIST:P=0.0,1.0
189353	paperref:130574	|	paperref:128248	|	exists=EXIST:P=0.0,1.0
186150	paperref:131847	|	paperref:128019	|	exists=EXIST:P=0.0,1.0
177048	paperref:131792	|	paperref:132284	|
190459	paperref:131355	|	paperref:130527	|
198570	paperref:132126	|	paperref:131155	|	exists=EXIST:P=0.0,1.0
181813	paperref:130218	|	paperref:129874	|	exists=NOTEXIST:P=1.0,0.0
191800	paperref:131919	|	paperref:128621	|	exists=EXIST:P=0.0,1.0
194878	paperref:129284	|	paperref:131160	|	exists=EXIST:P=0.0,1.0
188850	paperref:128933	|	paperref:131380	|
185563	paperref:129588	|	paperref:128656	|	exists=EXIST:P=0.0,1.0
191600	paperref:128560	|	paperref:129567	|	exists=EXIST:P=0.0,1.0
182449	paperref:127821	|	paperref:129581	|	exists=EXIST:P=0.0,1.0
183798	paperref:127822	|	paperref:131127	|	exists=EXIST:P=0.0,1.0
191725	paperref:129273	|	paperref:130339	|	exists=EXIST:P=0.0,1.0
185413	paperref:129880	|	paperref:129490	|	exists=EXIST:P=0.0,1.0
183342	paperref:130613	|	paperref:127864	|	exists=NOTEXIST:P=1.0,0.0
204971	paperref:131669	|	paperref:129925	|	exists=NOTEXIST:P=1.0,0.0
192667	paperref:130615	|	paperref:130684	|	exists=NOTEXIST:P=1.0,0.0
204241	paperref:129988	|	paperref:130013	|
201781	paperref:126973	|	paperref:130810	|
194313	paperref:128350	|	paperref:129799	|	exists=EXIST:P=0.0,1.0
198730	paperref:130559	|	paperref:130241	|	exists=EXIST:P=0.0,1.0
191955	paperref:131687	|	paperref:127450	|
180758	paperref:127756	|	paperref:132107	|
203127	paperref:129641	|	paperref:129858	|	exists=EXIST:P=0.0,1.0
190107	paperref:132332	|	paperref:129774	|	exists=NOTEXIST:P=1.0,0.0
193772	paperref:129703	|	paperref:127744	|	exists=EXIST:P=0.0,1.0
203906	paperref:128998	|	paperref:129294	|
194761	paperref:127661	|	paperref:132182	|
179132	paperref:129107	|	paperref:131851	|	exists=EXIST:P=0.0,1.0
192560	paperref:128122	|	paperref:127759	|	exists=EXIST:P=0.0,1.0
198682	paperref:128514	|	paperref:131175	|	exists=EXIST:P=0.0,1.0
195677	paperref:130263	|	paperref:127055	|
196583	paperref:129364	|	paperref:130066	|
203760	paperref:129012	|	paperref:129602	|	exists=EXIST:P=0.0,1.0
197920	paperref:132389	|	paperref:131342	|
184239	paperref:129378	|	paperref:128984	|
